Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357541,1738145559,1,OK,0.6708116,0.3083891,0.553208,0.3858353,177.949,-86.091,-1718.373,0.1336029,3,OK,166.593,-191.947,-1658.562,OK,157.371,-279.911,-1606.992,OK,158.217,-325.348,-1608.167,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357541,1738145559,1,OK,0.8736095,-0.0416176,0.0790078,-0.478364,86.653,17.551,-1699.845,0.1854522,3,OK,86.461,17.452,-1699.81,OK,-5.915,-1.981,-1683.171,OK,39.122,93.269,-1691.033,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357541,1738145559,1,OK,0.7584304,-0.031806,0.0416296,0.6496451,-21.265,-150.179,-1607.233,0.5004138,3,OK,-21.03,-149.685,-1607.289,OK,-109.376,-195.51,-1600.635,OK,-35.96,-241.902,-1597.472,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357544,1738145559,1,OK,0.6704635,0.3091637,0.5532546,0.3857537,177.931,-86.027,-1718.295,0.1443244,3,OK,166.564,-191.945,-1658.569,OK,157.356,-279.945,-1607.174,OK,158.151,-325.409,-1608.297,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357544,1738145559,1,OK,0.8737085,-0.0408804,0.0785107,-0.4783287,86.659,17.558,-1699.826,0.1864246,3,OK,86.458,17.467,-1699.79,OK,-5.927,-1.989,-1683.316,OK,39.111,93.254,-1691.027,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357544,1738145559,1,OK,0.7584194,-0.0316364,0.0421661,0.6496316,-21.27,-150.162,-1607.242,0.5020045,3,OK,-21.043,-149.669,-1607.298,OK,-109.365,-195.484,-1600.534,OK,-35.965,-241.878,-1597.426,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357547,1738145559,1,OK,0.6705127,0.3092323,0.5536634,0.3850258,177.96,-86.099,-1718.365,0.1367838,3,OK,166.575,-191.949,-1658.566,OK,157.304,-279.888,-1606.864,OK,158.11,-325.337,-1608.197,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357547,1738145559,1,OK,0.8736829,-0.0412178,0.0786662,-0.478321,86.643,17.559,-1699.824,0.1878897,3,OK,86.451,17.455,-1699.79,OK,-5.935,-1.986,-1683.25,OK,39.091,93.271,-1691.029,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357547,1738145559,1,OK,0.7584012,-0.0320547,0.0421091,0.649636,-21.298,-150.155,-1607.249,0.5070828,3,OK,-21.065,-149.657,-1607.306,OK,-109.394,-195.484,-1600.57,OK,-35.997,-241.867,-1597.39,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357550,1738145559,1,OK,0.6706289,0.3091293,0.553396,0.3852907,177.916,-86.079,-1718.326,0.1330734,3,OK,166.504,-191.954,-1658.541,OK,157.233,-279.898,-1606.964,OK,158.028,-325.353,-1608.199,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357550,1738145559,1,OK,0.873637,-0.0421235,0.0785423,-0.4783463,86.64,17.531,-1699.806,0.1840498,3,OK,86.438,17.447,-1699.77,OK,-5.933,-2.001,-1683.136,OK,39.105,93.244,-1691.112,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357550,1738145559,1,OK,0.7584269,-0.0314099,0.0417261,0.6496622,-21.295,-150.149,-1607.189,0.5051523,3,OK,-21.063,-149.654,-1607.245,OK,-109.391,-195.485,-1600.554,OK,-35.992,-241.873,-1597.463,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357553,1738145559,1,OK,0.6714599,0.3078466,0.5527521,0.3857943,177.98,-86.16,-1718.474,0.1588013,3,OK,166.489,-191.952,-1658.568,OK,157.183,-279.889,-1607.066,OK,157.987,-325.33,-1608.037,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357553,1738145559,1,OK,0.8736558,-0.0407288,0.07907,-0.4783458,86.644,17.532,-1699.827,0.1922722,3,OK,86.435,17.44,-1699.79,OK,-5.925,-2.017,-1683.256,OK,39.118,93.229,-1690.929,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357553,1738145559,1,OK,0.7583923,-0.0319121,0.0423972,0.6496347,-21.294,-150.141,-1607.234,0.4966271,3,OK,-21.068,-149.654,-1607.29,OK,-109.389,-195.459,-1600.493,OK,-35.979,-241.849,-1597.352,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357556,1738145559,1,OK,0.6715279,0.3074481,0.5520354,0.3870179,177.971,-86.084,-1718.376,0.1460355,3,OK,166.525,-191.997,-1658.645,OK,157.236,-279.979,-1607.211,OK,158.137,-325.422,-1608.347,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357556,1738145559,1,OK,0.8737441,-0.0407928,0.0780911,-0.4783399,86.637,17.539,-1699.718,0.2030499,3,OK,86.411,17.447,-1699.678,OK,-5.942,-2.008,-1683.283,OK,39.085,93.236,-1690.978,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357556,1738145559,1,OK,0.75843,-0.0310864,0.0418833,0.6496641,-21.315,-150.147,-1607.216,0.5025856,3,OK,-21.083,-149.655,-1607.272,OK,-109.41,-195.481,-1600.537,OK,-36.007,-241.872,-1597.507,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357559,1738145559,1,OK,0.6707743,0.3083655,0.55297,0.3862599,177.944,-86.107,-1718.396,0.1217702,3,OK,166.606,-192.017,-1658.668,OK,157.388,-279.975,-1607.116,OK,158.27,-325.467,-1608.384,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357559,1738145559,1,OK,0.8736563,-0.0414181,0.0788073,-0.4783291,86.629,17.527,-1699.775,0.1896007,3,OK,86.42,17.438,-1699.738,OK,-5.933,-2.007,-1683.157,OK,39.091,93.22,-1690.977,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357559,1738145559,1,OK,0.7584398,-0.0313966,0.0424689,0.6495996,-21.306,-150.144,-1607.23,0.5002456,3,OK,-21.082,-149.653,-1607.286,OK,-109.397,-195.452,-1600.453,OK,-36.002,-241.859,-1597.4,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357562,1738145559,1,OK,0.6710082,0.3080089,0.553097,0.3859561,177.915,-86.13,-1718.488,0.1146716,3,OK,166.557,-191.944,-1658.664,OK,157.316,-279.913,-1607,OK,158.193,-325.368,-1608.218,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357562,1738145559,1,OK,0.8736695,-0.0418654,0.0787587,-0.478274,86.625,17.518,-1699.82,0.1895181,3,OK,86.412,17.438,-1699.782,OK,-5.938,-2.035,-1683.152,OK,39.089,93.218,-1691.07,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357562,1738145559,1,OK,0.7584342,-0.0316298,0.042111,0.6496182,-21.311,-150.142,-1607.213,0.5033233,3,OK,-21.08,-149.651,-1607.269,OK,-109.407,-195.465,-1600.514,OK,-36.013,-241.852,-1597.406,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357565,1738145559,1,OK,0.6710517,0.3078361,0.5530899,0.3860286,177.914,-86.1,-1718.361,0.1218244,3,OK,166.565,-191.912,-1658.505,OK,157.346,-279.868,-1606.888,OK,158.22,-325.32,-1608.028,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357565,1738145559,1,OK,0.8736765,-0.0416228,0.078957,-0.4782496,86.63,17.518,-1699.761,0.1823097,3,OK,86.43,17.433,-1699.725,OK,-5.931,-2.032,-1683.095,OK,39.084,93.204,-1690.957,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357565,1738145559,1,OK,0.7584506,-0.0314195,0.0422007,0.6496034,-21.318,-150.148,-1607.218,0.4989357,3,OK,-21.087,-149.662,-1607.274,OK,-109.419,-195.465,-1600.493,OK,-36.018,-241.855,-1597.424,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147357568,1738145559,1,OK,0.6713027,0.3075239,0.5527821,0.3862818,177.954,-86.087,-1718.351,0.151377,3,OK,166.567,-191.895,-1658.477,OK,157.34,-279.87,-1606.968,OK,158.202,-325.298,-1607.973,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147357568,1738145559,1,OK,0.8737763,-0.0405314,0.0779867,-0.4783203,86.643,17.521,-1699.741,0.2106939,3,OK,86.417,17.414,-1699.702,OK,-5.935,-2.033,-1683.355,OK,39.076,93.225,-1690.993,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147357568,1738145559,1,OK,0.7584588,-0.0318362,0.0419694,0.6495885,-21.334,-150.141,-1607.213,0.4991643,3,OK,-21.106,-149.657,-1607.268,OK,-109.436,-195.457,-1600.552,OK,-36.043,-241.844,-1597.401,,,,,,,,,,,,
