Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356308,1738145538,1,OK,0.655899,0.1849773,0.6271896,0.3771114,131.381,-124.88,-1742.118,0.2509481,3,OK,139.898,-215.066,-1660.062,OK,147.24,-289.48,-1590.472,OK,156.313,-333.056,-1581.435,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356308,1738145538,1,OK,0.8744979,-0.0420235,0.0776712,-0.476922,86.256,18.414,-1699.7,0.193532,3,OK,86.037,18.332,-1699.661,OK,-6.263,-1.418,-1683.177,OK,38.454,93.962,-1691.112,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356308,1738145538,1,OK,0.7570657,-0.0317207,0.040794,0.651292,-21.115,-150.02,-1607.301,0.4993379,3,OK,-20.883,-149.523,-1607.357,OK,-109.038,-195.737,-1600.844,OK,-35.42,-241.82,-1597.67,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356311,1738145539,1,OK,0.6557179,0.1850107,0.6273829,0.3770886,131.378,-124.897,-1742.142,0.2533301,3,OK,139.949,-215.08,-1660.079,OK,147.336,-289.472,-1590.507,OK,156.422,-333.07,-1581.451,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356311,1738145539,1,OK,0.8744739,-0.0423291,0.0779174,-0.4768988,86.236,18.416,-1699.733,0.1897554,3,OK,86.024,18.337,-1699.694,OK,-6.281,-1.427,-1683.134,OK,38.443,93.973,-1691.133,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356311,1738145539,1,OK,0.7570793,-0.0320536,0.0410465,0.651244,-21.126,-150.028,-1607.326,0.5062436,3,OK,-20.886,-149.524,-1607.382,OK,-109.055,-195.739,-1600.834,OK,-35.445,-241.818,-1597.619,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356314,1738145539,1,OK,0.6556835,0.1851694,0.6271494,0.3774587,131.34,-124.794,-1742.021,0.2811808,3,OK,139.91,-215.073,-1660.002,OK,147.293,-289.473,-1590.563,OK,156.384,-333.095,-1581.493,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356314,1738145539,1,OK,0.8745567,-0.0418633,0.0772902,-0.4768902,86.239,18.416,-1699.705,0.1886578,3,OK,86.028,18.335,-1699.667,OK,-6.299,-1.43,-1683.255,OK,38.423,93.961,-1691.162,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356314,1738145539,1,OK,0.7570829,-0.0319204,0.04086,0.651258,-21.143,-150.033,-1607.32,0.5122907,3,OK,-20.902,-149.523,-1607.377,OK,-109.067,-195.752,-1600.858,OK,-35.467,-241.833,-1597.654,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356317,1738145539,1,OK,0.6559333,0.1845615,0.6273504,0.3769881,131.423,-125.012,-1742.342,0.2438759,3,OK,139.962,-215.099,-1660.219,OK,147.333,-289.469,-1590.585,OK,156.424,-333.083,-1581.445,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356317,1738145539,1,OK,0.8744776,-0.0425527,0.0771696,-0.4769937,86.254,18.413,-1699.666,0.1963566,3,OK,86.033,18.334,-1699.626,OK,-6.277,-1.408,-1683.148,OK,38.46,93.986,-1691.204,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356317,1738145539,1,OK,0.757102,-0.0313066,0.0407998,0.6512694,-21.12,-150.028,-1607.295,0.5037073,3,OK,-20.883,-149.527,-1607.35,OK,-109.045,-195.743,-1600.818,OK,-35.434,-241.832,-1597.713,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356320,1738145539,1,OK,0.6557024,0.1851968,0.6270959,0.3775013,131.411,-124.826,-1742.069,0.2833544,3,OK,139.971,-215.105,-1660.065,OK,147.354,-289.541,-1590.633,OK,156.435,-333.139,-1581.558,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356320,1738145539,1,OK,0.8744791,-0.0421045,0.0777631,-0.4769343,86.247,18.418,-1699.679,0.1927719,3,OK,86.031,18.335,-1699.64,OK,-6.272,-1.415,-1683.132,OK,38.452,93.974,-1691.084,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356320,1738145539,1,OK,0.757099,-0.0311737,0.0409915,0.6512672,-21.112,-150.033,-1607.301,0.5014103,3,OK,-20.878,-149.533,-1607.357,OK,-109.035,-195.743,-1600.781,OK,-35.421,-241.839,-1597.708,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356323,1738145539,1,OK,0.6556926,0.185317,0.627054,0.3775289,131.406,-124.805,-1742.038,0.2721732,3,OK,139.96,-215.106,-1660.061,OK,147.329,-289.547,-1590.622,OK,156.414,-333.164,-1581.589,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356323,1738145539,1,OK,0.8744539,-0.0420316,0.0778589,-0.4769714,86.23,18.412,-1699.695,0.1841987,3,OK,86.029,18.326,-1699.659,OK,-6.3,-1.414,-1683.141,OK,38.438,93.973,-1691.078,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356323,1738145539,1,OK,0.7570892,-0.0313043,0.0410344,0.6512696,-21.129,-150.029,-1607.295,0.5009873,3,OK,-20.893,-149.534,-1607.35,OK,-109.05,-195.743,-1600.772,OK,-35.44,-241.823,-1597.68,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356326,1738145539,1,OK,0.6556922,0.1852667,0.6270063,0.3776336,131.406,-124.813,-1742.091,0.244897,3,OK,139.966,-215.113,-1660.144,OK,147.331,-289.568,-1590.645,OK,156.435,-333.193,-1581.682,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356326,1738145539,1,OK,0.8744776,-0.0419269,0.0779654,-0.4769197,86.23,18.431,-1699.696,0.1918465,3,OK,86.023,18.335,-1699.659,OK,-6.28,-1.392,-1683.143,OK,38.421,93.981,-1691.051,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356326,1738145539,1,OK,0.7570988,-0.0314233,0.040656,0.6512765,-21.12,-150.024,-1607.271,0.5053326,3,OK,-20.887,-149.525,-1607.326,OK,-109.038,-195.743,-1600.826,OK,-35.44,-241.826,-1597.695,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356329,1738145539,1,OK,0.6557048,0.1851971,0.6269262,0.3777787,131.415,-124.826,-1742.047,0.2867678,3,OK,139.974,-215.136,-1660.084,OK,147.36,-289.617,-1590.691,OK,156.447,-333.205,-1581.62,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356329,1738145539,1,OK,0.874517,-0.0413999,0.0775313,-0.4769643,86.257,18.425,-1699.65,0.1996056,3,OK,86.032,18.338,-1699.61,OK,-6.268,-1.404,-1683.226,OK,38.455,93.971,-1691.03,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356329,1738145539,1,OK,0.7570943,-0.0313366,0.0407261,0.6512815,-21.111,-150.031,-1607.297,0.5035996,3,OK,-20.873,-149.529,-1607.353,OK,-109.037,-195.749,-1600.835,OK,-35.422,-241.837,-1597.722,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356332,1738145539,1,OK,0.6555723,0.1854319,0.6274482,0.377026,131.414,-124.949,-1742.235,0.2613607,3,OK,139.983,-215.135,-1660.232,OK,147.397,-289.631,-1590.726,OK,156.452,-333.224,-1581.611,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356332,1738145539,1,OK,0.8744718,-0.0425486,0.0775006,-0.4769511,86.249,18.426,-1699.713,0.1908697,3,OK,86.039,18.343,-1699.675,OK,-6.278,-1.403,-1683.147,OK,38.451,93.997,-1691.198,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356332,1738145539,1,OK,0.7571246,-0.0310513,0.0408751,0.6512507,-21.11,-150.03,-1607.287,0.5043783,3,OK,-20.878,-149.531,-1607.342,OK,-109.028,-195.739,-1600.784,OK,-35.431,-241.835,-1597.725,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356335,1738145539,1,OK,0.6552986,0.1861478,0.6274184,0.3771989,131.348,-124.798,-1742.052,0.2801555,3,OK,139.945,-215.141,-1660.138,OK,147.365,-289.649,-1590.778,OK,156.412,-333.276,-1581.736,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356335,1738145539,1,OK,0.8745677,-0.0418203,0.0771268,-0.4769002,86.255,18.438,-1699.634,0.2080175,3,OK,86.032,18.337,-1699.595,OK,-6.271,-1.41,-1683.217,OK,38.429,94.009,-1691.112,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356335,1738145539,1,OK,0.7570887,-0.0314307,0.0410478,0.6512633,-21.116,-150.025,-1607.296,0.5032219,3,OK,-20.882,-149.526,-1607.352,OK,-109.035,-195.736,-1600.776,OK,-35.43,-241.822,-1597.664,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356338,1738145539,1,OK,0.655781,0.1851715,0.6267637,0.3779287,131.417,-124.849,-1742.114,0.2498827,3,OK,139.956,-215.163,-1660.199,OK,147.314,-289.673,-1590.739,OK,156.418,-333.282,-1581.752,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356338,1738145539,1,OK,0.8744547,-0.0427797,0.077681,-0.4769324,86.248,18.436,-1699.656,0.1913074,3,OK,86.038,18.35,-1699.619,OK,-6.265,-1.387,-1683.037,OK,38.448,94.005,-1691.132,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356338,1738145539,1,OK,0.7571393,-0.0308929,0.0408832,0.6512406,-21.114,-150.035,-1607.323,0.5068136,3,OK,-20.877,-149.529,-1607.38,OK,-109.039,-195.742,-1600.812,OK,-35.436,-241.848,-1597.779,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356341,1738145539,1,OK,0.6554261,0.1858951,0.627115,0.3776062,131.377,-124.78,-1742.026,0.2741663,3,OK,139.96,-215.151,-1660.14,OK,147.362,-289.675,-1590.78,OK,156.432,-333.293,-1581.777,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356341,1738145539,1,OK,0.8744942,-0.0423672,0.0771917,-0.4769762,86.252,18.425,-1699.656,0.2006097,3,OK,86.029,18.341,-1699.616,OK,-6.278,-1.406,-1683.159,OK,38.454,94.001,-1691.174,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356341,1738145539,1,OK,0.7570669,-0.0313307,0.0409536,0.6512994,-21.12,-150.034,-1607.296,0.5047837,3,OK,-20.877,-149.532,-1607.352,OK,-109.044,-195.758,-1600.789,OK,-35.425,-241.835,-1597.69,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356344,1738145539,1,OK,0.6554381,0.1859978,0.6268862,0.3779146,131.343,-124.724,-1742.012,0.3201331,3,OK,139.914,-215.174,-1660.15,OK,147.315,-289.736,-1590.923,OK,156.367,-333.306,-1581.883,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356344,1738145539,1,OK,0.8745178,-0.0421008,0.077215,-0.4769529,86.246,18.431,-1699.606,0.192233,3,OK,86.035,18.346,-1699.569,OK,-6.293,-1.403,-1683.138,OK,38.439,93.998,-1691.097,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356344,1738145539,1,OK,0.7570896,-0.0313982,0.0411762,0.6512557,-21.13,-150.033,-1607.322,0.5032371,3,OK,-20.899,-149.528,-1607.378,OK,-109.05,-195.735,-1600.776,OK,-35.439,-241.841,-1597.674,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356347,1738145539,1,OK,0.6557149,0.1853491,0.6266573,0.3781327,131.437,-124.783,-1741.994,0.318564,3,OK,139.977,-215.164,-1660.082,OK,147.361,-289.709,-1590.818,OK,156.435,-333.278,-1581.707,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356347,1738145539,1,OK,0.8744331,-0.041723,0.0779826,-0.4770164,86.246,18.424,-1699.665,0.1993145,3,OK,86.027,18.335,-1699.626,OK,-6.276,-1.405,-1683.134,OK,38.471,93.999,-1691.005,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356347,1738145539,1,OK,0.7570782,-0.0315328,0.0404671,0.6513069,-21.122,-150.028,-1607.274,0.5044801,3,OK,-20.884,-149.523,-1607.329,OK,-109.048,-195.754,-1600.87,OK,-35.431,-241.841,-1597.711,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147356350,1738145539,1,OK,0.6558298,0.1848081,0.6266179,0.3782635,131.394,-124.865,-1742.147,0.2923485,3,OK,139.948,-215.175,-1660.202,OK,147.338,-289.69,-1590.843,OK,156.449,-333.275,-1581.73,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147356350,1738145539,1,OK,0.8745195,-0.0421999,0.076954,-0.4769831,86.257,18.433,-1699.639,0.2082592,3,OK,86.019,18.353,-1699.596,OK,-6.274,-1.401,-1683.198,OK,38.459,94.004,-1691.181,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147356350,1738145539,1,OK,0.7570545,-0.0314563,0.0406897,0.6513243,-21.139,-150.028,-1607.315,0.5063916,3,OK,-20.895,-149.521,-1607.372,OK,-109.066,-195.76,-1600.865,OK,-35.441,-241.838,-1597.73,,,,,,,,,,,,
