Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355543,1738145526,1,OK,0.6535518,0.182547,0.6408603,0.3589495,60.053,-159.439,-1752.011,0.2994307,3,OK,69.482,-246.809,-1666.997,OK,77.634,-318.787,-1595.151,OK,86.339,-362.166,-1584.663,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355543,1738145526,1,OK,0.8746372,-0.0419334,0.0786915,-0.4765071,86.1,18.423,-1699.895,0.1860454,3,OK,85.901,18.332,-1699.859,OK,-6.388,-1.504,-1683.235,OK,38.25,93.936,-1691.133,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355543,1738145526,1,OK,0.7571694,-0.030118,0.0406386,0.6512571,-21.265,-150.119,-1607.355,0.5040147,3,OK,-21.034,-149.618,-1607.41,OK,-109.184,-195.827,-1600.856,OK,-35.587,-241.942,-1597.939,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355546,1738145526,1,OK,0.6535906,0.1825892,0.6408184,0.3589323,60.085,-159.431,-1751.938,0.2577621,3,OK,69.499,-246.801,-1666.958,OK,77.627,-318.782,-1595.017,OK,86.343,-362.183,-1584.636,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355546,1738145526,1,OK,0.8746185,-0.0421655,0.0781067,-0.4766172,86.13,18.404,-1699.864,0.1828419,3,OK,85.927,18.325,-1699.827,OK,-6.375,-1.494,-1683.259,OK,38.289,93.92,-1691.215,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355546,1738145526,1,OK,0.7571914,-0.029917,0.0405201,0.6512483,-21.242,-150.123,-1607.33,0.5038622,3,OK,-21.002,-149.625,-1607.385,OK,-109.171,-195.836,-1600.844,OK,-35.567,-241.942,-1597.956,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355549,1738145526,1,OK,0.6534013,0.1828238,0.6410022,0.3588292,60.068,-159.434,-1752.054,0.2524718,3,OK,69.524,-246.831,-1667.092,OK,77.677,-318.806,-1595.127,OK,86.394,-362.195,-1584.826,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355549,1738145526,1,OK,0.8746207,-0.0418722,0.0781171,-0.4766372,86.116,18.412,-1699.809,0.1834819,3,OK,85.915,18.326,-1699.773,OK,-6.393,-1.483,-1683.24,OK,38.272,93.93,-1691.133,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355549,1738145526,1,OK,0.7571625,-0.0299719,0.0405449,0.6512778,-21.254,-150.117,-1607.34,0.5014402,3,OK,-21.017,-149.624,-1607.394,OK,-109.175,-195.836,-1600.852,OK,-35.571,-241.932,-1597.956,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355552,1738145526,1,OK,0.6534331,0.1828215,0.6410698,0.3586518,60.034,-159.47,-1752.021,0.2391664,3,OK,69.477,-246.821,-1667.052,OK,77.626,-318.81,-1595.048,OK,86.335,-362.201,-1584.723,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355552,1738145526,1,OK,0.8745993,-0.0427907,0.0780229,-0.4766104,86.09,18.414,-1699.856,0.1919067,3,OK,85.881,18.331,-1699.818,OK,-6.408,-1.492,-1683.186,OK,38.253,93.957,-1691.276,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355552,1738145526,1,OK,0.7571822,-0.0302739,0.0406224,0.6512361,-21.279,-150.128,-1607.345,0.5075045,3,OK,-21.05,-149.618,-1607.401,OK,-109.197,-195.828,-1600.857,OK,-35.605,-241.961,-1597.911,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355555,1738145526,1,OK,0.6535639,0.182743,0.640937,0.3586907,60.083,-159.51,-1752.121,0.2864325,3,OK,69.486,-246.854,-1667.117,OK,77.625,-318.862,-1595.23,OK,86.307,-362.234,-1584.75,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355555,1738145526,1,OK,0.8746519,-0.0420464,0.0780875,-0.4765694,86.136,18.413,-1699.792,0.201502,3,OK,85.914,18.321,-1699.753,OK,-6.35,-1.498,-1683.209,OK,38.284,93.936,-1691.136,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355555,1738145526,1,OK,0.7571828,-0.0301044,0.0404612,0.6512533,-21.246,-150.128,-1607.362,0.5022867,3,OK,-21.011,-149.625,-1607.417,OK,-109.175,-195.836,-1600.897,OK,-35.565,-241.958,-1597.973,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355558,1738145526,1,OK,0.6535966,0.1823053,0.6408387,0.3590292,60.065,-159.53,-1752.089,0.287149,3,OK,69.497,-246.846,-1667.078,OK,77.665,-318.865,-1595.179,OK,86.378,-362.215,-1584.677,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355558,1738145526,1,OK,0.8746617,-0.0420558,0.0779852,-0.4765675,86.131,18.426,-1699.747,0.2044597,3,OK,85.904,18.336,-1699.706,OK,-6.355,-1.488,-1683.177,OK,38.279,93.95,-1691.107,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355558,1738145526,1,OK,0.7571939,-0.0298288,0.0402968,0.6512633,-21.238,-150.122,-1607.338,0.5038793,3,OK,-21.007,-149.615,-1607.393,OK,-109.162,-195.829,-1600.892,OK,-35.558,-241.964,-1598.004,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355561,1738145526,1,OK,0.6538045,0.1822459,0.6405526,0.3591914,60.129,-159.503,-1752.111,0.258626,3,OK,69.506,-246.855,-1667.129,OK,77.609,-318.866,-1595.17,OK,86.33,-362.231,-1584.776,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355561,1738145526,1,OK,0.8746233,-0.0423574,0.0778746,-0.4766292,86.104,18.401,-1699.805,0.1857661,3,OK,85.906,18.308,-1699.769,OK,-6.4,-1.486,-1683.21,OK,38.248,93.929,-1691.207,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355561,1738145526,1,OK,0.757161,-0.0305473,0.040634,0.6512472,-21.264,-150.132,-1607.355,0.502461,3,OK,-21.036,-149.627,-1607.41,OK,-109.186,-195.833,-1600.877,OK,-35.582,-241.96,-1597.887,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355564,1738145526,1,OK,0.6535501,0.1825913,0.6407712,0.3590891,60.077,-159.469,-1752.021,0.250634,3,OK,69.506,-246.856,-1667.074,OK,77.644,-318.876,-1595.107,OK,86.366,-362.24,-1584.788,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355564,1738145526,1,OK,0.8746156,-0.0423844,0.078024,-0.4766167,86.123,18.41,-1699.751,0.1884337,3,OK,85.916,18.323,-1699.714,OK,-6.374,-1.482,-1683.132,OK,38.275,93.934,-1691.134,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355564,1738145526,1,OK,0.7571774,-0.0304941,0.0401459,0.651261,-21.24,-150.123,-1607.314,0.499863,3,OK,-21.008,-149.626,-1607.369,OK,-109.17,-195.835,-1600.927,OK,-35.563,-241.946,-1597.923,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355567,1738145526,1,OK,0.6537979,0.1820682,0.6405647,0.3592718,60.161,-159.509,-1752.035,0.2742779,3,OK,69.553,-246.833,-1667.034,OK,77.68,-318.85,-1595.111,OK,86.407,-362.212,-1584.636,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355567,1738145526,1,OK,0.874572,-0.0420335,0.0781984,-0.476699,86.16,18.407,-1699.784,0.1902352,3,OK,85.949,18.324,-1699.746,OK,-6.344,-1.48,-1683.183,OK,38.337,93.938,-1691.112,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355567,1738145526,1,OK,0.75713,-0.0306322,0.0404648,0.6512898,-21.208,-150.132,-1607.343,0.501116,3,OK,-20.974,-149.631,-1607.398,OK,-109.133,-195.848,-1600.901,OK,-35.518,-241.955,-1597.89,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147355570,1738145526,1,OK,0.653386,0.182841,0.6409624,0.3589193,60.059,-159.436,-1752.004,0.2345675,3,OK,69.522,-246.851,-1667.068,OK,77.667,-318.814,-1595.073,OK,86.401,-362.238,-1584.83,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147355570,1738145526,1,OK,0.8745715,-0.0413115,0.0785704,-0.4767019,86.129,18.416,-1699.867,0.1883395,3,OK,85.932,18.316,-1699.832,OK,-6.377,-1.474,-1683.302,OK,38.3,93.947,-1691.072,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147355570,1738145526,1,OK,0.757123,-0.0308598,0.0404661,0.6512872,-21.231,-150.14,-1607.388,0.5012707,3,OK,-20.994,-149.642,-1607.443,OK,-109.157,-195.86,-1600.955,OK,-35.544,-241.953,-1597.907,,,,,,,,,,,,
