Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360433,1738145607,1,OK,0.7829927,0.5601267,-0.0078492,-0.2704052,50.918,-70.714,-1761.563,0.3099324,3,OK,-53.856,-17.737,-1727.945,OK,-141.4,26.383,-1698.627,OK,-184.108,37.6,-1708.484,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360433,1738145607,1,OK,0.8714807,-0.0409232,0.0771028,-0.482599,87.842,15.709,-1699.169,0.2064737,3,OK,87.609,15.624,-1699.128,OK,-4.95,-2.939,-1682.843,OK,41.009,91.881,-1690.66,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360433,1738145607,1,OK,0.7613744,-0.0322396,0.0424751,0.6461157,-21.686,-150.81,-1606.808,0.5046488,3,OK,-21.453,-150.32,-1606.865,OK,-110.193,-195.318,-1600.105,OK,-37.23,-242.372,-1596.873,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360436,1738145607,1,OK,0.7831948,0.5597411,-0.0074799,-0.2706285,50.854,-70.719,-1761.672,0.2852802,3,OK,-53.868,-17.756,-1727.998,OK,-141.441,26.413,-1698.556,OK,-184.134,37.58,-1708.438,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360436,1738145607,1,OK,0.871477,-0.0412985,0.0770808,-0.4825772,87.825,15.724,-1699.219,0.1993684,3,OK,87.601,15.64,-1699.18,OK,-4.965,-2.916,-1682.849,OK,40.983,91.89,-1690.746,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360436,1738145607,1,OK,0.7613118,-0.0323603,0.0424637,0.6461842,-21.706,-150.82,-1606.849,0.5056909,3,OK,-21.468,-150.327,-1606.906,OK,-110.211,-195.347,-1600.152,OK,-37.234,-242.382,-1596.901,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360439,1738145607,1,OK,0.7829012,0.5602978,-0.007688,-0.2703202,50.905,-70.686,-1761.576,0.323754,3,OK,-53.867,-17.756,-1727.922,OK,-141.441,26.322,-1698.609,OK,-184.155,37.552,-1708.414,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360439,1738145607,1,OK,0.8714696,-0.0413084,0.0769452,-0.4826115,87.813,15.724,-1699.147,0.2044894,3,OK,87.576,15.65,-1699.105,OK,-4.981,-2.918,-1682.795,OK,40.985,91.895,-1690.698,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360439,1738145607,1,OK,0.7613327,-0.0321912,0.0427463,0.6461494,-21.694,-150.831,-1606.807,0.5055147,3,OK,-21.457,-150.337,-1606.865,OK,-110.2,-195.346,-1600.049,OK,-37.224,-242.395,-1596.839,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360442,1738145607,1,OK,0.782895,0.5602293,-0.0076881,-0.2704802,50.953,-70.601,-1761.519,0.2800588,3,OK,-53.813,-17.642,-1727.864,OK,-141.335,26.483,-1698.456,OK,-184.072,37.685,-1708.363,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360442,1738145607,1,OK,0.8715075,-0.0404408,0.0773465,-0.4825524,87.834,15.739,-1699.186,0.1997416,3,OK,87.609,15.654,-1699.147,OK,-4.958,-2.915,-1682.884,OK,40.991,91.888,-1690.595,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360442,1738145607,1,OK,0.7613614,-0.0316951,0.0422795,0.6461708,-21.677,-150.837,-1606.806,0.5045644,3,OK,-21.442,-150.341,-1606.863,OK,-110.183,-195.356,-1600.115,OK,-37.207,-242.418,-1596.963,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360445,1738145607,1,OK,0.7843799,0.557989,-0.007788,-0.2708059,50.948,-70.749,-1761.284,0.3501117,3,OK,-53.789,-17.612,-1727.722,OK,-141.269,26.595,-1698.548,OK,-183.999,37.8,-1708.291,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360445,1738145607,1,OK,0.8715728,-0.0410702,0.076765,-0.482474,87.825,15.745,-1699.136,0.2079245,3,OK,87.587,15.662,-1699.094,OK,-4.962,-2.919,-1682.842,OK,40.958,91.897,-1690.69,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360445,1738145607,1,OK,0.7613541,-0.0315596,0.0423015,0.6461846,-21.685,-150.839,-1606.802,0.5042051,3,OK,-21.452,-150.344,-1606.859,OK,-110.188,-195.36,-1600.101,OK,-37.212,-242.421,-1596.973,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360448,1738145607,1,OK,0.7842696,0.5579426,-0.0074117,-0.2712311,50.844,-70.702,-1761.713,0.3233306,3,OK,-53.823,-17.555,-1728.04,OK,-141.292,26.708,-1698.703,OK,-184.013,37.896,-1708.459,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360448,1738145607,1,OK,0.8714646,-0.0408825,0.0772773,-0.4826036,87.812,15.743,-1699.204,0.194404,3,OK,87.593,15.662,-1699.166,OK,-4.986,-2.897,-1682.856,OK,40.98,91.905,-1690.664,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360448,1738145607,1,OK,0.7612531,-0.0325777,0.0424811,0.6462412,-21.7,-150.826,-1606.799,0.500357,3,OK,-21.464,-150.339,-1606.856,OK,-110.202,-195.363,-1600.109,OK,-37.208,-242.386,-1596.823,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360451,1738145608,1,OK,0.7846184,0.557513,-0.0077718,-0.2710956,50.908,-70.758,-1761.434,0.3613664,3,OK,-53.774,-17.56,-1727.86,OK,-141.262,26.711,-1698.693,OK,-183.969,37.923,-1708.392,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360451,1738145608,1,OK,0.8715234,-0.041465,0.0768179,-0.4825212,87.832,15.75,-1699.171,0.2003994,3,OK,87.61,15.664,-1699.132,OK,-4.963,-2.906,-1682.818,OK,40.976,91.923,-1690.752,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360451,1738145608,1,OK,0.7612793,-0.0326083,0.0424992,0.6462077,-21.681,-150.833,-1606.833,0.5054675,3,OK,-21.444,-150.34,-1606.891,OK,-110.183,-195.365,-1600.141,OK,-37.201,-242.395,-1596.851,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360454,1738145608,1,OK,0.7846496,0.5575303,-0.0077426,-0.2709705,50.946,-70.712,-1761.353,0.3749813,3,OK,-53.764,-17.532,-1727.782,OK,-141.249,26.7,-1698.648,OK,-183.955,37.912,-1708.325,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360454,1738145608,1,OK,0.8715739,-0.0412208,0.0765091,-0.4825,87.85,15.755,-1699.186,0.2123022,3,OK,87.607,15.674,-1699.143,OK,-4.942,-2.91,-1682.91,OK,40.988,91.919,-1690.794,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360454,1738145608,1,OK,0.7612936,-0.0323621,0.0423512,0.6462129,-21.683,-150.83,-1606.796,0.5072156,3,OK,-21.445,-150.338,-1606.853,OK,-110.183,-195.367,-1600.121,OK,-37.209,-242.393,-1596.864,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360457,1738145608,1,OK,0.7837106,0.558715,-0.0077082,-0.2712486,50.875,-70.748,-1761.442,0.3378453,3,OK,-53.793,-17.584,-1727.763,OK,-141.246,26.67,-1698.458,OK,-183.958,37.919,-1708.197,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360457,1738145608,1,OK,0.8715052,-0.0416731,0.0768728,-0.4825274,87.819,15.748,-1699.134,0.2040183,3,OK,87.587,15.667,-1699.093,OK,-4.966,-2.901,-1682.749,OK,40.968,91.916,-1690.726,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360457,1738145608,1,OK,0.7612871,-0.0321941,0.0428985,0.6461929,-21.694,-150.831,-1606.834,0.5024534,3,OK,-21.459,-150.342,-1606.891,OK,-110.192,-195.353,-1600.046,OK,-37.21,-242.39,-1596.844,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,147360460,1738145608,1,OK,0.7840292,0.5583831,-0.0080534,-0.2710012,50.929,-70.733,-1761.23,0.3409852,3,OK,-53.793,-17.539,-1727.669,OK,-141.232,26.714,-1698.472,OK,-183.947,37.946,-1708.255,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,147360460,1738145608,1,OK,0.8714775,-0.04138,0.0773875,-0.4825203,87.816,15.757,-1699.179,0.1964884,3,OK,87.592,15.679,-1699.139,OK,-4.964,-2.891,-1682.754,OK,40.975,91.911,-1690.664,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,147360460,1738145608,1,OK,0.761275,-0.032812,0.0426713,0.6461911,-21.698,-150.835,-1606.827,0.5038599,3,OK,-21.463,-150.342,-1606.885,OK,-110.201,-195.359,-1600.111,OK,-37.218,-242.393,-1596.796,,,,,,,,,,,,
