Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248666,1780413077.768656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248666,1780413077.768656223,1,OK,0.6590592,-0.0372835,-0.0375515,-0.7502271,269.012,-39.266,-1786.721,0.1792143,3,OK,268.951,-39.319,-1786.715,OK,184.155,6.062,-1790.979,OK,280.731,49.368,-1796.199,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248666,1780413077.768656223,1,OK,0.9770157,0.1294421,-0.1257160,-0.1134926,44.648,-76.621,-1904.832,0.3790762,3,OK,45.084,-76.904,-1904.771,OK,4.669,13.921,-1894.860,OK,-43.442,-52.682,-1925.001,Passive Strays,791248666,1780413077.768,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.464,531.671,-2519.464
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248669,1780413077.818656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248669,1780413077.818656223,1,OK,0.6590627,-0.0368713,-0.0369321,-0.7502752,269.013,-39.271,-1786.837,0.1845172,3,OK,268.961,-39.330,-1786.831,OK,184.143,6.073,-1791.012,OK,280.741,49.380,-1796.187,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248669,1780413077.818656223,1,OK,0.9770072,0.1290702,-0.1262041,-0.1134475,44.637,-76.618,-1904.784,0.3824395,3,OK,45.082,-76.893,-1904.719,OK,4.676,13.941,-1894.920,OK,-43.456,-52.693,-1925.061,Passive Strays,791248669,1780413077.818,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.496,531.711,-2519.568
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248672,1780413077.868656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248672,1780413077.868656223,1,OK,0.6590956,-0.0369677,-0.0370285,-0.7502368,268.998,-39.273,-1786.807,0.1744111,3,OK,268.938,-39.317,-1786.802,OK,184.139,6.059,-1790.993,OK,280.710,49.364,-1796.181,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248672,1780413077.868656223,1,OK,0.9770799,0.1292402,-0.1254125,-0.1135059,44.640,-76.620,-1904.925,0.3794965,3,OK,45.074,-76.907,-1904.866,OK,4.663,13.929,-1894.958,OK,-43.460,-52.689,-1925.043,Passive Strays,791248672,1780413077.868,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.502,531.703,-2519.633
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248675,1780413077.918656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248675,1780413077.918656223,1,OK,0.6590461,-0.0376316,-0.0370386,-0.7502468,269.024,-39.269,-1786.843,0.1847831,3,OK,268.969,-39.325,-1786.837,OK,184.152,6.071,-1790.986,OK,280.747,49.369,-1796.308,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248675,1780413077.918656223,1,OK,0.9771152,0.1297873,-0.1245504,-0.1135266,44.681,-76.613,-1905.077,0.3865595,3,OK,45.115,-76.924,-1905.026,OK,4.672,13.930,-1894.934,OK,-43.439,-52.681,-1925.020,Passive Strays,791248675,1780413077.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.486,531.695,-2519.500
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248678,1780413077.968656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248678,1780413077.968656223,1,OK,0.6590177,-0.0376354,-0.0376331,-0.7502419,269.029,-39.253,-1786.825,0.1781970,3,OK,268.967,-39.306,-1786.819,OK,184.176,6.082,-1791.075,OK,280.752,49.374,-1796.360,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248678,1780413077.968656223,1,OK,0.9771553,0.1288797,-0.1252727,-0.1134212,44.668,-76.601,-1904.918,0.3847585,3,OK,45.108,-76.884,-1904.857,OK,4.675,13.933,-1895.007,OK,-43.441,-52.681,-1925.018,Passive Strays,791248678,1780413077.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.542,531.736,-2519.655
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248681,1780413078.018656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248681,1780413078.018656223,1,OK,0.6590496,-0.0372346,-0.0373131,-0.7502499,268.998,-39.270,-1786.845,0.1755263,3,OK,268.937,-39.322,-1786.839,OK,184.146,6.067,-1791.064,OK,280.715,49.366,-1796.288,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248681,1780413078.018656223,1,OK,0.9770291,0.1293070,-0.1257927,-0.1134458,44.627,-76.620,-1904.813,0.3877510,3,OK,45.076,-76.904,-1904.749,OK,4.649,13.929,-1894.870,OK,-43.481,-52.694,-1925.007,Passive Strays,791248681,1780413078.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.454,531.703,-2519.581
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248684,1780413078.068656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248684,1780413078.068656223,1,OK,0.6591580,-0.0364524,-0.0366164,-0.7502274,269.006,-39.272,-1786.866,0.1744170,3,OK,268.950,-39.329,-1786.860,OK,184.142,6.061,-1791.012,OK,280.705,49.385,-1796.122,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248684,1780413078.068656223,1,OK,0.9770283,0.1297155,-0.1253962,-0.1134256,44.652,-76.611,-1904.984,0.3816116,3,OK,45.090,-76.896,-1904.924,OK,4.652,13.919,-1894.937,OK,-43.459,-52.686,-1925.092,Passive Strays,791248684,1780413078.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.442,531.675,-2519.386
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248687,1780413078.118656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248687,1780413078.118656223,1,OK,0.6591284,-0.0368009,-0.0364660,-0.7502438,269.032,-39.284,-1786.838,0.1752209,3,OK,268.979,-39.332,-1786.832,OK,184.163,6.054,-1790.933,OK,280.739,49.363,-1796.122,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248687,1780413078.118656223,1,OK,0.9769636,0.1299096,-0.1256911,-0.1134340,44.683,-76.611,-1904.926,0.3805991,3,OK,45.122,-76.896,-1904.866,OK,4.692,13.930,-1894.868,OK,-43.425,-52.687,-1925.089,Passive Strays,791248687,1780413078.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.491,531.692,-2519.486
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248690,1780413078.168656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248690,1780413078.168656223,1,OK,0.6591129,-0.0364233,-0.0373586,-0.7502319,268.991,-39.288,-1786.706,0.1682369,3,OK,268.932,-39.342,-1786.700,OK,184.143,6.042,-1790.988,OK,280.695,49.354,-1796.045,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248690,1780413078.168656223,1,OK,0.9769370,0.1296945,-0.1260739,-0.1134850,44.636,-76.625,-1904.832,0.3845261,3,OK,45.082,-76.907,-1904.769,OK,4.663,13.924,-1894.848,OK,-43.459,-52.684,-1925.068,Passive Strays,791248690,1780413078.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.476,531.686,-2519.516
4,Port 0x01: JJH Probe  s/n:3E4C880C,791248693,1780413078.218656223,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791248693,1780413078.218656223,1,OK,0.6591471,-0.0365179,-0.0368505,-0.7502223,268.983,-39.285,-1786.778,0.1685935,3,OK,268.924,-39.332,-1786.773,OK,184.127,6.045,-1790.962,OK,280.681,49.359,-1796.070,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791248693,1780413078.218656223,1,OK,0.9770812,0.1294924,-0.1251789,-0.1134653,44.646,-76.607,-1904.935,0.3803693,3,OK,45.080,-76.897,-1904.877,OK,4.652,13.932,-1894.904,OK,-43.463,-52.682,-1925.005,Passive Strays,791248693,1780413078.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.447,531.676,-2519.471
