Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245111,1780413018.518674862,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245111,1780413018.518674862,1,OK,0.7007167,0.0873532,0.0658473,-0.7050033,255.502,-42.506,-1756.021,0.2149302,3,OK,255.388,-42.586,-1756.042,OK,165.677,-8.261,-1751.311,OK,255.930,45.340,-1736.634,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245111,1780413018.518674862,1,OK,0.9769791,0.1299188,-0.1256069,-0.1133841,44.591,-76.563,-1905.234,0.3803483,3,OK,45.028,-76.854,-1905.176,OK,4.586,13.980,-1895.168,OK,-43.516,-52.650,-1925.380,Passive Strays,791245111,1780413018.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.560,531.710,-2519.714
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245114,1780413018.568674862,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245114,1780413018.568674862,1,OK,0.7006804,0.0854582,0.0645064,-0.7053955,255.589,-42.190,-1756.795,0.2172058,3,OK,255.486,-42.288,-1756.819,OK,165.781,-7.864,-1752.163,OK,256.080,45.753,-1737.809,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245114,1780413018.568674862,1,OK,0.9770303,0.1298808,-0.1252515,-0.1133792,44.581,-76.573,-1905.305,0.3862565,3,OK,45.021,-76.874,-1905.249,OK,4.562,13.968,-1895.214,OK,-43.535,-52.661,-1925.384,Passive Strays,791245114,1780413018.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.498,531.698,-2519.551
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245117,1780413018.618674862,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245117,1780413018.618674862,1,OK,0.7005675,0.0833812,0.0612228,-0.7060486,255.675,-41.972,-1757.171,0.2182707,3,OK,255.552,-42.037,-1757.189,OK,165.914,-7.505,-1752.943,OK,256.272,46.098,-1738.857,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245117,1780413018.618674862,1,OK,0.9769984,0.1295084,-0.1259015,-0.1133603,44.555,-76.576,-1905.209,0.3847187,3,OK,44.997,-76.863,-1905.148,OK,4.551,13.963,-1895.248,OK,-43.539,-52.656,-1925.416,Passive Strays,791245117,1780413018.618,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.510,531.704,-2519.607
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245120,1780413018.668674862,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245120,1780413018.668674862,1,OK,0.7004918,0.0818940,0.0610068,-0.7063163,255.799,-41.705,-1757.873,0.2141309,3,OK,255.697,-41.790,-1757.893,OK,166.045,-7.185,-1753.559,OK,256.450,46.414,-1739.771,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245120,1780413018.668674862,1,OK,0.9769483,0.1299069,-0.1259175,-0.1133178,44.573,-76.578,-1905.229,0.3806223,3,OK,45.013,-76.860,-1905.167,OK,4.563,13.951,-1895.199,OK,-43.529,-52.668,-1925.434,Passive Strays,791245120,1780413018.668,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.506,531.691,-2519.560
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245123,1780413018.718674861,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245123,1780413018.718674861,1,OK,0.7004355,0.0813050,0.0603154,-0.7064996,255.845,-41.571,-1758.197,0.2139524,3,OK,255.745,-41.661,-1758.218,OK,166.105,-7.006,-1753.954,OK,256.524,46.583,-1740.255,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245123,1780413018.718674861,1,OK,0.9769534,0.1298638,-0.1258332,-0.1134168,44.574,-76.577,-1905.222,0.3848116,3,OK,45.016,-76.872,-1905.163,OK,4.575,13.973,-1895.187,OK,-43.522,-52.651,-1925.409,Passive Strays,791245123,1780413018.718,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.474,531.668,-2519.452
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245126,1780413018.768674862,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245126,1780413018.768674862,1,OK,0.7003570,0.0801665,0.0584087,-0.7068676,255.896,-41.445,-1758.432,0.2185862,3,OK,255.771,-41.523,-1758.451,OK,166.199,-6.803,-1754.430,OK,256.633,46.785,-1740.870,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245126,1780413018.768674862,1,OK,0.9770322,0.1296050,-0.1254761,-0.1134301,44.579,-76.579,-1905.229,0.3860085,3,OK,45.020,-76.874,-1905.170,OK,4.578,13.963,-1895.208,OK,-43.526,-52.653,-1925.354,Passive Strays,791245126,1780413018.768,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.454,531.663,-2519.391
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245129,1780413018.818674862,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245129,1780413018.818674862,1,OK,0.7002817,0.0787505,0.0573700,-0.7071864,255.979,-41.265,-1758.822,0.2148333,3,OK,255.872,-41.345,-1758.841,OK,166.285,-6.553,-1754.886,OK,256.776,47.021,-1741.569,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245129,1780413018.818674862,1,OK,0.9770019,0.1299521,-0.1253801,-0.1134000,44.581,-76.569,-1905.274,0.3828166,3,OK,45.020,-76.863,-1905.217,OK,4.572,13.970,-1895.182,OK,-43.533,-52.653,-1925.377,Passive Strays,791245129,1780413018.818,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.489,531.684,-2519.594
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245132,1780413018.868674862,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245132,1780413018.868674862,1,OK,0.7002010,0.0787106,0.0574093,-0.7072676,256.017,-41.202,-1758.988,0.2189633,3,OK,255.911,-41.294,-1759.009,OK,166.332,-6.469,-1755.039,OK,256.833,47.094,-1741.732,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245132,1780413018.868674862,1,OK,0.9770143,0.1298472,-0.1254014,-0.1133899,44.587,-76.569,-1905.293,0.3852644,3,OK,45.029,-76.862,-1905.234,OK,4.578,13.967,-1895.222,OK,-43.529,-52.652,-1925.402,Passive Strays,791245132,1780413018.868,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.494,531.702,-2519.564
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245135,1780413018.918674862,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245135,1780413018.918674862,1,OK,0.7001919,0.0777010,0.0570719,-0.7074155,256.041,-41.186,-1759.075,0.2091943,3,OK,255.943,-41.266,-1759.094,OK,166.362,-6.427,-1755.104,OK,256.886,47.127,-1741.992,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245135,1780413018.918674862,1,OK,0.9770301,0.1296934,-0.1254185,-0.1134106,44.576,-76.569,-1905.238,0.3870958,3,OK,45.018,-76.867,-1905.179,OK,4.570,13.974,-1895.195,OK,-43.535,-52.649,-1925.351,Passive Strays,791245135,1780413018.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.529,531.719,-2519.711
4,Port 0x01: JJH Probe  s/n:3E4C880C,791245138,1780413018.968674861,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791245138,1780413018.968674861,1,OK,0.7000890,0.0782249,0.0572741,-0.7074433,256.069,-41.163,-1759.180,0.2182020,3,OK,255.970,-41.257,-1759.201,OK,166.393,-6.390,-1755.213,OK,256.927,47.148,-1742.002,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791245138,1780413018.968674861,1,OK,0.9771038,0.1294129,-0.1251428,-0.1134010,44.584,-76.568,-1905.296,0.3888890,3,OK,45.026,-76.872,-1905.240,OK,4.572,13.980,-1895.277,OK,-43.529,-52.654,-1925.363,Passive Strays,791245138,1780413018.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.508,531.718,-2519.677
