Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240839,1780412947.318660688,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240839,1780412947.318660688,1,OK,0.6909844,0.0182584,-0.0003204,-0.7226390,260.556,-34.980,-1777.950,0.2096277,3,OK,260.466,-35.066,-1777.955,OK,172.210,3.254,-1779.375,OK,264.731,54.849,-1775.612,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240839,1780412947.318660688,1,OK,0.9770442,0.1290323,-0.1259716,-0.1134302,44.669,-76.372,-1905.175,0.3792861,3,OK,45.107,-76.654,-1905.114,OK,4.701,14.194,-1895.294,OK,-43.426,-52.461,-1925.410,Passive Strays,791240839,1780412947.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.475,531.692,-2519.484
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240842,1780412947.368660688,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240842,1780412947.368660688,1,OK,0.6909875,0.0180028,-0.0007306,-0.7226421,260.531,-34.984,-1777.935,0.2089173,3,OK,260.448,-35.069,-1777.939,OK,172.178,3.251,-1779.413,OK,264.708,54.843,-1775.680,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240842,1780412947.368660688,1,OK,0.9770350,0.1293394,-0.1256982,-0.1134632,44.641,-76.382,-1905.246,0.3809707,3,OK,45.080,-76.667,-1905.186,OK,4.665,14.176,-1895.286,OK,-43.462,-52.461,-1925.422,Passive Strays,791240842,1780412947.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.435,531.697,-2519.509
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240845,1780412947.418660688,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240845,1780412947.418660688,1,OK,0.6909772,0.0182698,-0.0004827,-0.7226455,260.546,-34.992,-1777.979,0.1997480,3,OK,260.468,-35.069,-1777.983,OK,172.194,3.251,-1779.433,OK,264.718,54.822,-1775.660,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240845,1780412947.418660688,1,OK,0.9769608,0.1295499,-0.1261103,-0.1134049,44.655,-76.381,-1905.164,0.3840462,3,OK,45.098,-76.669,-1905.103,OK,4.669,14.176,-1895.209,OK,-43.438,-52.461,-1925.413,Passive Strays,791240845,1780412947.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.405,531.666,-2519.382
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240848,1780412947.468660688,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240848,1780412947.468660688,1,OK,0.6909929,0.0178728,-0.0004493,-0.7226404,260.551,-34.985,-1777.984,0.2023627,3,OK,260.479,-35.078,-1777.988,OK,172.194,3.259,-1779.402,OK,264.717,54.839,-1775.712,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240848,1780412947.468660688,1,OK,0.9770598,0.1293722,-0.1255068,-0.1134245,44.662,-76.376,-1905.272,0.3853016,3,OK,45.104,-76.669,-1905.213,OK,4.670,14.175,-1895.292,OK,-43.447,-52.460,-1925.410,Passive Strays,791240848,1780412947.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.464,531.703,-2519.539
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240851,1780412947.518660688,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240851,1780412947.518660688,1,OK,0.6909746,0.0183945,-0.0003830,-0.7226449,260.518,-34.981,-1777.984,0.2056721,3,OK,260.435,-35.057,-1777.988,OK,172.165,3.257,-1779.429,OK,264.697,54.838,-1775.635,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240851,1780412947.518660688,1,OK,0.9770128,0.1289563,-0.1263015,-0.1134203,44.608,-76.380,-1905.114,0.3873156,3,OK,45.055,-76.669,-1905.051,OK,4.636,14.191,-1895.280,OK,-43.474,-52.459,-1925.409,Passive Strays,791240851,1780412947.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.410,531.682,-2519.456
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240854,1780412947.568660688,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240854,1780412947.568660688,1,OK,0.6910108,0.0184033,-0.0002334,-0.7226101,260.565,-34.987,-1778.000,0.1991527,3,OK,260.491,-35.076,-1778.004,OK,172.210,3.253,-1779.419,OK,264.721,54.831,-1775.632,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240854,1780412947.568660688,1,OK,0.9770034,0.1294658,-0.1258699,-0.1134012,44.675,-76.372,-1905.238,0.3829412,3,OK,45.117,-76.658,-1905.176,OK,4.688,14.182,-1895.274,OK,-43.426,-52.457,-1925.444,Passive Strays,791240854,1780412947.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.461,531.667,-2519.462
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240857,1780412947.618660688,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240857,1780412947.618660688,1,OK,0.6909758,0.0178039,-0.0003667,-0.7226585,260.556,-34.985,-1777.964,0.2039563,3,OK,260.481,-35.077,-1777.968,OK,172.202,3.261,-1779.362,OK,264.729,54.840,-1775.690,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240857,1780412947.618660688,1,OK,0.9771148,0.1283519,-0.1261169,-0.1134332,44.651,-76.380,-1905.098,0.3912564,3,OK,45.102,-76.662,-1905.032,OK,4.686,14.184,-1895.356,OK,-43.437,-52.454,-1925.369,Passive Strays,791240857,1780412947.618,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.496,531.712,-2519.649
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240860,1780412947.668660682,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240860,1780412947.668660682,1,OK,0.6909833,0.0179470,-0.0004538,-0.7226478,260.518,-34.990,-1777.997,0.2081845,3,OK,260.438,-35.082,-1778.001,OK,172.164,3.250,-1779.421,OK,264.692,54.840,-1775.715,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240860,1780412947.668660682,1,OK,0.9769639,0.1297998,-0.1258552,-0.1133756,44.626,-76.380,-1905.267,0.3823702,3,OK,45.068,-76.667,-1905.206,OK,4.634,14.173,-1895.242,OK,-43.485,-52.473,-1925.468,Passive Strays,791240860,1780412947.668,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.459,531.710,-2519.682
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240863,1780412947.718660682,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240863,1780412947.718660682,1,OK,0.6909776,0.0176963,-0.0000354,-0.7226595,260.560,-34.984,-1778.052,0.2019899,3,OK,260.487,-35.072,-1778.056,OK,172.203,3.262,-1779.383,OK,264.734,54.837,-1775.751,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240863,1780412947.718660682,1,OK,0.9770026,0.1292700,-0.1260702,-0.1134086,44.650,-76.383,-1905.218,0.3852153,3,OK,45.094,-76.671,-1905.156,OK,4.665,14.175,-1895.309,OK,-43.439,-52.461,-1925.462,Passive Strays,791240863,1780412947.718,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.518,531.734,-2519.762
4,Port 0x01: JJH Probe  s/n:3E4C880C,791240866,1780412947.768660682,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791240866,1780412947.768660682,1,OK,0.6910136,0.0184076,-0.0003269,-0.7226073,260.551,-34.981,-1777.965,0.1946186,3,OK,260.478,-35.068,-1777.969,OK,172.199,3.261,-1779.401,OK,264.702,54.833,-1775.609,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791240866,1780412947.768660682,1,OK,0.9769957,0.1291779,-0.1262027,-0.1134259,44.645,-76.378,-1905.136,0.3857460,3,OK,45.093,-76.654,-1905.070,OK,4.674,14.172,-1895.256,OK,-43.450,-52.450,-1925.409,Passive Strays,791240866,1780412947.768,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.488,531.704,-2519.706
