Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456732,1780399878.868661704,1,OK,0.5314127,0.5964985,-0.2951806,-0.5240786,199.095,-134.641,-1817.298,0.2068083,3,OK,165.603,-22.932,-1781.255,OK,137.342,70.159,-1749.012,OK,121.647,111.483,-1760.615,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456732,1780399878.868661704,1,OK,0.7019639,0.0707315,0.0178577,-0.7084665,260.245,-34.610,-1792.282,0.1806852,3,OK,260.212,-34.699,-1792.296,OK,170.641,0.626,-1794.651,OK,260.802,54.599,-1781.004,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456732,1780399878.868661704,1,OK,0.9092176,0.0631007,0.3899930,-0.1313282,48.626,-86.525,-1762.866,0.4496706,3,OK,48.955,-86.383,-1763.153,OK,33.205,1.248,-1719.626,OK,-13.338,-68.695,-1694.845,Passive Strays,790456732,1780399878.868,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456735,1780399878.918661704,1,OK,0.5314983,0.5967022,-0.2954430,-0.5236119,199.101,-134.672,-1817.150,0.1781707,3,OK,165.527,-22.947,-1781.169,OK,137.195,70.128,-1749.068,OK,121.507,111.438,-1760.617,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456735,1780399878.918661704,1,OK,0.7021527,0.0708797,0.0182306,-0.7082551,260.230,-34.609,-1792.321,0.1833479,3,OK,260.196,-34.699,-1792.335,OK,170.601,0.572,-1794.640,OK,260.737,54.595,-1780.979,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456735,1780399878.918661704,1,OK,0.9091783,0.0629073,0.3901510,-0.1312237,48.625,-86.528,-1762.873,0.4729998,3,OK,48.979,-86.397,-1763.188,OK,33.191,1.259,-1719.646,OK,-13.347,-68.703,-1694.807,Passive Strays,790456735,1780399878.918,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456738,1780399878.968661704,1,OK,0.5314529,0.5966663,-0.2955860,-0.5236182,199.093,-134.649,-1817.098,0.2141144,3,OK,165.539,-22.908,-1781.153,OK,137.239,70.166,-1748.994,OK,121.545,111.493,-1760.648,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456738,1780399878.968661704,1,OK,0.7020947,0.0703769,0.0186183,-0.7083526,260.240,-34.607,-1792.396,0.1773356,3,OK,260.215,-34.699,-1792.409,OK,170.611,0.595,-1794.605,OK,260.767,54.591,-1781.069,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456738,1780399878.968661704,1,OK,0.9091054,0.0632584,0.3902563,-0.1312472,48.609,-86.508,-1762.934,0.4776514,3,OK,48.970,-86.389,-1763.260,OK,33.201,1.253,-1719.638,OK,-13.344,-68.695,-1694.844,Passive Strays,790456738,1780399878.968,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456741,1780399879.018661704,1,OK,0.5313901,0.5967093,-0.2950648,-0.5239268,199.104,-134.601,-1817.332,0.1974114,3,OK,165.561,-22.927,-1781.267,OK,137.245,70.163,-1749.016,OK,121.541,111.479,-1760.593,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456741,1780399879.018661704,1,OK,0.7020850,0.0712115,0.0184770,-0.7082825,260.254,-34.609,-1792.367,0.1857874,3,OK,260.224,-34.707,-1792.382,OK,170.627,0.586,-1794.668,OK,260.768,54.590,-1780.951,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456741,1780399879.018661704,1,OK,0.9092390,0.0631417,0.3899640,-0.1312466,48.646,-86.519,-1762.854,0.4625436,3,OK,48.991,-86.389,-1763.160,OK,33.209,1.254,-1719.599,OK,-13.339,-68.700,-1694.821,Passive Strays,790456741,1780399879.018,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456744,1780399879.068661704,1,OK,0.5313105,0.5967758,-0.2954635,-0.5237070,199.118,-134.665,-1817.181,0.2210918,3,OK,165.572,-22.950,-1781.190,OK,137.273,70.124,-1748.963,OK,121.577,111.459,-1760.623,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456744,1780399879.068661704,1,OK,0.7020786,0.0707201,0.0180683,-0.7083487,260.246,-34.634,-1792.260,0.1790337,3,OK,260.207,-34.720,-1792.274,OK,170.634,0.567,-1794.593,OK,260.774,54.569,-1780.959,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456744,1780399879.068661704,1,OK,0.9091664,0.0632818,0.3901208,-0.1312159,48.651,-86.507,-1762.852,0.4712937,3,OK,49.006,-86.386,-1763.171,OK,33.226,1.253,-1719.558,OK,-13.317,-68.699,-1694.786,Passive Strays,790456744,1780399879.068,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456747,1780399879.118661704,1,OK,0.5311797,0.5967633,-0.2951168,-0.5240493,199.048,-134.625,-1817.302,0.2009422,3,OK,165.544,-22.949,-1781.204,OK,137.263,70.137,-1748.920,OK,121.573,111.467,-1760.494,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456747,1780399879.118661704,1,OK,0.7020587,0.0703749,0.0179208,-0.7084066,260.230,-34.621,-1792.290,0.1787746,3,OK,260.190,-34.692,-1792.302,OK,170.613,0.584,-1794.622,OK,260.780,54.581,-1781.051,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456747,1780399879.118661704,1,OK,0.9090928,0.0630443,0.3903356,-0.1312015,48.604,-86.518,-1762.892,0.4897547,3,OK,48.971,-86.387,-1763.221,OK,33.189,1.246,-1719.631,OK,-13.353,-68.701,-1694.783,Passive Strays,790456747,1780399879.118,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456750,1780399879.168661704,1,OK,0.5308597,0.5972181,-0.2957661,-0.5234892,199.072,-134.680,-1817.201,0.2240266,3,OK,165.516,-22.973,-1781.192,OK,137.202,70.109,-1748.948,OK,121.546,111.423,-1760.604,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456750,1780399879.168661704,1,OK,0.7021137,0.0703720,0.0180282,-0.7083496,260.212,-34.624,-1792.304,0.1823820,3,OK,260.172,-34.705,-1792.317,OK,170.592,0.568,-1794.618,OK,260.746,54.587,-1781.051,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456750,1780399879.168661704,1,OK,0.9093158,0.0631565,0.3897683,-0.1312889,48.620,-86.524,-1762.813,0.4347491,3,OK,48.937,-86.383,-1763.088,OK,33.173,1.250,-1719.572,OK,-13.365,-68.703,-1694.836,Passive Strays,790456750,1780399879.168,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456753,1780399879.218661704,1,OK,0.5309228,0.5970590,-0.2955779,-0.5237129,199.078,-134.737,-1817.115,0.1886500,3,OK,165.552,-23.027,-1781.055,OK,137.263,70.028,-1748.855,OK,121.599,111.381,-1760.412,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456753,1780399879.218661704,1,OK,0.7020735,0.0707365,0.0185154,-0.7083405,260.243,-34.630,-1792.321,0.1864737,3,OK,260.213,-34.729,-1792.335,OK,170.618,0.570,-1794.576,OK,260.773,54.578,-1780.959,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456753,1780399879.218661704,1,OK,0.9090834,0.0630034,0.3903610,-0.1312105,48.617,-86.524,-1762.902,0.4880849,3,OK,48.980,-86.387,-1763.226,OK,33.204,1.238,-1719.650,OK,-13.334,-68.705,-1694.793,Passive Strays,790456753,1780399879.218,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456756,1780399879.268661704,1,OK,0.5308712,0.5971635,-0.2953203,-0.5237915,199.066,-134.752,-1817.169,0.1750836,3,OK,165.526,-23.080,-1781.045,OK,137.211,69.982,-1748.814,OK,121.546,111.315,-1760.313,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456756,1780399879.268661704,1,OK,0.7021077,0.0706173,0.0189503,-0.7083070,260.238,-34.638,-1792.322,0.1800008,3,OK,260.214,-34.741,-1792.337,OK,170.609,0.557,-1794.492,OK,260.752,54.560,-1780.923,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456756,1780399879.268661704,1,OK,0.9091319,0.0634835,0.3901820,-0.1311752,48.638,-86.494,-1762.933,0.4757859,3,OK,48.999,-86.382,-1763.262,OK,33.217,1.248,-1719.594,OK,-13.322,-68.698,-1694.853,Passive Strays,790456756,1780399879.268,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790456759,1780399879.318661704,1,OK,0.5305051,0.5972925,-0.2953443,-0.5240017,199.081,-134.696,-1817.390,0.2066623,3,OK,165.602,-23.042,-1781.214,OK,137.339,70.026,-1748.848,OK,121.683,111.388,-1760.414,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790456759,1780399879.318661704,1,OK,0.7019824,0.0706011,0.0171057,-0.7084798,260.245,-34.633,-1792.141,0.1791621,3,OK,260.202,-34.705,-1792.154,OK,170.648,0.600,-1794.633,OK,260.808,54.581,-1780.975,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790456759,1780399879.318661704,1,OK,0.9089359,0.0629836,0.3906989,-0.1312364,48.595,-86.523,-1762.955,0.5104920,3,OK,48.982,-86.400,-1763.306,OK,33.214,1.243,-1719.681,OK,-13.325,-68.697,-1694.775,Passive Strays,790456759,1780399879.318,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
