Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098641,1781277244.018531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098641,1781277244.018531174,1,OK,0.9789012,-0.0840896,0.1455888,-0.1161261,96.294,184.934,-1791.089,0.7960564,3,OK,96.091,184.043,-1790.900,OK,46.643,108.055,-1764.401,OK,12.430,207.756,-1767.181,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098641,1781277244.018531174,1,OK,0.7610260,-0.6242070,-0.0832919,-0.1557804,76.794,-260.173,-1507.964,1.0914775,3,OK,77.256,-260.435,-1506.879,OK,49.494,-238.271,-1602.368,OK,-11.023,-247.788,-1537.655,Passive Strays,843098641,1781277244.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.845,595.521,-2492.645,OK,145.382,31.811,-1680.920,OK,137.500,-37.596,-1680.241,OK,125.937,-116.248,-1683.298,OK,117.875,-188.215,-1683.214
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098644,1781277244.068531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098644,1781277244.068531174,1,OK,0.9789186,-0.0840973,0.1455139,-0.1160679,96.302,184.923,-1791.115,0.7899546,3,OK,96.109,184.039,-1790.930,OK,46.650,108.039,-1764.431,OK,12.431,207.726,-1767.217,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098644,1781277244.068531174,1,OK,0.7618229,-0.6231494,-0.0829029,-0.1563260,76.732,-260.771,-1508.039,1.1217663,3,OK,77.197,-261.043,-1506.927,OK,49.481,-238.571,-1602.431,OK,-11.072,-248.228,-1537.706,Passive Strays,843098644,1781277244.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.840,595.494,-2492.651,OK,145.366,31.789,-1680.973,OK,137.485,-37.626,-1680.295,OK,125.887,-116.266,-1683.319,OK,117.832,-188.242,-1683.392
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098647,1781277244.118531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098647,1781277244.118531174,1,OK,0.9790383,-0.0837388,0.1448958,-0.1160905,96.331,184.924,-1791.074,0.8087381,3,OK,96.108,184.020,-1790.878,OK,46.663,108.032,-1764.508,OK,12.436,207.729,-1767.280,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098647,1781277244.118531174,1,OK,0.7630065,-0.6215926,-0.0824563,-0.1569863,76.717,-261.424,-1507.968,1.0743909,3,OK,77.186,-261.693,-1506.896,OK,49.517,-238.827,-1602.207,OK,-11.055,-248.671,-1537.653,Passive Strays,843098647,1781277244.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.845,595.491,-2492.639,OK,145.378,31.801,-1681.042,OK,137.482,-37.616,-1680.326,OK,125.898,-116.259,-1683.404,OK,117.834,-188.228,-1683.349
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098650,1781277244.168531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098650,1781277244.168531174,1,OK,0.9789830,-0.0843148,0.1450169,-0.1159885,96.310,184.903,-1791.105,0.7902409,3,OK,96.100,184.019,-1790.915,OK,46.664,108.008,-1764.429,OK,12.419,207.701,-1767.302,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098650,1781277244.168531174,1,OK,0.7639893,-0.6202741,-0.0819958,-0.1576615,76.716,-262.023,-1507.823,1.0969963,3,OK,77.197,-262.303,-1506.724,OK,49.567,-239.061,-1602.018,OK,-11.035,-249.070,-1537.501,Passive Strays,843098650,1781277244.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.858,595.533,-2492.656,OK,145.364,31.829,-1681.004,OK,137.471,-37.587,-1680.308,OK,125.904,-116.233,-1683.385,OK,117.847,-188.208,-1683.395
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098653,1781277244.218531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098653,1781277244.218531174,1,OK,0.9790717,-0.0838281,0.1447604,-0.1159137,96.319,184.853,-1791.127,0.7986376,3,OK,96.100,183.959,-1790.933,OK,46.671,107.930,-1764.557,OK,12.411,207.631,-1767.356,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098653,1781277244.218531174,1,OK,0.7646190,-0.6194595,-0.0814683,-0.1580843,76.746,-262.486,-1507.685,1.0752820,3,OK,77.217,-262.762,-1506.612,OK,49.615,-239.291,-1601.798,OK,-10.994,-249.381,-1537.322,Passive Strays,843098653,1781277244.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.844,595.518,-2492.731,OK,145.380,31.788,-1680.952,OK,137.491,-37.620,-1680.231,OK,125.924,-116.266,-1683.316,OK,117.886,-188.249,-1683.316
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098656,1781277244.268531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098656,1781277244.268531174,1,OK,0.9790520,-0.0835353,0.1452247,-0.1157104,96.321,184.835,-1791.122,0.8072706,3,OK,96.113,183.931,-1790.931,OK,46.715,107.895,-1764.567,OK,12.416,207.573,-1767.255,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098656,1781277244.268531174,1,OK,0.7650706,-0.6188950,-0.0810385,-0.1583312,76.743,-262.797,-1507.729,1.0984119,3,OK,77.206,-263.077,-1506.644,OK,49.621,-239.426,-1601.839,OK,-11.003,-249.591,-1537.296,Passive Strays,843098656,1781277244.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.859,595.491,-2492.692,OK,145.380,31.792,-1680.947,OK,137.490,-37.623,-1680.276,OK,125.922,-116.268,-1683.296,OK,117.880,-188.246,-1683.377
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098659,1781277244.318531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098659,1781277244.318531174,1,OK,0.9790908,-0.0837222,0.1448565,-0.1157078,96.318,184.851,-1791.209,0.8010401,3,OK,96.108,183.955,-1791.018,OK,46.698,107.916,-1764.652,OK,12.401,207.582,-1767.412,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098659,1781277244.318531174,1,OK,0.7653456,-0.6185144,-0.0809170,-0.1585512,76.729,-262.925,-1507.724,1.0939108,3,OK,77.194,-263.206,-1506.645,OK,49.632,-239.453,-1601.807,OK,-11.012,-249.660,-1537.293,Passive Strays,843098659,1781277244.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.863,595.528,-2492.652,OK,145.367,31.845,-1681.012,OK,137.465,-37.570,-1680.274,OK,125.908,-116.221,-1683.368,OK,117.879,-188.205,-1683.475
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098662,1781277244.368531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098662,1781277244.368531174,1,OK,0.9790790,-0.0838373,0.1448429,-0.1157415,96.317,184.838,-1791.235,0.7987581,3,OK,96.109,183.945,-1791.045,OK,46.694,107.906,-1764.659,OK,12.400,207.581,-1767.444,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098662,1781277244.368531174,1,OK,0.7654160,-0.6184095,-0.0809083,-0.1586247,76.748,-262.954,-1507.617,1.0732954,3,OK,77.213,-263.231,-1506.554,OK,49.656,-239.461,-1601.666,OK,-10.984,-249.670,-1537.206,Passive Strays,843098662,1781277244.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.837,595.486,-2492.539,OK,145.371,31.837,-1680.961,OK,137.476,-37.578,-1680.221,OK,125.915,-116.223,-1683.293,OK,117.899,-188.207,-1683.398
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098665,1781277244.418531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098665,1781277244.418531174,1,OK,0.9791169,-0.0837196,0.1446597,-0.1157353,96.327,184.795,-1791.156,0.8101273,3,OK,96.111,183.889,-1790.962,OK,46.705,107.865,-1764.619,OK,12.400,207.535,-1767.394,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098665,1781277244.418531174,1,OK,0.7653819,-0.6184209,-0.0810766,-0.1586592,76.766,-262.983,-1507.541,1.0930365,3,OK,77.243,-263.268,-1506.451,OK,49.687,-239.499,-1601.621,OK,-10.957,-249.714,-1537.164,Passive Strays,843098665,1781277244.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.866,595.484,-2492.637,OK,145.404,31.793,-1680.922,OK,137.506,-37.618,-1680.189,OK,125.948,-116.254,-1683.266,OK,117.916,-188.247,-1683.272
4,Port 0x01: JJH Probe  s/n:3E4C880C,843098668,1781277244.468531174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843098668,1781277244.468531174,1,OK,0.9790402,-0.0838478,0.1452140,-0.1155972,96.307,184.807,-1791.203,0.8007705,3,OK,96.104,183.911,-1791.014,OK,46.722,107.863,-1764.597,OK,12.398,207.531,-1767.344,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843098668,1781277244.468531174,1,OK,0.7655385,-0.6182306,-0.0810172,-0.1586753,76.772,-263.016,-1507.469,1.0739218,3,OK,77.245,-263.296,-1506.398,OK,49.690,-239.490,-1601.510,OK,-10.950,-249.729,-1537.089,Passive Strays,843098668,1781277244.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,Out of Volume,402.867,595.519,-2492.670,OK,145.410,31.827,-1680.943,OK,137.507,-37.584,-1680.180,OK,125.942,-116.228,-1683.236,OK,117.928,-188.211,-1683.245
