Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173904,1736959165.06841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173904,1736959165.06841,1,OK,0.8896683,0.1222488,-0.2390116,-0.3693495,30.564,-84.36,-2035.24,0.3658232,3,OK,30.733,-84.825,-2035.16,OK,42.801,13.636,-2023.177,OK,-26.572,-17.359,-2066.453,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173904,1736959165.06841,1,OK,0.9992942,-0.0277921,0.019572,0.0159873,172.334,-255.312,-2065.89,0.177462,3,OK,172.431,-255.47,-2065.885,OK,141.011,-345.878,-2059.591,OK,82.6,-258.127,-2062.293,Passive Strays,76173904,1736959165.068,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173907,1736959165.11841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173907,1736959165.11841,1,OK,0.8897679,0.1218895,-0.2388449,-0.369336,30.567,-84.35,-2035.146,0.3774722,3,OK,30.739,-84.822,-2035.065,OK,42.789,13.643,-2023.161,OK,-26.561,-17.349,-2066.346,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173907,1736959165.11841,1,OK,0.9992722,-0.028896,0.0190668,0.0160188,172.333,-255.32,-2065.937,0.1797357,3,OK,172.438,-255.471,-2065.932,OK,141.005,-345.871,-2059.472,OK,82.597,-258.152,-2062.427,Passive Strays,76173907,1736959165.118,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173910,1736959165.16841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173910,1736959165.16841,1,OK,0.8897369,0.1217021,-0.2390331,-0.3693508,30.544,-84.35,-2035.073,0.3793211,3,OK,30.727,-84.82,-2034.985,OK,42.787,13.637,-2023.128,OK,-26.581,-17.344,-2066.325,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173910,1736959165.16841,1,OK,0.9992629,-0.028808,0.0197307,0.0159529,172.322,-255.316,-2065.955,0.187709,3,OK,172.429,-255.477,-2065.949,OK,140.992,-345.854,-2059.463,OK,82.583,-258.13,-2062.326,Passive Strays,76173910,1736959165.168,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173913,1736959165.21841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173913,1736959165.21841,1,OK,0.8897855,0.1225605,-0.2383466,-0.3693936,30.585,-84.36,-2035.268,0.3646647,3,OK,30.734,-84.824,-2035.201,OK,42.782,13.635,-2023.129,OK,-26.561,-17.356,-2066.328,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173913,1736959165.21841,1,OK,0.9992884,-0.0283893,0.0190137,0.0159778,172.336,-255.318,-2065.852,0.1787794,3,OK,172.435,-255.474,-2065.846,OK,141.005,-345.874,-2059.482,OK,82.601,-258.139,-2062.353,Passive Strays,76173913,1736959165.218,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173916,1736959165.26841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173916,1736959165.26841,1,OK,0.8897181,0.122118,-0.2388833,-0.3693557,30.559,-84.348,-2035.21,0.365261,3,OK,30.723,-84.812,-2035.133,OK,42.793,13.649,-2023.172,OK,-26.573,-17.353,-2066.404,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173916,1736959165.26841,1,OK,0.999273,-0.0285488,0.0196035,0.0159429,172.335,-255.319,-2065.913,0.1777233,3,OK,172.435,-255.472,-2065.907,OK,141.001,-345.87,-2059.475,OK,82.605,-258.13,-2062.308,Passive Strays,76173916,1736959165.268,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173919,1736959165.31841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173919,1736959165.31841,1,OK,0.8896877,0.1220284,-0.2391152,-0.3693085,30.548,-84.344,-2035.123,0.3688145,3,OK,30.72,-84.809,-2035.042,OK,42.781,13.651,-2023.114,OK,-26.578,-17.35,-2066.366,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173919,1736959165.31841,1,OK,0.9992829,-0.0282177,0.0195554,0.0159689,172.319,-255.317,-2065.862,0.1765836,3,OK,172.42,-255.469,-2065.857,OK,140.988,-345.876,-2059.487,OK,82.588,-258.133,-2062.267,Passive Strays,76173919,1736959165.318,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173922,1736959165.36841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173922,1736959165.36841,1,OK,0.8897826,0.1216726,-0.2389065,-0.3693324,30.554,-84.35,-2035.141,0.3747545,3,OK,30.729,-84.815,-2035.058,OK,42.787,13.638,-2023.2,OK,-26.572,-17.355,-2066.369,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173922,1736959165.36841,1,OK,0.999277,-0.0284253,0.0195738,0.0159481,172.326,-255.33,-2065.905,0.1799202,3,OK,172.434,-255.481,-2065.901,OK,140.99,-345.883,-2059.492,OK,82.59,-258.145,-2062.306,Passive Strays,76173922,1736959165.368,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173925,1736959165.41841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173925,1736959165.41841,1,OK,0.8897059,0.1225703,-0.238714,-0.3693448,30.585,-84.341,-2035.278,0.3636044,3,OK,30.744,-84.807,-2035.205,OK,42.798,13.659,-2023.144,OK,-26.565,-17.339,-2066.414,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173925,1736959165.41841,1,OK,0.9992822,-0.028438,0.0192924,0.0159451,172.333,-255.319,-2065.88,0.1748797,3,OK,172.432,-255.469,-2065.875,OK,140.996,-345.876,-2059.483,OK,82.601,-258.131,-2062.332,Passive Strays,76173925,1736959165.418,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173928,1736959165.46841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173928,1736959165.46841,1,OK,0.8897251,0.1218952,-0.2390188,-0.3693249,30.558,-84.346,-2035.115,0.376752,3,OK,30.735,-84.814,-2035.031,OK,42.784,13.642,-2023.136,OK,-26.563,-17.343,-2066.346,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173928,1736959165.46841,1,OK,0.9992624,-0.0288567,0.0196695,0.0159707,172.32,-255.318,-2065.834,0.1832274,3,OK,172.428,-255.472,-2065.83,OK,140.988,-345.862,-2059.337,OK,82.585,-258.14,-2062.217,Passive Strays,76173928,1736959165.468,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173931,1736959165.51841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173931,1736959165.51841,1,OK,0.8897751,0.1221618,-0.2386967,-0.3693246,30.567,-84.339,-2035.216,0.3666078,3,OK,30.729,-84.801,-2035.141,OK,42.779,13.656,-2023.169,OK,-26.576,-17.345,-2066.374,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173931,1736959165.51841,1,OK,0.9992748,-0.0286485,0.0193525,0.0159585,172.318,-255.322,-2065.837,0.1795168,3,OK,172.424,-255.473,-2065.832,OK,140.983,-345.872,-2059.398,OK,82.584,-258.14,-2062.277,Passive Strays,76173931,1736959165.518,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173934,1736959165.56841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173934,1736959165.56841,1,OK,0.8897656,0.1217325,-0.239024,-0.3692775,30.561,-84.336,-2035.137,0.3821882,3,OK,30.746,-84.812,-2035.048,OK,42.789,13.656,-2023.188,OK,-26.58,-17.339,-2066.391,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173934,1736959165.56841,1,OK,0.9992623,-0.0288585,0.0197193,0.0159136,172.327,-255.321,-2065.844,0.1873783,3,OK,172.441,-255.476,-2065.84,OK,140.986,-345.858,-2059.344,OK,82.586,-258.132,-2062.217,Passive Strays,76173934,1736959165.568,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173937,1736959165.61841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173937,1736959165.61841,1,OK,0.8897685,0.121701,-0.2389583,-0.3693235,30.566,-84.341,-2035.189,0.3761315,3,OK,30.742,-84.809,-2035.104,OK,42.8,13.65,-2023.242,OK,-26.562,-17.346,-2066.426,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173937,1736959165.61841,1,OK,0.9992918,-0.027969,0.01947,0.0159574,172.331,-255.324,-2065.842,0.1768517,3,OK,172.433,-255.477,-2065.837,OK,141,-345.889,-2059.517,OK,82.594,-258.135,-2062.262,Passive Strays,76173937,1736959165.618,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173940,1736959165.66841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173940,1736959165.66841,1,OK,0.8896276,0.1226156,-0.2389895,-0.3693401,30.574,-84.342,-2035.246,0.359992,3,OK,30.734,-84.804,-2035.172,OK,42.796,13.655,-2023.111,OK,-26.56,-17.341,-2066.426,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173940,1736959165.66841,1,OK,0.999276,-0.0284747,0.0195506,0.0159496,172.32,-255.322,-2065.82,0.1767423,3,OK,172.425,-255.471,-2065.815,OK,140.983,-345.877,-2059.398,OK,82.588,-258.138,-2062.224,Passive Strays,76173940,1736959165.668,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173943,1736959165.71841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173943,1736959165.71841,1,OK,0.889575,0.1220853,-0.2395843,-0.3692573,30.546,-84.334,-2035.073,0.3703447,3,OK,30.731,-84.799,-2034.983,OK,42.791,13.656,-2023.067,OK,-26.574,-17.338,-2066.403,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173943,1736959165.71841,1,OK,0.9992712,-0.0289067,0.0191823,0.0159249,172.314,-255.322,-2065.811,0.1851661,3,OK,172.413,-255.484,-2065.805,OK,140.975,-345.856,-2059.337,OK,82.581,-258.134,-2062.281,Passive Strays,76173943,1736959165.718,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173946,1736959165.76841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173946,1736959165.76841,1,OK,0.889653,0.1221649,-0.2392265,-0.3692748,30.56,-84.338,-2035.164,0.3670251,3,OK,30.736,-84.8,-2035.08,OK,42.79,13.653,-2023.131,OK,-26.572,-17.343,-2066.422,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173946,1736959165.76841,1,OK,0.9992778,-0.0283639,0.0196495,0.0159155,172.317,-255.325,-2065.812,0.181432,3,OK,172.423,-255.478,-2065.807,OK,140.974,-345.873,-2059.404,OK,82.584,-258.137,-2062.199,Passive Strays,76173946,1736959165.768,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173949,1736959165.81841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173949,1736959165.81841,1,OK,0.8898107,0.1218204,-0.2385944,-0.3694178,30.576,-84.337,-2035.16,0.3719767,3,OK,30.736,-84.803,-2035.086,OK,42.809,13.66,-2023.174,OK,-26.549,-17.339,-2066.315,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173949,1736959165.81841,1,OK,0.999255,-0.0290382,0.0198305,0.0159057,172.328,-255.325,-2065.863,0.1862706,3,OK,172.436,-255.478,-2065.858,OK,140.98,-345.851,-2059.323,OK,82.602,-258.142,-2062.215,Passive Strays,76173949,1736959165.818,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173952,1736959165.86841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173952,1736959165.86841,1,OK,0.8898138,0.1215368,-0.238849,-0.369339,30.561,-84.33,-2035.087,0.3750783,3,OK,30.732,-84.795,-2035.006,OK,42.794,13.661,-2023.172,OK,-26.56,-17.341,-2066.31,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173952,1736959165.86841,1,OK,0.9992743,-0.0287722,0.0192138,0.0159316,172.317,-255.312,-2065.757,0.1768636,3,OK,172.418,-255.462,-2065.753,OK,140.973,-345.859,-2059.305,OK,82.588,-258.129,-2062.222,Passive Strays,76173952,1736959165.868,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173955,1736959165.91841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173955,1736959165.91841,1,OK,0.8897752,0.1220926,-0.238744,-0.3693168,30.567,-84.332,-2035.16,0.3629951,3,OK,30.728,-84.79,-2035.085,OK,42.784,13.662,-2023.126,OK,-26.573,-17.345,-2066.33,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173955,1736959165.91841,1,OK,0.9992845,-0.0284266,0.0192342,0.0158903,172.308,-255.32,-2065.719,0.1763259,3,OK,172.412,-255.467,-2065.714,OK,140.954,-345.871,-2059.327,OK,82.576,-258.13,-2062.18,Passive Strays,76173955,1736959165.918,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173958,1736959165.96841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173958,1736959165.96841,1,OK,0.8896655,0.1217793,-0.2393913,-0.3692655,30.544,-84.333,-2035.086,0.3780078,3,OK,30.726,-84.804,-2034.998,OK,42.779,13.661,-2023.141,OK,-26.567,-17.339,-2066.394,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173958,1736959165.96841,1,OK,0.999279,-0.0284648,0.0194216,0.0159358,172.297,-255.315,-2065.72,0.1752941,3,OK,172.402,-255.461,-2065.716,OK,140.956,-345.871,-2059.31,OK,82.565,-258.128,-2062.149,Passive Strays,76173958,1736959165.968,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173961,1736959166.01841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173961,1736959166.01841,1,OK,0.8895321,0.1224849,-0.2394853,-0.3692923,30.563,-84.349,-2035.181,0.3734143,3,OK,30.741,-84.824,-2035.097,OK,42.793,13.647,-2023.095,OK,-26.551,-17.339,-2066.459,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173961,1736959166.01841,1,OK,0.9992755,-0.0285919,0.0194362,0.0159155,172.319,-255.327,-2065.773,0.1790707,3,OK,172.427,-255.475,-2065.768,OK,140.973,-345.876,-2059.338,OK,82.585,-258.14,-2062.198,Passive Strays,76173961,1736959166.018,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173964,1736959166.06841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173964,1736959166.06841,1,OK,0.8896745,0.1221353,-0.2390597,-0.369341,30.574,-84.338,-2035.183,0.3728359,3,OK,30.739,-84.811,-2035.106,OK,42.802,13.664,-2023.153,OK,-26.541,-17.338,-2066.402,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173964,1736959166.06841,1,OK,0.9992599,-0.0289622,0.0197004,0.0159005,172.319,-255.327,-2065.774,0.1849588,3,OK,172.431,-255.479,-2065.769,OK,140.973,-345.862,-2059.255,OK,82.585,-258.139,-2062.15,Passive Strays,76173964,1736959166.068,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76173967,1736959166.11841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76173967,1736959166.11841,1,OK,0.889662,0.1223875,-0.2389308,-0.3693709,30.569,-84.341,-2035.224,0.365693,3,OK,30.732,-84.805,-2035.148,OK,42.794,13.652,-2023.136,OK,-26.556,-17.334,-2066.404,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76173967,1736959166.11841,1,OK,0.9992959,-0.0279056,0.0193868,0.0159118,172.309,-255.322,-2065.707,0.1735142,3,OK,172.41,-255.472,-2065.703,OK,140.97,-345.891,-2059.399,OK,82.569,-258.121,-2062.144,Passive Strays,76173967,1736959166.118,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
