Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442018,1780482966.968651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442018,1780482966.968651496,1,OK,0.6992192,0.0390573,0.0231202,-0.7134652,257.550,-35.566,-1769.847,0.2188518,3,OK,257.342,-35.548,-1769.851,OK,168.382,0.369,-1768.781,OK,259.449,53.964,-1761.927,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442018,1780482966.968651496,1,OK,0.8602941,0.3843567,-0.3264966,-0.0745924,48.754,-81.075,-1921.004,0.5236958,3,OK,49.269,-81.406,-1920.769,OK,-6.446,-3.007,-1893.223,OK,-23.973,-45.558,-1968.361,Passive Strays,795442018,1780482966.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,346.037,-192.128,-1779.770
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442021,1780482967.018651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442021,1780482967.018651496,1,OK,0.6992841,0.0389920,0.0227387,-0.7134174,257.485,-35.508,-1769.829,0.2236910,3,OK,257.267,-35.492,-1769.833,OK,168.324,0.413,-1768.825,OK,259.366,54.030,-1761.964,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442021,1780482967.018651496,1,OK,0.8606020,0.3840499,-0.3260413,-0.0746119,48.476,-81.088,-1920.729,0.5754900,3,OK,49.012,-81.399,-1920.443,OK,-6.662,-3.025,-1892.905,OK,-24.373,-45.620,-1968.124,Passive Strays,795442021,1780482967.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,346.057,-192.018,-1779.980
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442024,1780482967.068651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442024,1780482967.068651496,1,OK,0.6992661,0.0388830,0.0226855,-0.7134427,257.495,-35.511,-1769.927,0.2194679,3,OK,257.282,-35.488,-1769.930,OK,168.331,0.417,-1768.924,OK,259.382,54.020,-1762.083,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442024,1780482967.068651496,1,OK,0.8614458,0.3835795,-0.3242188,-0.0752338,47.962,-81.202,-1920.073,0.5685214,3,OK,48.508,-81.511,-1919.775,OK,-7.075,-3.164,-1892.130,OK,-25.096,-45.746,-1967.146,Passive Strays,795442024,1780482967.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,346.110,-192.046,-1779.955
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442027,1780482967.118651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442027,1780482967.118651496,1,OK,0.6993112,0.0385031,0.0225423,-0.7134235,257.539,-35.450,-1770.203,0.2234790,3,OK,257.321,-35.432,-1770.207,OK,168.375,0.468,-1769.197,OK,259.420,54.094,-1762.426,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442027,1780482967.118651496,1,OK,0.8630447,0.3831846,-0.3201836,-0.0761966,47.118,-81.380,-1919.001,0.5686681,3,OK,47.661,-81.672,-1918.696,OK,-7.769,-3.419,-1890.633,OK,-26.410,-46.056,-1965.460,Passive Strays,795442027,1780482967.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,346.150,-191.978,-1780.063
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442030,1780482967.168651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442030,1780482967.168651496,1,OK,0.6992868,0.0389547,0.0235317,-0.7133910,257.720,-35.415,-1770.469,0.2175881,3,OK,257.512,-35.404,-1770.473,OK,168.548,0.501,-1769.323,OK,259.598,54.114,-1762.510,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442030,1780482967.168651496,1,OK,0.8654873,0.3826492,-0.3135943,-0.0785490,45.890,-81.435,-1917.284,0.5689320,3,OK,46.442,-81.736,-1916.995,OK,-8.658,-3.509,-1888.122,OK,-28.349,-46.202,-1962.656,Passive Strays,795442030,1780482967.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,346.392,-191.909,-1780.199
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442033,1780482967.218651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442033,1780482967.218651496,1,OK,0.6990732,0.0394202,0.0228197,-0.7135979,258.068,-35.342,-1770.599,0.2256313,3,OK,257.845,-35.309,-1770.602,OK,168.926,0.623,-1769.612,OK,260.001,54.177,-1762.670,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442033,1780482967.218651496,1,OK,0.8685681,0.3828045,-0.3037471,-0.0823882,44.341,-81.470,-1914.860,0.5246220,3,OK,44.866,-81.810,-1914.666,OK,-9.724,-3.595,-1884.326,OK,-30.838,-46.310,-1958.483,Passive Strays,795442033,1780482967.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,346.854,-191.903,-1780.825
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442036,1780482967.268651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442036,1780482967.268651496,1,OK,0.6987581,0.0396853,0.0224033,-0.7139049,258.569,-35.260,-1771.237,0.2223696,3,OK,258.357,-35.251,-1771.241,OK,169.454,0.795,-1770.340,OK,260.573,54.276,-1763.323,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442036,1780482967.268651496,1,OK,0.8725485,0.3810453,-0.2933093,-0.0862158,42.510,-81.637,-1911.718,0.5217786,3,OK,43.059,-81.968,-1911.507,OK,-10.894,-3.817,-1880.153,OK,-33.730,-46.575,-1953.559,Passive Strays,795442036,1780482967.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,347.231,-191.944,-1780.980
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442039,1780482967.318651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442039,1780482967.318651496,1,OK,0.6981007,0.0385117,0.0202599,-0.7146760,259.210,-35.134,-1771.970,0.2401589,3,OK,258.978,-35.118,-1771.974,OK,170.177,1.099,-1771.352,OK,261.409,54.445,-1764.472,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442039,1780482967.318651496,1,OK,0.8763633,0.3805014,-0.2809936,-0.0908220,40.538,-81.790,-1908.198,0.5233744,3,OK,41.077,-82.119,-1908.016,OK,-12.099,-4.048,-1875.046,OK,-36.875,-46.861,-1947.952,Passive Strays,795442039,1780482967.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,347.570,-192.095,-1781.328
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442042,1780482967.368651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442042,1780482967.368651496,1,OK,0.6974338,0.0369784,0.0186759,-0.7154508,259.858,-34.947,-1773.292,0.2260823,3,OK,259.637,-34.931,-1773.297,OK,170.904,1.487,-1772.827,OK,262.232,54.646,-1766.188,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442042,1780482967.368651496,1,OK,0.8806049,0.3788686,-0.2682153,-0.0951535,38.391,-82.136,-1904.299,0.5441662,3,OK,38.951,-82.443,-1904.095,OK,-13.413,-4.489,-1869.782,OK,-40.232,-47.398,-1941.910,Passive Strays,795442042,1780482967.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,347.903,-192.237,-1781.523
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442045,1780482967.418651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442045,1780482967.418651496,1,OK,0.6970628,0.0365130,0.0178564,-0.7158571,260.429,-34.759,-1774.249,0.2211175,3,OK,260.215,-34.755,-1774.254,OK,171.515,1.785,-1773.888,OK,262.895,54.850,-1767.306,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442045,1780482967.418651496,1,OK,0.8851422,0.3774247,-0.2527479,-0.1009578,36.261,-82.309,-1899.899,0.5150738,3,OK,36.806,-82.622,-1899.743,OK,-14.470,-4.730,-1863.617,OK,-43.617,-47.704,-1934.755,Passive Strays,795442045,1780482967.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,348.452,-192.318,-1781.708
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442048,1780482967.468651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442048,1780482967.468651496,1,OK,0.6969984,0.0364081,0.0161399,-0.7159659,260.946,-34.674,-1774.916,0.2126613,3,OK,260.735,-34.658,-1774.921,OK,172.050,1.907,-1774.848,OK,263.422,54.933,-1768.202,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442048,1780482967.468651496,1,OK,0.8894863,0.3760642,-0.2366874,-0.1066250,34.191,-82.573,-1895.166,0.5275247,3,OK,34.744,-82.896,-1895.039,OK,-15.405,-5.093,-1857.051,OK,-46.948,-48.158,-1927.201,Passive Strays,795442048,1780482967.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,349.277,-192.310,-1782.259
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442051,1780482967.518651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442051,1780482967.518651496,1,OK,0.6970008,0.0362213,0.0156562,-0.7159838,261.414,-34.504,-1775.894,0.2246345,3,OK,261.199,-34.495,-1775.900,OK,172.508,2.071,-1775.898,OK,263.907,55.127,-1769.263,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442051,1780482967.518651496,1,OK,0.8940476,0.3739591,-0.2195512,-0.1123867,32.150,-82.898,-1890.152,0.5088711,3,OK,32.695,-83.222,-1890.057,OK,-16.205,-5.517,-1850.280,OK,-50.193,-48.716,-1919.128,Passive Strays,795442051,1780482967.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,349.884,-192.219,-1782.869
