Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,795441988,1780482966.468651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795441988,1780482966.468651496,1,OK,0.6940944,0.0409022,0.0249824,-0.7182867,259.758,-36.997,-1768.824,0.2245138,3,OK,259.541,-36.977,-1768.828,OK,171.110,0.171,-1767.509,OK,262.915,52.457,-1760.420,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795441988,1780482966.468651496,1,OK,0.8581101,0.3839840,-0.3310638,-0.0812415,50.836,-78.479,-1921.107,0.5288836,3,OK,51.360,-78.820,-1920.852,OK,-3.264,0.271,-1893.228,OK,-21.149,-41.581,-1968.565,Passive Strays,795441988,1780482966.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,345.656,-194.567,-1780.488
4,Port 0x01: JJH Probe  s/n:3E4C880C,795441991,1780482966.518651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795441991,1780482966.518651496,1,OK,0.6941027,0.0419483,0.0256270,-0.7181957,259.765,-36.982,-1768.855,0.2296629,3,OK,259.538,-36.970,-1768.859,OK,171.126,0.170,-1767.505,OK,262.898,52.462,-1760.235,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795441991,1780482966.518651496,1,OK,0.8581179,0.3836887,-0.3314135,-0.0811284,50.831,-78.486,-1921.033,0.5458360,3,OK,51.367,-78.823,-1920.755,OK,-3.255,0.279,-1893.247,OK,-21.138,-41.586,-1968.575,Passive Strays,795441991,1780482966.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,345.643,-194.563,-1780.460
4,Port 0x01: JJH Probe  s/n:3E4C880C,795441994,1780482966.568651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795441994,1780482966.568651496,1,OK,0.6940879,0.0418748,0.0257223,-0.7182109,259.821,-37.006,-1768.935,0.2199320,3,OK,259.608,-36.993,-1768.939,OK,171.172,0.155,-1767.562,OK,262.957,52.428,-1760.313,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795441994,1780482966.568651496,1,OK,0.8581567,0.3834167,-0.3316611,-0.0809912,50.878,-78.495,-1920.908,0.5513993,3,OK,51.417,-78.820,-1920.611,OK,-3.199,0.267,-1893.216,OK,-21.079,-41.599,-1968.505,Passive Strays,795441994,1780482966.568,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795441997,1780482966.618651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795441997,1780482966.618651496,1,OK,0.6940882,0.0411132,0.0260384,-0.7182432,259.843,-36.979,-1769.013,0.2229881,3,OK,259.625,-36.957,-1769.016,OK,171.198,0.177,-1767.527,OK,262.995,52.457,-1760.451,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795441997,1780482966.618651496,1,OK,0.8582621,0.3834799,-0.3312831,-0.0811222,50.901,-78.473,-1921.056,0.5324466,3,OK,51.424,-78.797,-1920.779,OK,-3.169,0.292,-1893.294,OK,-21.076,-41.595,-1968.579,Passive Strays,795441997,1780482966.618,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,345.696,-194.577,-1780.443
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442000,1780482966.668651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442000,1780482966.668651496,1,OK,0.6940195,0.0411738,0.0251187,-0.7183388,259.893,-37.017,-1768.800,0.2312968,3,OK,259.664,-36.986,-1768.802,OK,171.261,0.159,-1767.480,OK,263.067,52.427,-1760.344,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442000,1780482966.668651496,1,OK,0.8581262,0.3836414,-0.3314173,-0.0812479,50.953,-78.454,-1921.045,0.5466580,3,OK,51.484,-78.783,-1920.765,OK,-3.101,0.328,-1893.237,OK,-21.015,-41.548,-1968.599,Passive Strays,795442000,1780482966.668,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,345.736,-194.578,-1780.471
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442003,1780482966.718651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442003,1780482966.718651496,1,OK,0.6941557,0.0403776,0.0242651,-0.7182817,259.751,-36.950,-1768.990,0.2306999,3,OK,259.527,-36.925,-1768.993,OK,171.103,0.209,-1767.762,OK,262.906,52.520,-1760.743,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442003,1780482966.718651496,1,OK,0.8583008,0.3837408,-0.3309939,-0.0806586,50.710,-78.754,-1921.049,0.5400462,3,OK,51.241,-79.086,-1920.774,OK,-3.456,-0.047,-1893.261,OK,-21.321,-41.955,-1968.564,Passive Strays,795442003,1780482966.718,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442006,1780482966.768651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442006,1780482966.768651496,1,OK,0.6959121,0.0393993,0.0237441,-0.7166522,259.023,-36.631,-1769.254,0.2325487,3,OK,258.797,-36.604,-1769.257,OK,170.197,0.103,-1768.065,OK,261.755,52.870,-1761.202,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442006,1780482966.768651496,1,OK,0.8588259,0.3836915,-0.3302679,-0.0782430,50.016,-79.675,-1920.786,0.5697735,3,OK,50.557,-79.979,-1920.470,OK,-4.492,-1.197,-1893.150,OK,-22.222,-43.312,-1968.449,Passive Strays,795442006,1780482966.768,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442009,1780482966.818651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442009,1780482966.818651496,1,OK,0.6975411,0.0379831,0.0217806,-0.7152057,258.490,-35.907,-1769.510,0.2391575,3,OK,258.253,-35.872,-1769.513,OK,169.514,0.447,-1768.578,OK,260.837,53.641,-1761.890,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442009,1780482966.818651496,1,OK,0.8599601,0.3837715,-0.3277650,-0.0758830,49.394,-80.530,-1920.739,0.5454997,3,OK,49.923,-80.837,-1920.450,OK,-5.527,-2.325,-1893.078,OK,-23.190,-44.715,-1968.209,Passive Strays,795442009,1780482966.818,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442012,1780482966.868651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442012,1780482966.868651496,1,OK,0.6994092,0.0392976,0.0240093,-0.7132363,257.602,-35.677,-1769.401,0.2204797,3,OK,257.390,-35.669,-1769.405,OK,168.422,0.200,-1768.199,OK,259.444,53.848,-1761.338,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442012,1780482966.868651496,1,OK,0.8603318,0.3835927,-0.3272392,-0.0748353,48.975,-80.848,-1920.851,0.5469562,3,OK,49.511,-81.157,-1920.559,OK,-6.110,-2.735,-1893.280,OK,-23.705,-45.233,-1968.322,Passive Strays,795442012,1780482966.868,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795442015,1780482966.918651496,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795442015,1780482966.918651496,1,OK,0.6990989,0.0390130,0.0235542,-0.7135713,257.618,-35.644,-1769.571,0.2311103,3,OK,257.398,-35.634,-1769.575,OK,168.466,0.306,-1768.424,OK,259.554,53.895,-1761.600,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795442015,1780482966.918651496,1,OK,0.8602787,0.3841132,-0.3267658,-0.0748442,48.955,-80.871,-1921.114,0.5130339,3,OK,49.469,-81.199,-1920.874,OK,-6.196,-2.777,-1893.408,OK,-23.729,-45.285,-1968.463,Passive Strays,795442015,1780482966.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,346.141,-192.285,-1780.108
