Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726476,1781271041.268649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726476,1781271041.268649202,1,OK,0.9064550,0.4012568,0.1232810,-0.0461960,97.774,223.918,-1694.318,0.3124589,3,OK,98.015,223.889,-1694.421,OK,48.089,163.054,-1749.454,OK,11.010,222.364,-1671.114,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726476,1781271041.268649202,1,OK,0.7583398,-0.6274297,-0.0828981,-0.1561433,74.138,-258.944,-1518.275,1.1805730,3,OK,74.588,-259.211,-1517.122,OK,46.858,-237.714,-1612.971,OK,-13.693,-246.600,-1547.932,Passive Strays,842726476,1781271041.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.470,489.912,-2101.694,OK,362.149,419.133,-2100.554,Possible Phantom,344.894,460.443,-2153.479,Possible Phantom,308.278,387.509,-1934.755,OK,142.581,11.957,-1682.180,OK,137.972,-58.150,-1675.142,OK,131.745,-134.813,-1673.629,OK,124.726,-201.631,-1680.487
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726479,1781271041.318649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726479,1781271041.318649202,1,OK,0.9064259,0.4011194,0.1239573,-0.0461509,97.773,223.951,-1694.393,0.3102425,3,OK,98.012,223.901,-1694.519,OK,48.089,163.050,-1749.463,OK,11.013,222.361,-1671.057,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726479,1781271041.318649202,1,OK,0.7583246,-0.6274520,-0.0829965,-0.1560747,74.129,-258.907,-1518.236,1.1672226,3,OK,74.576,-259.172,-1517.092,OK,46.843,-237.695,-1612.918,OK,-13.693,-246.585,-1547.908,Passive Strays,842726479,1781271041.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.469,489.902,-2101.696,Saturated,362.145,419.129,-2100.576,Possible Phantom,344.864,460.443,-2153.454,Possible Phantom,308.264,387.532,-1934.802,OK,142.574,11.966,-1682.141,OK,137.973,-58.134,-1675.119,OK,131.742,-134.823,-1673.657,OK,124.712,-201.623,-1680.433
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726482,1781271041.368649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726482,1781271041.368649202,1,OK,0.9063599,0.4013917,0.1235305,-0.0462238,97.761,223.919,-1694.360,0.2958648,3,OK,97.996,223.883,-1694.470,OK,48.074,163.057,-1749.512,OK,10.997,222.368,-1671.089,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726482,1781271041.368649202,1,OK,0.7582326,-0.6275709,-0.0829663,-0.1560600,74.123,-258.894,-1518.282,1.1751983,3,OK,74.580,-259.160,-1517.129,OK,46.829,-237.706,-1612.974,OK,-13.709,-246.573,-1547.952,Passive Strays,842726482,1781271041.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.442,489.905,-2101.681,Saturated,362.150,419.137,-2100.615,Possible Phantom,344.859,460.432,-2153.422,Possible Phantom,308.246,387.503,-1934.717,OK,142.564,11.963,-1682.156,OK,137.960,-58.145,-1675.137,OK,131.735,-134.821,-1673.658,OK,124.698,-201.619,-1680.366
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726485,1781271041.418649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726485,1781271041.418649202,1,OK,0.9064703,0.4009267,0.1242666,-0.0461211,97.768,223.973,-1694.462,0.3238921,3,OK,98.017,223.914,-1694.601,OK,48.081,163.047,-1749.473,OK,11.005,222.358,-1671.076,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726485,1781271041.418649202,1,OK,0.7583812,-0.6274030,-0.0828664,-0.1560657,74.132,-258.910,-1518.258,1.1305586,3,OK,74.586,-259.167,-1517.156,OK,46.838,-237.690,-1612.874,OK,-13.711,-246.568,-1547.923,Passive Strays,842726485,1781271041.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.459,489.903,-2101.683,Saturated,362.140,419.132,-2100.578,Possible Phantom,344.868,460.436,-2153.449,Possible Phantom,308.253,387.505,-1934.740,OK,142.562,11.954,-1682.120,OK,137.977,-58.137,-1675.173,OK,131.741,-134.824,-1673.686,OK,124.702,-201.622,-1680.377
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726488,1781271041.468649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726488,1781271041.468649202,1,OK,0.9065119,0.4009040,0.1240080,-0.0461977,97.765,223.959,-1694.456,0.3286537,3,OK,98.010,223.896,-1694.598,OK,48.081,163.050,-1749.472,OK,10.995,222.371,-1671.111,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726488,1781271041.468649202,1,OK,0.7582519,-0.6275580,-0.0829088,-0.1560487,74.119,-258.885,-1518.273,1.1551149,3,OK,74.567,-259.146,-1517.146,OK,46.826,-237.695,-1612.937,OK,-13.716,-246.558,-1547.931,Passive Strays,842726488,1781271041.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.451,489.908,-2101.692,OK,362.135,419.132,-2100.576,OK,344.832,460.431,-2153.315,OK,142.562,11.960,-1682.150,OK,137.961,-58.143,-1675.124,OK,131.726,-134.820,-1673.671,OK,124.694,-201.615,-1680.338
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726491,1781271041.518649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726491,1781271041.518649202,1,OK,0.9065285,0.4009906,0.1235921,-0.0462343,97.767,223.935,-1694.387,0.3301709,3,OK,98.014,223.890,-1694.509,OK,48.074,163.049,-1749.442,OK,11.001,222.367,-1671.130,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726491,1781271041.518649202,1,OK,0.7582586,-0.6275262,-0.0830848,-0.1560502,74.116,-258.874,-1518.289,1.1624333,3,OK,74.577,-259.140,-1517.146,OK,46.831,-237.690,-1612.963,OK,-13.715,-246.565,-1547.985,Passive Strays,842726491,1781271041.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.450,489.915,-2101.719,Saturated,362.138,419.137,-2100.600,Possible Phantom,344.856,460.441,-2153.444,Possible Phantom,308.240,387.512,-1934.745,OK,142.570,11.958,-1682.156,OK,137.963,-58.144,-1675.135,OK,131.725,-134.824,-1673.656,OK,124.700,-201.616,-1680.381
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726494,1781271041.568649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726494,1781271041.568649202,1,OK,0.9064562,0.4009971,0.1241300,-0.0461544,97.769,223.963,-1694.418,0.3173102,3,OK,98.019,223.911,-1694.549,OK,48.078,163.044,-1749.456,OK,11.003,222.363,-1671.050,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726494,1781271041.568649202,1,OK,0.7581612,-0.6276503,-0.0830057,-0.1560666,74.116,-258.870,-1518.277,1.1873068,3,OK,74.568,-259.139,-1517.114,OK,46.830,-237.700,-1612.995,OK,-13.715,-246.558,-1547.945,Passive Strays,842726494,1781271041.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.440,489.895,-2101.647,Saturated,362.141,419.135,-2100.607,Possible Phantom,344.867,460.456,-2153.529,Possible Phantom,308.254,387.498,-1934.733,OK,142.566,11.959,-1682.117,OK,137.972,-58.138,-1675.136,OK,131.733,-134.822,-1673.682,OK,124.701,-201.620,-1680.404
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726497,1781271041.618649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726497,1781271041.618649202,1,OK,0.9064515,0.4011131,0.1237490,-0.0462610,97.774,223.931,-1694.400,0.3202266,3,OK,98.016,223.881,-1694.527,OK,48.077,163.053,-1749.468,OK,11.007,222.365,-1671.100,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726497,1781271041.618649202,1,OK,0.7582617,-0.6275589,-0.0828663,-0.1560201,74.117,-258.881,-1518.307,1.1645516,3,OK,74.567,-259.144,-1517.175,OK,46.821,-237.688,-1612.982,OK,-13.728,-246.555,-1547.948,Passive Strays,842726497,1781271041.618,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.452,489.897,-2101.657,Saturated,362.141,419.147,-2100.624,Possible Phantom,344.864,460.431,-2153.426,Possible Phantom,308.251,387.501,-1934.717,OK,142.570,11.952,-1682.164,OK,137.956,-58.145,-1675.128,OK,131.736,-134.828,-1673.674,OK,124.697,-201.617,-1680.382
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726500,1781271041.668649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726500,1781271041.668649202,1,OK,0.9064274,0.4011664,0.1237777,-0.0461952,97.772,223.948,-1694.385,0.3121747,3,OK,98.015,223.906,-1694.503,OK,48.078,163.060,-1749.473,OK,11.011,222.370,-1671.084,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726500,1781271041.668649202,1,OK,0.7582896,-0.6275335,-0.0828354,-0.1560028,74.125,-258.886,-1518.331,1.1555500,3,OK,74.574,-259.146,-1517.208,OK,46.823,-237.687,-1612.989,OK,-13.724,-246.556,-1547.969,Passive Strays,842726500,1781271041.668,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.452,489.912,-2101.669,Saturated,362.146,419.149,-2100.607,Possible Phantom,344.867,460.447,-2153.484,Possible Phantom,308.237,387.488,-1934.690,OK,142.568,11.963,-1682.162,OK,137.971,-58.133,-1675.170,OK,131.732,-134.810,-1673.683,OK,124.702,-201.619,-1680.408
4,Port 0x01: JJH Probe  s/n:3E4C880C,842726503,1781271041.718649202,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842726503,1781271041.718649202,1,OK,0.9064323,0.4012103,0.1235795,-0.0462486,97.773,223.936,-1694.385,0.3122658,3,OK,98.010,223.893,-1694.503,OK,48.082,163.068,-1749.488,OK,11.010,222.379,-1671.116,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842726503,1781271041.718649202,1,OK,0.7582501,-0.6275515,-0.0829522,-0.1560606,74.114,-258.880,-1518.306,1.1743454,3,OK,74.563,-259.146,-1517.156,OK,46.822,-237.686,-1613.000,OK,-13.715,-246.558,-1547.968,Passive Strays,842726503,1781271041.718,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.464,489.923,-2101.718,OK,362.136,419.138,-2100.523,Possible Phantom,344.836,460.439,-2153.326,Possible Phantom,308.233,387.512,-1934.641,OK,142.571,11.971,-1682.178,OK,137.964,-58.135,-1675.135,OK,131.741,-134.813,-1673.649,OK,124.707,-201.619,-1680.425
