Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431209,1780482786.818692666,1,OK,0.5485774,0.6179367,-0.2093862,-0.5228522,194.786,-137.544,-1791.184,0.1666328,3,OK,150.120,-34.923,-1742.183,OK,112.782,50.164,-1699.448,OK,90.973,89.783,-1705.616,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431209,1780482786.818692666,1,OK,0.6941275,0.0403672,0.0240751,-0.7183160,259.803,-36.844,-1769.075,0.2197118,3,OK,259.585,-36.820,-1769.078,OK,171.166,0.335,-1767.878,OK,262.950,52.618,-1760.853,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431209,1780482786.818692666,1,OK,0.8580470,0.3834975,-0.3318600,-0.0809573,50.842,-78.444,-1920.974,0.5766494,3,OK,51.396,-78.774,-1920.664,OK,-3.233,0.332,-1893.260,OK,-21.116,-41.546,-1968.642,Passive Strays,795431209,1780482786.818,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431212,1780482786.868692666,1,OK,0.5497951,0.6165495,-0.2090029,-0.5233640,194.731,-137.488,-1790.949,0.1778079,3,OK,150.140,-34.741,-1742.015,OK,112.884,50.367,-1699.527,OK,91.054,89.972,-1705.554,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431212,1780482786.868692666,1,OK,0.6941258,0.0398421,0.0242706,-0.7183404,259.811,-36.844,-1769.113,0.2236083,3,OK,259.594,-36.827,-1769.117,OK,171.167,0.332,-1767.842,OK,262.972,52.632,-1760.934,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431212,1780482786.868692666,1,OK,0.8582180,0.3834685,-0.3314430,-0.0809893,50.852,-78.432,-1921.017,0.5473527,3,OK,51.389,-78.764,-1920.732,OK,-3.236,0.336,-1893.279,OK,-21.122,-41.561,-1968.586,Passive Strays,795431212,1780482786.868,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,345.550,-194.503,-1780.646
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431215,1780482786.918692666,1,OK,0.5492298,0.6172925,-0.2091857,-0.5230085,194.737,-137.460,-1791.147,0.1730300,3,OK,150.079,-34.772,-1742.177,OK,112.762,50.301,-1699.615,OK,90.942,89.913,-1705.672,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431215,1780482786.918692666,1,OK,0.6941591,0.0405528,0.0248923,-0.7182471,259.811,-36.835,-1769.186,0.2215484,3,OK,259.600,-36.824,-1769.190,OK,171.156,0.325,-1767.860,OK,262.954,52.630,-1760.838,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431215,1780482786.918692666,1,OK,0.8580846,0.3837738,-0.3314187,-0.0810569,50.854,-78.423,-1921.017,0.5457287,3,OK,51.391,-78.764,-1920.745,OK,-3.250,0.340,-1893.217,OK,-21.113,-41.536,-1968.566,Passive Strays,795431215,1780482786.918,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431218,1780482786.968692667,1,OK,0.5490635,0.6172052,-0.2091152,-0.5233143,194.727,-137.487,-1791.289,0.1560339,3,OK,150.150,-34.818,-1742.275,OK,112.870,50.307,-1699.657,OK,91.077,89.908,-1705.688,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431218,1780482786.968692667,1,OK,0.6941002,0.0398453,0.0237385,-0.7183827,259.793,-36.853,-1769.040,0.2250325,3,OK,259.571,-36.821,-1769.042,OK,171.158,0.333,-1767.863,OK,262.963,52.618,-1760.927,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431218,1780482786.968692667,1,OK,0.8580970,0.3837256,-0.3314228,-0.0811363,50.849,-78.432,-1920.980,0.5438135,3,OK,51.377,-78.765,-1920.708,OK,-3.232,0.345,-1893.164,OK,-21.116,-41.546,-1968.540,Passive Strays,795431218,1780482786.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,345.490,-194.508,-1780.606
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431221,1780482787.018692666,1,OK,0.5490519,0.6172378,-0.2098346,-0.5230000,194.756,-137.659,-1791.054,0.1727679,3,OK,150.164,-34.902,-1742.173,OK,112.900,50.235,-1699.672,OK,91.125,89.860,-1705.779,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431221,1780482787.018692666,1,OK,0.6941220,0.0399494,0.0241983,-0.7183405,259.803,-36.851,-1769.090,0.2160414,3,OK,259.593,-36.827,-1769.092,OK,171.157,0.331,-1767.839,OK,262.960,52.613,-1760.907,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431221,1780482787.018692666,1,OK,0.8578074,0.3839544,-0.3319412,-0.0809968,50.840,-78.438,-1920.919,0.5818163,3,OK,51.378,-78.755,-1920.615,OK,-3.235,0.333,-1893.086,OK,-21.108,-41.544,-1968.630,Passive Strays,795431221,1780482787.018,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431224,1780482787.068692666,1,OK,0.5492359,0.6169819,-0.2100643,-0.5230165,194.819,-137.673,-1791.099,0.1560408,3,OK,150.266,-34.896,-1742.306,OK,113.012,50.321,-1699.820,OK,91.240,89.943,-1705.991,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431224,1780482787.068692666,1,OK,0.6941381,0.0407414,0.0248317,-0.7182588,259.831,-36.838,-1769.179,0.2174183,3,OK,259.622,-36.814,-1769.182,OK,171.174,0.327,-1767.878,OK,262.976,52.611,-1760.815,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431224,1780482787.068692666,1,OK,0.8578534,0.3839468,-0.3318335,-0.0809868,50.854,-78.434,-1920.948,0.5811833,3,OK,51.397,-78.758,-1920.645,OK,-3.231,0.332,-1893.115,OK,-21.106,-41.542,-1968.635,Passive Strays,795431224,1780482787.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,345.514,-194.484,-1780.443
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431227,1780482787.118692666,1,OK,0.5493508,0.6169453,-0.2103159,-0.5228378,194.759,-137.690,-1791.226,0.1542784,3,OK,150.187,-34.885,-1742.498,OK,112.916,50.346,-1700.099,OK,91.147,89.975,-1706.267,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431227,1780482787.118692666,1,OK,0.6941434,0.0401038,0.0244866,-0.7183015,259.818,-36.839,-1769.141,0.2175842,3,OK,259.606,-36.807,-1769.143,OK,171.167,0.331,-1767.852,OK,262.971,52.616,-1760.902,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431227,1780482787.118692666,1,OK,0.8579640,0.3833348,-0.3322866,-0.0808570,50.828,-78.447,-1920.849,0.5934384,3,OK,51.391,-78.770,-1920.519,OK,-3.234,0.340,-1893.208,OK,-21.102,-41.539,-1968.612,Passive Strays,795431227,1780482787.118,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431230,1780482787.168692666,1,OK,0.5497310,0.6165500,-0.2102651,-0.5229250,194.726,-137.673,-1791.190,0.1597707,3,OK,150.167,-34.833,-1742.512,OK,112.910,50.427,-1700.154,OK,91.137,90.030,-1706.343,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431230,1780482787.168692666,1,OK,0.6941153,0.0402071,0.0235319,-0.7183548,259.785,-36.848,-1769.010,0.2318776,3,OK,259.555,-36.819,-1769.013,OK,171.151,0.330,-1767.897,OK,262.949,52.628,-1760.876,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431230,1780482787.168692666,1,OK,0.8580187,0.3837887,-0.3315724,-0.0810552,50.834,-78.438,-1921.034,0.5587870,3,OK,51.369,-78.763,-1920.743,OK,-3.248,0.323,-1893.226,OK,-21.136,-41.547,-1968.640,Passive Strays,795431230,1780482787.168,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431233,1780482787.218692666,1,OK,0.5492314,0.6168504,-0.2109639,-0.5228142,194.747,-137.668,-1791.198,0.1615442,3,OK,150.239,-34.801,-1742.593,OK,113.025,50.513,-1700.179,OK,91.282,90.150,-1706.502,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431233,1780482787.218692666,1,OK,0.6941242,0.0409243,0.0244420,-0.7182753,259.788,-36.840,-1769.092,0.2202937,3,OK,259.568,-36.817,-1769.095,OK,171.150,0.332,-1767.872,OK,262.927,52.612,-1760.753,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431233,1780482787.218692666,1,OK,0.8581177,0.3836435,-0.3314793,-0.0810752,50.836,-78.430,-1920.936,0.5498837,3,OK,51.373,-78.766,-1920.656,OK,-3.250,0.343,-1893.155,OK,-21.131,-41.543,-1968.507,Passive Strays,795431233,1780482787.218,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,795431236,1780482787.268692666,1,OK,0.5500260,0.6158803,-0.2104379,-0.5233343,194.788,-137.562,-1791.181,0.1602433,3,OK,150.349,-34.635,-1742.560,OK,113.196,50.685,-1700.276,OK,91.441,90.304,-1706.458,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,795431236,1780482787.268692666,1,OK,0.6941937,0.0402680,0.0247479,-0.7182348,259.824,-36.824,-1769.164,0.2194807,3,OK,259.612,-36.791,-1769.166,OK,171.164,0.327,-1767.843,OK,262.966,52.627,-1760.873,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,795431236,1780482787.268692666,1,OK,0.8579531,0.3836343,-0.3319388,-0.0809806,50.835,-78.442,-1920.903,0.5675381,3,OK,51.381,-78.768,-1920.599,OK,-3.243,0.328,-1893.173,OK,-21.103,-41.534,-1968.570,Passive Strays,795431236,1780482787.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,OK,345.528,-194.507,-1780.679
