Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995664,1780408861.068672122,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995664,1780408861.068672122,1,OK,0.6913813,0.0538979,0.0104165,-0.7204016,261.652,-36.677,-1787.458,0.1930007,3,OK,261.570,-36.774,-1787.472,OK,173.237,1.332,-1789.661,OK,265.238,52.817,-1779.169,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995664,1780408861.068672122,1,OK,0.9102639,0.0574370,0.3877796,-0.1332200,48.455,-85.099,-1764.295,0.5087313,3,OK,48.872,-85.128,-1764.719,OK,32.765,3.306,-1722.118,OK,-13.775,-66.429,-1696.641,Passive Strays,790995664,1780408861.068,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995667,1780408861.118672122,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995667,1780408861.118672122,1,OK,0.6913032,0.0536581,0.0100428,-0.7204997,261.609,-36.681,-1787.428,0.1948290,3,OK,261.525,-36.777,-1787.443,OK,173.204,1.348,-1789.678,OK,265.222,52.819,-1779.215,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995667,1780408861.118672122,1,OK,0.9100948,0.0574155,0.3881818,-0.1332134,48.383,-85.096,-1764.349,0.5432042,3,OK,48.830,-85.140,-1764.808,OK,32.720,3.300,-1722.143,OK,-13.810,-66.416,-1696.612,Passive Strays,790995667,1780408861.118,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995670,1780408861.168672121,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995670,1780408861.168672121,1,OK,0.6912496,0.0535024,0.0094522,-0.7205707,261.649,-36.662,-1787.438,0.1931126,3,OK,261.563,-36.759,-1787.452,OK,173.261,1.388,-1789.779,OK,265.275,52.847,-1779.318,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995670,1780408861.168672121,1,OK,0.9102198,0.0574696,0.3878634,-0.1332632,48.416,-85.098,-1764.282,0.5108447,3,OK,48.835,-85.129,-1764.710,OK,32.742,3.306,-1722.096,OK,-13.799,-66.423,-1696.615,Passive Strays,790995670,1780408861.168,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995673,1780408861.218672121,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995673,1780408861.218672121,1,OK,0.6912140,0.0532430,0.0094019,-0.7206247,261.697,-36.596,-1787.617,0.1963172,3,OK,261.607,-36.694,-1787.631,OK,173.315,1.461,-1789.947,OK,265.339,52.919,-1779.535,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995673,1780408861.218672121,1,OK,0.9102985,0.0576579,0.3876732,-0.1331983,48.450,-85.084,-1764.330,0.5036789,3,OK,48.864,-85.121,-1764.753,OK,32.755,3.310,-1722.116,OK,-13.787,-66.427,-1696.694,Passive Strays,790995673,1780408861.218,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995676,1780408861.268672121,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995676,1780408861.268672121,1,OK,0.6911788,0.0523116,0.0087086,-0.7207354,261.698,-36.526,-1787.820,0.1981163,3,OK,261.604,-36.627,-1787.835,OK,173.329,1.548,-1790.202,OK,265.365,53.010,-1779.945,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995676,1780408861.268672121,1,OK,0.9101748,0.0573882,0.3879956,-0.1332210,48.392,-85.090,-1764.343,0.5242178,3,OK,48.822,-85.124,-1764.782,OK,32.718,3.313,-1722.160,OK,-13.818,-66.416,-1696.647,Passive Strays,790995676,1780408861.268,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995679,1780408861.318672122,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995679,1780408861.318672122,1,OK,0.6911144,0.0525229,0.0084121,-0.7207853,261.733,-36.503,-1787.889,0.1922600,3,OK,261.636,-36.587,-1787.902,OK,173.373,1.583,-1790.338,OK,265.415,53.019,-1780.023,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995679,1780408861.318672122,1,OK,0.9103626,0.0574471,0.3875296,-0.1332686,48.444,-85.095,-1764.253,0.4952330,3,OK,48.849,-85.117,-1764.663,OK,32.738,3.307,-1722.093,OK,-13.805,-66.411,-1696.648,Passive Strays,790995679,1780408861.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,720.613,519.902,-2466.958
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995682,1780408861.368672125,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995682,1780408861.368672125,1,OK,0.6911485,0.0526660,0.0088982,-0.7207363,261.732,-36.513,-1787.898,0.1975607,3,OK,261.640,-36.614,-1787.912,OK,173.363,1.566,-1790.273,OK,265.399,53.016,-1779.953,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995682,1780408861.368672125,1,OK,0.9101281,0.0576751,0.3880828,-0.1331625,48.409,-85.076,-1764.374,0.5468178,3,OK,48.860,-85.132,-1764.840,OK,32.739,3.310,-1722.123,OK,-13.800,-66.417,-1696.645,Passive Strays,790995682,1780408861.368,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995685,1780408861.418672125,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995685,1780408861.418672125,1,OK,0.6911544,0.0525335,0.0085612,-0.7207445,261.700,-36.530,-1787.805,0.1997404,3,OK,261.609,-36.637,-1787.820,OK,173.334,1.552,-1790.230,OK,265.368,53.009,-1779.919,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995685,1780408861.418672125,1,OK,0.9100854,0.0575903,0.3881851,-0.1331926,48.376,-85.083,-1764.365,0.5477396,3,OK,48.827,-85.132,-1764.830,OK,32.721,3.307,-1722.129,OK,-13.822,-66.420,-1696.620,Passive Strays,790995685,1780408861.418,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995688,1780408861.468672125,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995688,1780408861.468672125,1,OK,0.6911140,0.0522765,0.0088363,-0.7207986,261.727,-36.526,-1787.818,0.1932214,3,OK,261.637,-36.618,-1787.832,OK,173.358,1.563,-1790.175,OK,265.412,52.999,-1779.932,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995688,1780408861.468672125,1,OK,0.9102674,0.0576026,0.3877389,-0.1332431,48.443,-85.088,-1764.289,0.5059003,3,OK,48.859,-85.129,-1764.716,OK,32.757,3.314,-1722.080,OK,-13.783,-66.419,-1696.644,Passive Strays,790995688,1780408861.468,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995691,1780408861.518672125,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995691,1780408861.518672125,1,OK,0.6910984,0.0529268,0.0084756,-0.7207704,261.736,-36.496,-1787.965,0.1920589,3,OK,261.646,-36.589,-1787.978,OK,173.375,1.598,-1790.433,OK,265.411,53.025,-1780.039,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995691,1780408861.518672125,1,OK,0.9103243,0.0571945,0.3876481,-0.1332945,48.438,-85.110,-1764.227,0.4824648,3,OK,48.831,-85.123,-1764.623,OK,32.741,3.313,-1722.109,OK,-13.791,-66.421,-1696.618,Passive Strays,790995691,1780408861.518,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995694,1780408861.568672125,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995694,1780408861.568672125,1,OK,0.6910850,0.0519025,0.0072695,-0.7208709,261.699,-36.497,-1787.795,0.1965135,3,OK,261.595,-36.576,-1787.809,OK,173.354,1.601,-1790.401,OK,265.406,53.046,-1780.151,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995694,1780408861.568672125,1,OK,0.9103059,0.0571319,0.3876969,-0.1333050,48.422,-85.114,-1764.231,0.4970582,3,OK,48.827,-85.129,-1764.640,OK,32.727,3.310,-1722.120,OK,-13.810,-66.414,-1696.603,Passive Strays,790995694,1780408861.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,720.589,519.918,-2467.032
4,Port 0x01: JJH Probe  s/n:3E4C880C,790995697,1780408861.618672125,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790995697,1780408861.618672125,1,OK,0.6911051,0.0524527,0.0081870,-0.7208019,261.741,-36.497,-1787.911,0.1974042,3,OK,261.654,-36.590,-1787.925,OK,173.369,1.596,-1790.396,OK,265.431,53.035,-1780.082,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790995697,1780408861.618672125,1,OK,0.9103884,0.0572943,0.3874959,-0.1332562,48.469,-85.108,-1764.228,0.4933138,3,OK,48.873,-85.131,-1764.636,OK,32.752,3.307,-1722.094,OK,-13.787,-66.420,-1696.631,Passive Strays,790995697,1780408861.618,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
