Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167345,1784211731.018482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167345,1784211731.018482755,1,OK,0.6280039,0.5538517,0.0179455,-0.5463858,-107.938,261.339,-1417.874,0.3267148,3,OK,-107.881,261.250,-1417.953,OK,-185.380,303.114,-1457.384,OK,-143.950,321.274,-1361.156,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167345,1784211731.018482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167348,1784211731.068482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167348,1784211731.068482755,1,OK,0.6280727,0.5537987,0.0175434,-0.5463734,-107.946,261.324,-1417.805,0.3197210,3,OK,-107.867,261.236,-1417.849,OK,-185.384,303.123,-1457.384,OK,-143.955,321.284,-1361.166,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167348,1784211731.068482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167351,1784211731.118482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167351,1784211731.118482755,1,OK,0.6280903,0.5537102,0.0175812,-0.5464417,-107.955,261.325,-1417.813,0.3124008,3,OK,-107.884,261.239,-1417.865,OK,-185.388,303.118,-1457.368,OK,-143.955,321.293,-1361.174,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167351,1784211731.118482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167354,1784211731.168482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167354,1784211731.168482755,1,OK,0.6280534,0.5537741,0.0176172,-0.5464181,-107.958,261.313,-1417.800,0.3070581,3,OK,-107.888,261.231,-1417.845,OK,-185.391,303.111,-1457.350,OK,-143.960,321.264,-1361.161,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167354,1784211731.168482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167357,1784211731.218482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167357,1784211731.218482755,1,OK,0.6279644,0.5539735,0.0177137,-0.5463152,-107.949,261.328,-1417.814,0.3456224,3,OK,-107.880,261.242,-1417.869,OK,-185.393,303.123,-1457.400,OK,-143.957,321.263,-1361.107,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167357,1784211731.218482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167360,1784211731.268482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167360,1784211731.268482755,1,OK,0.6280437,0.5538222,0.0174219,-0.5463868,-107.966,261.306,-1417.766,0.3101714,3,OK,-107.890,261.227,-1417.798,OK,-185.391,303.119,-1457.357,OK,-143.968,321.264,-1361.152,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167360,1784211731.268482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167363,1784211731.318482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167363,1784211731.318482755,1,OK,0.6279886,0.5538754,0.0177928,-0.5463842,-107.954,261.327,-1417.831,0.3240663,3,OK,-107.889,261.240,-1417.894,OK,-185.393,303.119,-1457.369,OK,-143.962,321.266,-1361.139,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167363,1784211731.318482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167366,1784211731.368482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167366,1784211731.368482755,1,OK,0.6279807,0.5539354,0.0175890,-0.5463391,-107.952,261.322,-1417.788,0.3545008,3,OK,-107.883,261.239,-1417.837,OK,-185.394,303.121,-1457.402,OK,-143.949,321.273,-1361.088,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167366,1784211731.368482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167369,1784211731.418482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167369,1784211731.418482755,1,OK,0.6280686,0.5537932,0.0175909,-0.5463822,-107.951,261.331,-1417.799,0.3227702,3,OK,-107.875,261.244,-1417.845,OK,-185.393,303.126,-1457.373,OK,-143.956,321.288,-1361.148,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167369,1784211731.418482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,1019167372,1784211731.468482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,1019167372,1784211731.468482755,1,OK,0.6280245,0.5537914,0.0178896,-0.5464250,-107.938,261.332,-1417.845,0.3233478,3,OK,-107.874,261.239,-1417.921,OK,-185.381,303.112,-1457.356,OK,-143.945,321.278,-1361.142,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,1019167372,1784211731.468482755,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Passive Strays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
