Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095438,1780410523.968668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095438,1780410523.968668790,1,OK,0.6732469,-0.0162030,-0.0512158,-0.7374639,267.861,-31.991,-1808.449,0.1664089,3,OK,267.803,-32.077,-1808.443,OK,181.550,9.916,-1816.464,OK,276.351,57.133,-1816.791,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095438,1780410523.968668790,1,OK,0.9077739,0.0559930,0.3938256,-0.1330893,49.254,-85.533,-1762.555,0.4808282,3,OK,49.638,-85.522,-1762.944,OK,34.020,2.860,-1720.249,OK,-12.084,-66.929,-1694.109,Passive Strays,791095438,1780410523.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.871,526.797,-2501.360
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095441,1780410524.018668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095441,1780410524.018668790,1,OK,0.6732172,-0.0167336,-0.0517625,-0.7374410,267.879,-31.981,-1808.430,0.1684917,3,OK,267.818,-32.066,-1808.425,OK,181.570,9.914,-1816.505,OK,276.377,57.130,-1816.909,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095441,1780410524.018668790,1,OK,0.9077792,0.0561580,0.3937645,-0.1331643,49.267,-85.533,-1762.583,0.4733086,3,OK,49.646,-85.530,-1762.970,OK,34.044,2.856,-1720.252,OK,-12.064,-66.921,-1694.153,Passive Strays,791095441,1780410524.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.933,526.885,-2501.428
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095444,1780410524.068668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095444,1780410524.068668790,1,OK,0.6732145,-0.0166230,-0.0517757,-0.7374450,267.879,-31.972,-1808.420,0.1724482,3,OK,267.822,-32.058,-1808.414,OK,181.562,9.923,-1816.506,OK,276.383,57.143,-1816.886,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095444,1780410524.068668790,1,OK,0.9077159,0.0564762,0.3938934,-0.1330801,49.260,-85.512,-1762.633,0.4957301,3,OK,49.660,-85.537,-1763.050,OK,34.043,2.861,-1720.224,OK,-12.068,-66.926,-1694.162,Passive Strays,791095444,1780410524.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.973,526.904,-2501.592
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095447,1780410524.118668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095447,1780410524.118668790,1,OK,0.6732631,-0.0164043,-0.0513525,-0.7374351,267.854,-31.973,-1808.479,0.1638119,3,OK,267.802,-32.056,-1808.473,OK,181.534,9.928,-1816.505,OK,276.340,57.141,-1816.864,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095447,1780410524.118668790,1,OK,0.9076120,0.0563337,0.3941846,-0.1329863,49.226,-85.499,-1762.643,0.5223088,3,OK,49.647,-85.520,-1763.081,OK,34.014,2.866,-1720.239,OK,-12.088,-66.919,-1694.109,Passive Strays,791095447,1780410524.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.919,526.850,-2501.522
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095450,1780410524.168668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095450,1780410524.168668790,1,OK,0.6731917,-0.0165230,-0.0520303,-0.7374502,267.834,-31.970,-1808.395,0.1598876,3,OK,267.780,-32.056,-1808.389,OK,181.535,9.934,-1816.534,OK,276.329,57.133,-1816.877,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095450,1780410524.168668790,1,OK,0.9078101,0.0559497,0.3937398,-0.1331142,49.273,-85.524,-1762.555,0.4708847,3,OK,49.648,-85.507,-1762.933,OK,34.034,2.870,-1720.265,OK,-12.068,-66.914,-1694.131,Passive Strays,791095450,1780410524.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.877,526.844,-2501.332
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095453,1780410524.218668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095453,1780410524.218668790,1,OK,0.6732668,-0.0164186,-0.0515667,-0.7374165,267.872,-31.963,-1808.479,0.1696193,3,OK,267.822,-32.059,-1808.472,OK,181.551,9.934,-1816.543,OK,276.356,57.159,-1816.893,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095453,1780410524.218668790,1,OK,0.9077941,0.0562317,0.3937444,-0.1330912,49.289,-85.517,-1762.567,0.4805988,3,OK,49.675,-85.524,-1762.965,OK,34.053,2.869,-1720.217,OK,-12.054,-66.919,-1694.133,Passive Strays,791095453,1780410524.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.887,526.851,-2501.364
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095456,1780410524.268668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095456,1780410524.268668790,1,OK,0.6732673,-0.0160678,-0.0519450,-0.7373972,267.862,-31.953,-1808.430,0.1661964,3,OK,267.804,-32.031,-1808.425,OK,181.549,9.929,-1816.585,OK,276.354,57.159,-1816.842,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095456,1780410524.268668790,1,OK,0.9077553,0.0560341,0.3938486,-0.1331307,49.286,-85.530,-1762.533,0.4742143,3,OK,49.664,-85.518,-1762.917,OK,34.064,2.862,-1720.223,OK,-12.042,-66.925,-1694.090,Passive Strays,791095456,1780410524.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.913,526.857,-2501.508
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095459,1780410524.318668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095459,1780410524.318668790,1,OK,0.6732013,-0.0164027,-0.0517992,-0.7374604,267.848,-31.971,-1808.428,0.1617024,3,OK,267.788,-32.051,-1808.423,OK,181.548,9.932,-1816.533,OK,276.345,57.137,-1816.866,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095459,1780410524.318668790,1,OK,0.9076374,0.0564224,0.3940636,-0.1331342,49.265,-85.520,-1762.575,0.5032417,3,OK,49.670,-85.538,-1762.996,OK,34.071,2.847,-1720.172,OK,-12.041,-66.922,-1694.075,Passive Strays,791095459,1780410524.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.858,526.851,-2501.407
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095462,1780410524.368668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095462,1780410524.368668790,1,OK,0.6732355,-0.0168471,-0.0520756,-0.7373996,267.879,-31.961,-1808.417,0.1670521,3,OK,267.826,-32.051,-1808.410,OK,181.564,9.927,-1816.541,OK,276.369,57.146,-1816.948,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095462,1780410524.368668790,1,OK,0.9076405,0.0564193,0.3940634,-0.1331148,49.297,-85.518,-1762.522,0.4915766,3,OK,49.693,-85.540,-1762.936,OK,34.100,2.860,-1720.117,OK,-12.003,-66.930,-1694.032,Passive Strays,791095462,1780410524.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.862,526.834,-2501.315
4,Port 0x01: JJH Probe  s/n:3E4C880C,791095465,1780410524.418668790,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791095465,1780410524.418668790,1,OK,0.6732593,-0.0167030,-0.0519213,-0.7373921,267.896,-31.960,-1808.457,0.1661839,3,OK,267.845,-32.052,-1808.450,OK,181.579,9.929,-1816.563,OK,276.379,57.150,-1816.951,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791095465,1780410524.418668790,1,OK,0.9075665,0.0559098,0.3943014,-0.1331297,49.324,-85.541,-1762.504,0.5098600,3,OK,49.732,-85.539,-1762.922,OK,34.136,2.855,-1720.185,OK,-11.967,-66.928,-1693.967,Passive Strays,791095465,1780410524.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.955,526.904,-2501.555
