Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896817,1780407213.618654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896817,1780407213.618654949,1,OK,0.6974132,0.0678855,0.0322791,-0.7127163,251.792,-38.085,-1774.525,0.2007381,3,OK,251.694,-38.153,-1774.540,OK,162.569,-1.955,-1774.053,OK,253.589,50.926,-1761.764,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896817,1780407213.618654949,1,OK,0.8338958,0.0290299,0.5358024,-0.1291930,74.074,-88.216,-1708.100,0.4319727,3,OK,74.274,-88.052,-1708.446,OK,70.981,-0.178,-1662.852,OK,37.324,-70.873,-1623.683,Passive Strays,790896817,1780407213.618,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896820,1780407213.668654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896820,1780407213.668654949,1,OK,0.6974094,0.0679788,0.0314319,-0.7127489,251.797,-38.092,-1774.362,0.2026394,3,OK,251.694,-38.156,-1774.377,OK,162.582,-1.950,-1774.046,OK,253.596,50.933,-1761.694,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896820,1780407213.668654949,1,OK,0.8339732,0.0287093,0.5356688,-0.1293191,74.104,-88.241,-1708.078,0.4181514,3,OK,74.294,-88.057,-1708.392,OK,70.997,-0.169,-1662.911,OK,37.335,-70.866,-1623.695,Passive Strays,790896820,1780407213.668,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896823,1780407213.718654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896823,1780407213.718654949,1,OK,0.6974195,0.0680564,0.0321363,-0.7127002,251.820,-38.084,-1774.489,0.1954408,3,OK,251.727,-38.157,-1774.505,OK,162.602,-1.946,-1774.054,OK,253.603,50.927,-1761.725,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896823,1780407213.718654949,1,OK,0.8339196,0.0287263,0.5357715,-0.1292355,74.114,-88.238,-1708.111,0.4332808,3,OK,74.313,-88.060,-1708.449,OK,71.007,-0.171,-1662.929,OK,37.352,-70.875,-1623.696,Passive Strays,790896823,1780407213.718,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896826,1780407213.768654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896826,1780407213.768654949,1,OK,0.6974050,0.0678944,0.0317396,-0.7127477,251.796,-38.077,-1774.467,0.1941939,3,OK,251.708,-38.148,-1774.482,OK,162.576,-1.927,-1774.089,OK,253.588,50.939,-1761.773,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896826,1780407213.768654949,1,OK,0.8339544,0.0290189,0.5357072,-0.1292122,74.080,-88.212,-1708.092,0.4258377,3,OK,74.277,-88.048,-1708.430,OK,70.976,-0.172,-1662.848,OK,37.317,-70.862,-1623.694,Passive Strays,790896826,1780407213.768,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896829,1780407213.818654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896829,1780407213.818654949,1,OK,0.6974211,0.0679632,0.0319810,-0.7127145,251.826,-38.051,-1774.497,0.1993487,3,OK,251.731,-38.129,-1774.513,OK,162.609,-1.912,-1774.082,OK,253.613,50.970,-1761.763,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896829,1780407213.818654949,1,OK,0.8339863,0.0289745,0.5356626,-0.1292008,74.115,-88.217,-1708.119,0.4174905,3,OK,74.307,-88.053,-1708.448,OK,71.001,-0.171,-1662.881,OK,37.347,-70.865,-1623.736,Passive Strays,790896829,1780407213.818,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896832,1780407213.868654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896832,1780407213.868654949,1,OK,0.6974047,0.0683326,0.0321167,-0.7126892,251.814,-38.056,-1774.547,0.1971747,3,OK,251.716,-38.129,-1774.562,OK,162.601,-1.919,-1774.136,OK,253.595,50.951,-1761.749,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896832,1780407213.868654949,1,OK,0.8340576,0.0283377,0.5355274,-0.1294426,74.112,-88.263,-1708.016,0.3983989,3,OK,74.281,-88.038,-1708.269,OK,70.987,-0.169,-1662.946,OK,37.331,-70.857,-1623.689,Passive Strays,790896832,1780407213.868,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896835,1780407213.918654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896835,1780407213.918654949,1,OK,0.6974028,0.0683360,0.0321574,-0.7126889,251.792,-38.046,-1774.532,0.2051345,3,OK,251.688,-38.118,-1774.548,OK,162.574,-1.916,-1774.116,OK,253.582,50.967,-1761.728,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896835,1780407213.918654949,1,OK,0.8340120,0.0289217,0.5356172,-0.1292356,74.079,-88.215,-1708.087,0.4077227,3,OK,74.265,-88.044,-1708.399,OK,70.961,-0.167,-1662.865,OK,37.309,-70.857,-1623.724,Passive Strays,790896835,1780407213.918,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896838,1780407213.968654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896838,1780407213.968654949,1,OK,0.6974196,0.0682913,0.0317561,-0.7126947,251.852,-38.064,-1774.516,0.1954312,3,OK,251.760,-38.142,-1774.532,OK,162.636,-1.919,-1774.165,OK,253.626,50.952,-1761.768,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896838,1780407213.968654949,1,OK,0.8339747,0.0292923,0.5356771,-0.1291441,74.126,-88.202,-1708.128,0.4154375,3,OK,74.321,-88.067,-1708.475,OK,71.021,-0.175,-1662.813,OK,37.366,-70.870,-1623.744,Passive Strays,790896838,1780407213.968,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896841,1780407214.018654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896841,1780407214.018654949,1,OK,0.6973827,0.0678387,0.0318319,-0.7127706,251.803,-38.061,-1774.532,0.2013998,3,OK,251.699,-38.131,-1774.547,OK,162.595,-1.915,-1774.134,OK,253.606,50.963,-1761.832,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896841,1780407214.018654949,1,OK,0.8339793,0.0287588,0.5356712,-0.1292590,74.090,-88.231,-1708.052,0.4267561,3,OK,74.284,-88.046,-1708.375,OK,70.975,-0.173,-1662.870,OK,37.316,-70.863,-1623.659,Passive Strays,790896841,1780407214.018,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790896844,1780407214.068654949,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790896844,1780407214.068654949,1,OK,0.6973919,0.0682757,0.0320147,-0.7127117,251.802,-38.046,-1774.527,0.1975302,3,OK,251.704,-38.118,-1774.542,OK,162.589,-1.905,-1774.130,OK,253.589,50.963,-1761.749,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790896844,1780407214.068654949,1,OK,0.8340375,0.0289635,0.5355607,-0.1292951,74.094,-88.224,-1708.109,0.3988166,3,OK,74.276,-88.061,-1708.418,OK,70.982,-0.164,-1662.883,OK,37.319,-70.862,-1623.760,Passive Strays,790896844,1780407214.068,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
