Number of frames: 3169
Frequency: 100
Units: mm

Frame,Isabelle Biomech 4 LED Stylus Calibrati q0,Isabelle Biomech 4 LED Stylus Calibrati qx,Isabelle Biomech 4 LED Stylus Calibrati qy,Isabelle Biomech 4 LED Stylus Calibrati qz,Isabelle Biomech 4 LED Stylus Calibrati x,Isabelle Biomech 4 LED Stylus Calibrati y,Isabelle Biomech 4 LED Stylus Calibrati z,Isabelle Biomech 4 LED Stylus Calibrati Error,Tibia q0,Tibia qx,Tibia qy,Tibia qz,Tibia x,Tibia y,Tibia z,Tibia Error,Patella q0,Patella qx,Patella qy,Patella qz,Patella x,Patella y,Patella z,Patella Error,Femur q0,Femur qx,Femur qy,Femur qz,Femur x,Femur y,Femur z,Femur Error
1,,,,,,,,,-0.165453598,-0.569609106,0.751417756,-0.289036244,55.779006958,-87.832412720,-2685.207519531,0.090242386,-0.187537178,0.068571247,0.969723046,-0.140588135,121.470970154,37.050830841,-2650.672119141,0.236276031,0.009365509,-0.673223615,0.731680810,-0.106421113,96.068214417,125.878593445,-2704.761230469,0.177045196,
2,,,,,,,,,-0.165574491,-0.569155753,0.751847684,-0.288741887,55.636688232,-87.911949158,-2685.170166016,0.089378566,-0.187564120,0.068922594,0.969707310,-0.140488848,121.444328308,36.921329498,-2650.656494141,0.236573443,0.009566757,-0.673158169,0.731756389,-0.106297508,96.046852112,125.858566284,-2704.772216797,0.177660421,
3,,,,,,,,,-0.165591389,-0.568530023,0.752283752,-0.288829118,55.471160889,-87.999504089,-2685.111083984,0.088167898,-0.187281787,0.069425799,0.969778955,-0.140122712,121.421730042,36.769767761,-2650.633300781,0.241406992,0.009561756,-0.673072994,0.731816530,-0.106423274,96.032722473,125.837440491,-2704.775390625,0.177000999,
4,,,,,,,,,-0.165375277,-0.567939043,0.752701283,-0.289027721,55.306114197,-88.091987610,-2685.038818359,0.085191324,-0.186993361,0.069918856,0.969843805,-0.139813662,121.403221130,36.604766846,-2650.598632813,0.244142681,0.009588492,-0.673046410,0.731875122,-0.106185451,96.014778137,125.823234558,-2704.779052734,0.177543163,
5,,,,,,,,,-0.164577469,-0.567383707,0.753160834,-0.289376557,55.121639252,-88.187698364,-2684.960693359,0.085825503,-0.186928466,0.070446439,0.969842136,-0.139647052,121.374244690,36.434520721,-2650.550781250,0.243551701,0.009768949,-0.672980189,0.731928647,-0.106220186,95.993179321,125.809204102,-2704.784179688,0.178105772,
6,,,,,,,,,-0.163597539,-0.566864491,0.753679752,-0.289598644,54.948959351,-88.286140442,-2684.880371094,0.088028252,-0.187216535,0.070891663,0.969772696,-0.139518067,121.351867676,36.255733490,-2650.487060547,0.240865156,0.009503046,-0.672858775,0.732000113,-0.106520504,95.970428467,125.793632507,-2704.782958984,0.177038684,
7,,,,,,,,,-0.162697315,-0.566141248,0.754252672,-0.290028512,54.766716003,-88.390304565,-2684.805664063,0.090514563,-0.187451869,0.071452551,0.969706476,-0.139376238,121.337104797,36.070415497,-2650.427490234,0.237880185,0.009589634,-0.672836363,0.732062638,-0.106224060,95.960296631,125.779579163,-2704.783691406,0.177663162,
8,,,,,,,,,-0.162573978,-0.565372586,0.754694939,-0.290446401,54.598407745,-88.500808716,-2684.740234375,0.088532329,-0.187267751,0.072076209,0.969737887,-0.139083758,121.323509216,35.878459930,-2650.361816406,0.240927249,0.009462673,-0.672757745,0.732079268,-0.106618211,95.945816040,125.763122559,-2704.779785156,0.175164506,
9,,,,,,,,,-0.163112655,-0.564732909,0.755034268,-0.290506840,54.416332245,-88.615859985,-2684.665527344,0.086212151,-0.186920479,0.072761834,0.969808638,-0.138699979,121.306388855,35.679073334,-2650.288818359,0.243714213,0.009422527,-0.672689378,0.732155323,-0.106530696,95.937614441,125.750068665,-2704.777832031,0.177190289,
10,,,,,,,,,-0.163233578,-0.564015210,0.755496681,-0.290631026,54.226863861,-88.735961914,-2684.586914063,0.084152125,-0.187271312,0.073262267,0.969729841,-0.138514131,121.284416199,35.471118927,-2650.206054688,0.239020795,0.009711310,-0.672644198,0.732207298,-0.106432758,95.917121887,125.737266541,-2704.776855469,0.176251590,
11,,,,,,,,,-0.162597716,-0.563270092,0.756166935,-0.290689498,54.016868591,-88.862434387,-2684.493652344,0.085192323,-0.187226802,0.074007683,0.969742060,-0.138091549,121.262237549,35.244293213,-2650.114990234,0.239580795,0.009646882,-0.672648251,0.732188523,-0.106542021,95.908256531,125.727035522,-2704.776123047,0.177595764,
12,,,,,,,,,-0.161227837,-0.562485933,0.756941617,-0.290954560,53.793685913,-88.995193481,-2684.381103516,0.086768650,-0.187045798,0.074819468,0.969731033,-0.137976900,121.232147217,34.997760773,-2650.016601563,0.240057915,0.009670696,-0.672546446,0.732280791,-0.106548734,95.885025024,125.713279724,-2704.781005859,0.176622927,
13,,,,,,,,,-0.160458058,-0.561589599,0.757644176,-0.291282713,53.555103302,-89.134712219,-2684.270263672,0.088940635,-0.187217414,0.075641029,0.969644248,-0.137906268,121.202522278,34.727371216,-2649.909179688,0.234912887,0.009413244,-0.672489822,0.732312620,-0.106710240,95.875404358,125.693672180,-2704.784179688,0.177212358,
14,,,,,,,,,-0.160564914,-0.560503960,0.758242667,-0.291757196,53.300434113,-89.283401489,-2684.169189453,0.086376354,-0.186800852,0.076449119,0.969788611,-0.137007475,121.167922974,34.441413879,-2649.807617188,0.238502637,0.009367100,-0.672410131,0.732399642,-0.106618673,95.850906372,125.675765991,-2704.795410156,0.175775424,
15,,,,,,,,,-0.160930052,-0.559435606,0.758766890,-0.292243332,53.041080475,-89.443016052,-2684.075439453,0.080479167,-0.186655954,0.077455029,0.969830215,-0.136343807,121.137077332,34.148040771,-2649.702148438,0.240187392,0.009417592,-0.672326148,0.732470930,-0.106654346,95.837448120,125.655311584,-2704.799072266,0.177598715,
16,,,,,,,,,-0.160484821,-0.558540106,0.759552419,-0.292160422,52.771667480,-89.608222961,-2683.965332031,0.083283618,-0.186913550,0.078369692,0.969678342,-0.136548236,121.099830627,33.840797424,-2649.585449219,0.233743683,0.009343263,-0.672233462,0.732543766,-0.106744938,95.813865662,125.635490417,-2704.801757813,0.176457927,
17,,,,,,,,,-0.159157053,-0.557590127,0.760440350,-0.292391449,52.505496979,-89.772994995,-2683.845458984,0.086536631,-0.186756656,0.079277799,0.969740808,-0.135793015,121.068107605,33.524734497,-2649.468505859,0.235979572,0.009136152,-0.672209203,0.732591212,-0.106589638,95.800926208,125.615028381,-2704.811035156,0.176694676,
18,,,,,,,,,-0.157945603,-0.556611359,0.761090159,-0.293221354,52.230697632,-89.931953430,-2683.732421875,0.085133769,-0.186652064,0.080250315,0.969709218,-0.135591045,121.035736084,33.207145691,-2649.352783203,0.234747872,0.009169301,-0.672164798,0.732663274,-0.106371649,95.781463623,125.598426819,-2704.821533203,0.177406177,
