Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751961,1781271466.018627573,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751961,1781271466.018627573,1,OK,0.9052835,0.4041491,0.1246212,-0.0399355,95.256,223.366,-1695.419,0.3303427,3,OK,95.498,223.303,-1695.565,OK,46.457,162.392,-1751.141,OK,8.418,220.634,-1672.432,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751961,1781271466.018627573,1,OK,0.7686881,-0.6138677,-0.0802147,-0.1607816,78.324,-265.310,-1501.990,1.0269495,3,OK,78.792,-265.591,-1500.970,OK,51.516,-240.683,-1595.756,OK,-9.297,-251.467,-1531.674,Passive Strays,842751961,1781271466.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.565,489.110,-2098.467,OK,362.692,418.607,-2098.765,OK,345.228,459.255,-2152.188,OK,142.435,16.589,-1688.746,OK,133.212,-53.474,-1687.351,OK,122.601,-130.200,-1691.703,OK,113.402,-196.941,-1687.677
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751964,1781271466.068627573,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751964,1781271466.068627573,1,OK,0.9053616,0.4041000,0.1242167,-0.0399218,95.261,223.383,-1695.394,0.3323619,3,OK,95.509,223.340,-1695.518,OK,46.462,162.409,-1751.138,OK,8.426,220.665,-1672.495,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751964,1781271466.068627573,1,OK,0.7686601,-0.6139454,-0.0799629,-0.1607441,78.350,-265.297,-1502.006,1.0364240,3,OK,78.807,-265.577,-1500.990,OK,51.527,-240.666,-1595.785,OK,-9.290,-251.439,-1531.626,Passive Strays,842751964,1781271466.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.567,489.151,-2098.505,OK,362.695,418.604,-2098.706,OK,345.227,459.269,-2152.127,OK,142.443,16.610,-1688.781,OK,133.212,-53.453,-1687.298,OK,122.603,-130.179,-1691.687,OK,113.409,-196.922,-1687.736
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751967,1781271466.118627573,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751967,1781271466.118627573,1,OK,0.9052947,0.4041816,0.1244507,-0.0398838,95.257,223.381,-1695.377,0.3215390,3,OK,95.501,223.335,-1695.504,OK,46.460,162.400,-1751.129,OK,8.427,220.649,-1672.429,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751967,1781271466.118627573,1,OK,0.7686434,-0.6139785,-0.0799843,-0.1606867,78.364,-265.247,-1501.933,1.0232882,3,OK,78.818,-265.523,-1500.931,OK,51.535,-240.631,-1595.696,OK,-9.276,-251.399,-1531.554,Passive Strays,842751967,1781271466.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.556,489.145,-2098.454,OK,362.691,418.621,-2098.808,OK,345.215,459.266,-2152.065,OK,142.433,16.601,-1688.703,OK,133.220,-53.450,-1687.292,OK,122.618,-130.186,-1691.673,OK,113.425,-196.910,-1687.588
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751970,1781271466.168627573,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751970,1781271466.168627573,1,OK,0.9053528,0.4039766,0.1246807,-0.0399230,95.256,223.379,-1695.391,0.3334360,3,OK,95.504,223.320,-1695.534,OK,46.454,162.380,-1751.084,OK,8.422,220.640,-1672.400,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751970,1781271466.168627573,1,OK,0.7684384,-0.6142293,-0.0800288,-0.1606864,78.393,-265.195,-1501.846,1.0465114,3,OK,78.849,-265.476,-1500.819,OK,51.566,-240.631,-1595.657,OK,-9.248,-251.364,-1531.469,Passive Strays,842751970,1781271466.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.555,489.139,-2098.519,OK,362.705,418.622,-2098.869,OK,345.220,459.258,-2152.112,OK,142.454,16.604,-1688.687,OK,133.244,-53.457,-1687.237,OK,122.634,-130.182,-1691.524,OK,113.470,-196.916,-1687.519
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751973,1781271466.218627573,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751973,1781271466.218627573,1,OK,0.9053746,0.4039117,0.1247519,-0.0398636,95.251,223.385,-1695.353,0.3234650,3,OK,95.497,223.335,-1695.485,OK,46.451,162.360,-1751.046,OK,8.427,220.637,-1672.353,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751973,1781271466.218627573,1,OK,0.7683911,-0.6143167,-0.0799854,-0.1606000,78.445,-265.127,-1501.638,1.0125991,3,OK,78.888,-265.397,-1500.655,OK,51.615,-240.593,-1595.408,OK,-9.203,-251.307,-1531.243,Passive Strays,842751973,1781271466.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.565,489.141,-2098.497,OK,362.688,418.610,-2098.829,OK,345.213,459.239,-2152.031,OK,142.467,16.595,-1688.587,OK,133.271,-53.457,-1687.111,OK,122.678,-130.177,-1691.415,OK,113.519,-196.920,-1687.315
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751976,1781271466.268627573,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751976,1781271466.268627573,1,OK,0.9055604,0.4034491,0.1248756,-0.0399414,95.241,223.396,-1695.423,0.3524542,3,OK,95.494,223.333,-1695.573,OK,46.431,162.340,-1751.009,OK,8.414,220.647,-1672.412,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751976,1781271466.268627573,1,OK,0.7680874,-0.6146992,-0.0802706,-0.1604470,78.511,-264.977,-1501.442,1.0449965,3,OK,78.959,-265.254,-1500.421,OK,51.678,-240.545,-1595.287,OK,-9.135,-251.227,-1531.072,Passive Strays,842751976,1781271466.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.559,489.134,-2098.413,OK,362.666,418.589,-2098.722,OK,345.197,459.228,-2151.980,OK,142.491,16.600,-1688.482,OK,133.299,-53.452,-1686.951,OK,122.728,-130.175,-1691.233,OK,113.577,-196.925,-1687.118
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751979,1781271466.318627572,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751979,1781271466.318627572,1,OK,0.9055579,0.4034252,0.1249795,-0.0399154,95.225,223.381,-1695.360,0.3331261,3,OK,95.472,223.324,-1695.500,OK,46.416,162.298,-1750.957,OK,8.408,220.631,-1672.323,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751979,1781271466.318627572,1,OK,0.7677422,-0.6151840,-0.0804593,-0.1601462,78.593,-264.754,-1501.201,1.0366178,3,OK,79.043,-265.028,-1500.190,OK,51.733,-240.459,-1595.060,OK,-9.068,-251.086,-1530.836,Passive Strays,842751979,1781271466.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.561,489.145,-2098.488,OK,362.660,418.580,-2098.728,OK,345.223,459.260,-2152.091,OK,142.526,16.600,-1688.469,OK,133.346,-53.444,-1686.786,OK,122.784,-130.193,-1691.013,OK,113.648,-196.948,-1686.910
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751982,1781271466.368627572,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751982,1781271466.368627572,1,OK,0.9055726,0.4033161,0.1252104,-0.0399589,95.214,223.376,-1695.272,0.3215140,3,OK,95.452,223.329,-1695.399,OK,46.379,162.265,-1750.844,OK,8.424,220.621,-1672.198,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751982,1781271466.368627572,1,OK,0.7671385,-0.6159667,-0.0808272,-0.1598455,78.657,-264.387,-1501.022,1.0457104,3,OK,79.108,-264.661,-1499.998,OK,51.782,-240.302,-1594.944,OK,-9.011,-250.834,-1530.688,Passive Strays,842751982,1781271466.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.562,489.150,-2098.530,OK,362.677,418.607,-2098.802,OK,345.194,459.250,-2152.063,OK,142.554,16.601,-1688.304,OK,133.390,-53.456,-1686.605,OK,122.825,-130.191,-1690.810,OK,113.718,-196.941,-1686.734
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751985,1781271466.418627572,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751985,1781271466.418627572,1,OK,0.9056611,0.4030110,0.1255298,-0.0400288,95.203,223.377,-1695.232,0.3389239,3,OK,95.455,223.323,-1695.371,OK,46.349,162.235,-1750.721,OK,8.411,220.611,-1672.103,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751985,1781271466.418627572,1,OK,0.7664149,-0.6169591,-0.0812034,-0.1592972,78.694,-263.912,-1500.970,1.0449426,3,OK,79.137,-264.180,-1499.954,OK,51.781,-240.098,-1594.952,OK,-8.996,-250.519,-1530.633,Passive Strays,842751985,1781271466.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.539,489.128,-2098.420,OK,362.686,418.620,-2098.854,OK,345.200,459.259,-2152.056,OK,142.571,16.605,-1688.212,OK,133.420,-53.460,-1686.556,OK,122.861,-130.186,-1690.692,OK,113.748,-196.932,-1686.569
4,Port 0x01: JJH Probe  s/n:3E4C880C,842751988,1781271466.468627572,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842751988,1781271466.468627572,1,OK,0.9056297,0.4029904,0.1257925,-0.0401221,95.207,223.355,-1695.195,0.3480208,3,OK,95.454,223.294,-1695.340,OK,46.326,162.223,-1750.641,OK,8.433,220.579,-1672.026,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842751988,1781271466.468627572,1,OK,0.7655221,-0.6180858,-0.0818927,-0.1588695,78.679,-263.342,-1501.032,1.0493551,3,OK,79.138,-263.613,-1499.995,OK,51.747,-239.849,-1595.092,OK,-9.007,-250.129,-1530.789,Passive Strays,842751988,1781271466.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,365.543,489.120,-2098.408,OK,362.684,418.605,-2098.824,OK,345.201,459.254,-2152.070,OK,142.579,16.599,-1688.216,OK,133.428,-53.444,-1686.495,OK,122.881,-130.191,-1690.733,OK,113.761,-196.936,-1686.557
