Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936041,1781274534.018531642,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936041,1781274534.018531642,1,OK,0.9202095,-0.3388120,0.1374635,-0.1397306,86.475,135.245,-1825.728,0.8859080,3,OK,86.021,134.584,-1824.984,OK,40.588,82.076,-1761.486,OK,3.521,166.799,-1811.563,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936041,1781274534.018531642,1,OK,0.7525830,-0.6349867,-0.0869503,-0.1511632,78.257,-255.233,-1505.007,1.1882164,3,OK,78.714,-255.476,-1503.826,OK,50.619,-236.235,-1600.087,OK,-9.711,-244.348,-1534.786,Passive Strays,842936041,1781274534.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,Saturated,365.942,490.079,-2102.947,Saturated,362.497,419.258,-2101.206,Possible Phantom,344.943,459.720,-2152.128,Possible Phantom,308.337,386.826,-1933.439,OK,138.436,28.480,-1692.658,OK,135.581,-41.032,-1680.291,OK,128.982,-119.895,-1675.622,OK,123.125,-190.756,-1676.419
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936044,1781274534.068531642,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936044,1781274534.068531642,1,OK,0.9204008,-0.3383710,0.1372645,-0.1397351,86.499,135.248,-1825.701,0.9225242,3,OK,86.043,134.556,-1824.933,OK,40.592,82.063,-1761.571,OK,3.525,166.772,-1811.538,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936044,1781274534.068531642,1,OK,0.7519839,-0.6357377,-0.0872515,-0.1508142,78.275,-254.869,-1505.108,1.1561635,3,OK,78.733,-255.103,-1503.965,OK,50.623,-236.091,-1600.179,OK,-9.711,-244.096,-1534.909,Passive Strays,842936044,1781274534.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,Saturated,365.948,490.055,-2102.950,Saturated,362.522,419.265,-2101.274,Possible Phantom,344.976,459.728,-2152.227,Possible Phantom,308.358,386.802,-1933.432,OK,138.445,28.510,-1692.815,OK,135.580,-41.003,-1680.416,OK,128.935,-119.851,-1675.706,OK,123.105,-190.757,-1676.547
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936047,1781274534.118531642,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936047,1781274534.118531642,1,OK,0.9203113,-0.3386277,0.1371558,-0.1398098,86.509,135.257,-1825.705,0.9096796,3,OK,86.050,134.576,-1824.945,OK,40.589,82.091,-1761.535,OK,3.537,166.799,-1811.582,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936047,1781274534.118531642,1,OK,0.7514837,-0.6363853,-0.0873653,-0.1505102,78.283,-254.577,-1505.141,1.1846033,3,OK,78.731,-254.811,-1503.979,OK,50.607,-235.962,-1600.282,OK,-9.720,-243.889,-1534.904,Passive Strays,842936047,1781274534.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,Saturated,365.951,490.072,-2102.982,Saturated,362.514,419.255,-2101.203,Possible Phantom,344.950,459.705,-2152.104,Possible Phantom,308.341,386.803,-1933.392,OK,138.426,28.556,-1692.761,OK,135.548,-40.942,-1680.472,OK,128.885,-119.793,-1675.751,OK,123.078,-190.708,-1676.514
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936050,1781274534.168531642,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936050,1781274534.168531642,1,OK,0.9200551,-0.3394098,0.1369038,-0.1398463,86.512,135.243,-1825.719,0.8624796,3,OK,86.049,134.601,-1824.986,OK,40.590,82.095,-1761.404,OK,3.535,166.829,-1811.702,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936050,1781274534.168531642,1,OK,0.7513909,-0.6364873,-0.0875502,-0.1504346,78.268,-254.497,-1505.176,1.1627387,3,OK,78.723,-254.728,-1504.028,OK,50.592,-235.928,-1600.292,OK,-9.730,-243.842,-1534.978,Passive Strays,842936050,1781274534.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.939,490.060,-2102.896,Saturated,362.512,419.262,-2101.207,Possible Phantom,344.957,459.723,-2152.137,Possible Phantom,308.346,386.807,-1933.382,OK,138.427,28.569,-1692.853,OK,135.540,-40.933,-1680.571,OK,128.875,-119.786,-1675.833,OK,123.077,-190.682,-1676.617
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936053,1781274534.218531641,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936053,1781274534.218531641,1,OK,0.9201766,-0.3386087,0.1380956,-0.1398168,86.477,135.251,-1825.784,0.8769019,3,OK,86.054,134.591,-1825.056,OK,40.602,82.101,-1761.527,OK,3.547,166.831,-1811.494,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936053,1781274534.218531641,1,OK,0.7514465,-0.6363727,-0.0877256,-0.1505395,78.239,-254.554,-1505.175,1.1802936,3,OK,78.707,-254.792,-1503.996,OK,50.581,-235.964,-1600.315,OK,-9.741,-243.900,-1535.026,Passive Strays,842936053,1781274534.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,Saturated,365.928,490.040,-2102.855,Saturated,362.518,419.250,-2101.193,Possible Phantom,344.955,459.697,-2152.091,Possible Phantom,308.358,386.809,-1933.419,OK,138.427,28.544,-1692.839,OK,135.541,-40.936,-1680.496,OK,128.873,-119.806,-1675.855,OK,123.074,-190.692,-1676.612
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936056,1781274534.268531642,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936056,1781274534.268531642,1,OK,0.9202265,-0.3387340,0.1373838,-0.1398862,86.500,135.246,-1825.735,0.9018729,3,OK,86.040,134.571,-1824.978,OK,40.593,82.091,-1761.522,OK,3.541,166.827,-1811.591,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936056,1781274534.268531642,1,OK,0.7515556,-0.6362842,-0.0874414,-0.1505343,78.257,-254.625,-1505.175,1.1733977,3,OK,78.706,-254.858,-1504.017,OK,50.585,-235.993,-1600.299,OK,-9.733,-243.937,-1534.962,Passive Strays,842936056,1781274534.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,Saturated,365.942,490.049,-2102.893,Saturated,362.504,419.243,-2101.118,Possible Phantom,344.974,459.710,-2152.168,Possible Phantom,308.371,386.813,-1933.461,OK,138.420,28.544,-1692.804,OK,135.523,-40.954,-1680.476,OK,128.873,-119.818,-1675.755,OK,123.082,-190.718,-1676.618
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936059,1781274534.318531642,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936059,1781274534.318531642,1,OK,0.9202638,-0.3387209,0.1371954,-0.1398572,86.520,135.270,-1825.685,0.9091006,3,OK,86.059,134.590,-1824.924,OK,40.602,82.118,-1761.498,OK,3.553,166.827,-1811.565,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936059,1781274534.318531642,1,OK,0.7517146,-0.6360621,-0.0875953,-0.1505898,78.256,-254.690,-1505.128,1.1757144,3,OK,78.722,-254.928,-1503.957,OK,50.596,-236.017,-1600.244,OK,-9.729,-244.001,-1534.960,Passive Strays,842936059,1781274534.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.949,490.050,-2102.879,Saturated,362.510,419.246,-2101.138,Possible Phantom,344.987,459.712,-2152.153,Possible Phantom,308.373,386.803,-1933.416,OK,138.438,28.545,-1692.897,OK,135.553,-40.962,-1680.443,OK,128.899,-119.813,-1675.786,OK,123.105,-190.711,-1676.616
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936062,1781274534.368531642,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936062,1781274534.368531642,1,OK,0.9201700,-0.3388163,0.1375729,-0.1398728,86.495,135.247,-1825.732,0.8798622,3,OK,86.056,134.589,-1824.997,OK,40.584,82.109,-1761.485,OK,3.550,166.817,-1811.546,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936062,1781274534.368531642,1,OK,0.7518341,-0.6358761,-0.0876327,-0.1507567,78.237,-254.790,-1505.167,1.1888146,3,OK,78.711,-255.033,-1503.976,OK,50.598,-236.067,-1600.297,OK,-9.734,-244.075,-1535.027,Passive Strays,842936062,1781274534.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,Saturated,365.952,490.067,-2102.937,Saturated,362.516,419.244,-2101.138,Possible Phantom,344.985,459.712,-2152.144,Possible Phantom,308.368,386.804,-1933.411,OK,138.425,28.525,-1692.798,OK,135.540,-40.979,-1680.462,OK,128.898,-119.837,-1675.789,OK,123.098,-190.736,-1676.623
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936065,1781274534.418531642,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936065,1781274534.418531642,1,OK,0.9203107,-0.3386035,0.1371309,-0.1398966,86.523,135.265,-1825.680,0.9014656,3,OK,86.057,134.594,-1824.923,OK,40.587,82.092,-1761.505,OK,3.562,166.824,-1811.572,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936065,1781274534.418531642,1,OK,0.7520725,-0.6355966,-0.0873565,-0.1509066,78.234,-254.924,-1505.173,1.1814871,3,OK,78.706,-255.165,-1503.993,OK,50.591,-236.111,-1600.274,OK,-9.740,-244.144,-1535.008,Passive Strays,842936065,1781274534.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,Saturated,365.951,490.062,-2102.945,Saturated,362.515,419.245,-2101.155,Possible Phantom,344.967,459.703,-2152.127,Possible Phantom,308.371,386.809,-1933.430,OK,138.418,28.503,-1692.798,OK,135.527,-41.009,-1680.396,OK,128.899,-119.865,-1675.781,OK,123.107,-190.764,-1676.638
4,Port 0x01: JJH Probe  s/n:3E4C880C,842936068,1781274534.468531641,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842936068,1781274534.468531641,1,OK,0.9202405,-0.3387716,0.1373238,-0.1397619,86.505,135.260,-1825.715,0.8843578,3,OK,86.052,134.600,-1824.972,OK,40.601,82.085,-1761.487,OK,3.543,166.813,-1811.574,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842936068,1781274534.468531641,1,OK,0.7523733,-0.6352082,-0.0871606,-0.1511554,78.240,-255.107,-1505.136,1.1671863,3,OK,78.702,-255.347,-1503.972,OK,50.617,-236.183,-1600.203,OK,-9.721,-244.255,-1534.965,Passive Strays,842936068,1781274534.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,Saturated,365.939,490.051,-2102.906,Saturated,362.516,419.247,-2101.177,Possible Phantom,344.974,459.715,-2152.133,Possible Phantom,308.360,386.796,-1933.366,OK,138.418,28.471,-1692.644,OK,135.548,-41.043,-1680.397,OK,128.922,-119.891,-1675.769,OK,123.128,-190.781,-1676.620
