Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929480,1781274424.668539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929480,1781274424.668539543,1,OK,0.9186537,-0.3411031,0.1409851,-0.1408806,85.717,135.049,-1825.061,0.9170084,3,OK,85.260,134.371,-1824.290,OK,40.044,82.418,-1760.302,OK,2.996,167.006,-1810.464,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929480,1781274424.668539543,1,OK,0.7802940,-0.5980371,-0.0742300,-0.1672806,79.011,-272.597,-1498.114,0.9388075,3,OK,79.458,-272.898,-1497.200,OK,52.695,-243.835,-1590.707,OK,-8.378,-256.556,-1527.377,Passive Strays,842929480,1781274424.668,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.918,490.015,-2102.904,Saturated,362.452,419.223,-2101.180,Possible Phantom,344.950,459.684,-2152.168,Possible Phantom,308.334,386.762,-1933.379,OK,140.063,30.775,-1697.120,OK,134.285,-38.788,-1691.825,Saturated,124.794,-117.343,-1689.788,OK,113.220,-187.502,-1688.455
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929483,1781274424.718539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929483,1781274424.718539543,1,OK,0.9186203,-0.3412566,0.1407862,-0.1409248,85.733,135.047,-1825.039,0.9110554,3,OK,85.291,134.366,-1824.273,OK,40.044,82.424,-1760.268,OK,2.987,167.017,-1810.486,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929483,1781274424.718539543,1,OK,0.7803154,-0.5980158,-0.0742196,-0.1672614,79.018,-272.599,-1498.118,0.9309778,3,OK,79.468,-272.898,-1497.210,OK,52.694,-243.835,-1590.694,OK,-8.374,-256.555,-1527.384,Passive Strays,842929483,1781274424.718,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.951,490.048,-2103.022,Saturated,362.448,419.202,-2101.152,Possible Phantom,344.941,459.658,-2152.085,Possible Phantom,308.355,386.786,-1933.445,OK,140.077,30.777,-1697.164,OK,134.288,-38.789,-1691.832,Saturated,124.799,-117.342,-1689.823,OK,113.231,-187.517,-1688.508
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929486,1781274424.768539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929486,1781274424.768539543,1,OK,0.9185695,-0.3415631,0.1403666,-0.1409324,85.742,135.043,-1824.968,0.9041106,3,OK,85.273,134.377,-1824.201,OK,40.034,82.428,-1760.174,OK,2.995,167.004,-1810.511,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929486,1781274424.768539543,1,OK,0.7802527,-0.5980890,-0.0742983,-0.1672574,79.010,-272.587,-1498.101,0.9485689,3,OK,79.460,-272.891,-1497.175,OK,52.695,-243.838,-1590.711,OK,-8.381,-256.558,-1527.371,Passive Strays,842929486,1781274424.768,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.928,490.026,-2102.968,Saturated,362.453,419.213,-2101.174,Possible Phantom,344.950,459.675,-2152.135,Possible Phantom,308.344,386.761,-1933.368,OK,140.067,30.775,-1697.114,OK,134.284,-38.792,-1691.831,Saturated,124.801,-117.341,-1689.822,OK,113.228,-187.517,-1688.476
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929489,1781274424.818539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929489,1781274424.818539543,1,OK,0.9184948,-0.3417735,0.1402408,-0.1410345,85.745,135.022,-1825.048,0.9079258,3,OK,85.264,134.353,-1824.272,OK,40.037,82.418,-1760.227,OK,2.991,167.023,-1810.645,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929489,1781274424.818539543,1,OK,0.7802950,-0.5980503,-0.0741793,-0.1672512,79.008,-272.604,-1498.143,0.9340333,3,OK,79.453,-272.902,-1497.236,OK,52.685,-243.844,-1590.727,OK,-8.385,-256.561,-1527.394,Passive Strays,842929489,1781274424.818,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,Saturated,365.919,490.019,-2102.913,Saturated,362.434,419.203,-2101.129,Possible Phantom,344.945,459.681,-2152.219,Possible Phantom,308.344,386.792,-1933.528,OK,140.065,30.766,-1697.121,OK,134.287,-38.791,-1691.878,Saturated,124.794,-117.345,-1689.808,OK,113.220,-187.508,-1688.506
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929492,1781274424.868539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929492,1781274424.868539543,1,OK,0.9186481,-0.3411424,0.1409189,-0.1408880,85.723,135.049,-1825.075,0.9192076,3,OK,85.269,134.367,-1824.304,OK,40.046,82.424,-1760.319,OK,2.993,167.006,-1810.490,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929492,1781274424.868539543,1,OK,0.7803329,-0.5979921,-0.0741995,-0.1672737,79.015,-272.610,-1498.118,0.9323281,3,OK,79.463,-272.909,-1497.210,OK,52.695,-243.839,-1590.695,OK,-8.377,-256.563,-1527.378,Passive Strays,842929492,1781274424.868,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.925,490.015,-2102.952,Saturated,362.438,419.203,-2101.126,Possible Phantom,344.964,459.690,-2152.229,Possible Phantom,308.354,386.768,-1933.436,OK,140.072,30.772,-1697.166,OK,134.289,-38.796,-1691.862,Saturated,124.791,-117.345,-1689.782,OK,113.238,-187.517,-1688.545
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929495,1781274424.918539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929495,1781274424.918539543,1,OK,0.9186002,-0.3414666,0.1403847,-0.1409480,85.747,135.043,-1825.027,0.9121048,3,OK,85.280,134.368,-1824.255,OK,40.038,82.425,-1760.252,OK,2.996,167.006,-1810.562,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929495,1781274424.918539543,1,OK,0.7803398,-0.5980006,-0.0741433,-0.1672358,79.014,-272.618,-1498.132,0.9234107,3,OK,79.464,-272.914,-1497.235,OK,52.683,-243.850,-1590.692,OK,-8.384,-256.568,-1527.385,Passive Strays,842929495,1781274424.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.936,490.037,-2103.003,Saturated,362.442,419.208,-2101.159,Possible Phantom,344.954,459.680,-2152.224,Possible Phantom,308.356,386.786,-1933.509,OK,140.074,30.770,-1697.149,OK,134.286,-38.798,-1691.885,Saturated,124.798,-117.343,-1689.817,OK,113.230,-187.516,-1688.532
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929498,1781274424.968539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929498,1781274424.968539543,1,OK,0.9185260,-0.3415397,0.1407196,-0.1409204,85.719,135.047,-1825.066,0.8995624,3,OK,85.265,134.379,-1824.305,OK,40.038,82.433,-1760.246,OK,2.978,167.029,-1810.548,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929498,1781274424.968539543,1,OK,0.7802715,-0.5980997,-0.0740948,-0.1672216,79.020,-272.599,-1498.136,0.9370649,3,OK,79.465,-272.897,-1497.230,OK,52.689,-243.844,-1590.723,OK,-8.385,-256.554,-1527.367,Passive Strays,842929498,1781274424.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.914,490.035,-2102.963,Saturated,362.433,419.210,-2101.133,Possible Phantom,344.935,459.673,-2152.135,Possible Phantom,308.334,386.786,-1933.451,OK,140.068,30.775,-1697.120,OK,134.279,-38.789,-1691.819,Saturated,124.787,-117.334,-1689.816,OK,113.230,-187.523,-1688.563
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929501,1781274425.018539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929501,1781274425.018539543,1,OK,0.9187632,-0.3412092,0.1399703,-0.1409213,85.754,135.068,-1824.976,0.9580938,3,OK,85.251,134.362,-1824.162,OK,40.042,82.422,-1760.297,OK,2.980,167.013,-1810.579,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929501,1781274425.018539543,1,OK,0.7803030,-0.5980451,-0.0741253,-0.1672563,79.016,-272.605,-1498.124,0.9330537,3,OK,79.460,-272.902,-1497.221,OK,52.693,-243.841,-1590.705,OK,-8.384,-256.556,-1527.364,Passive Strays,842929501,1781274425.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.929,490.025,-2102.938,Saturated,362.436,419.207,-2101.140,Possible Phantom,344.942,459.662,-2152.117,Possible Phantom,308.350,386.779,-1933.444,OK,140.056,30.770,-1697.064,OK,134.280,-38.797,-1691.836,Saturated,124.799,-117.341,-1689.825,OK,113.224,-187.517,-1688.492
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929504,1781274425.068539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929504,1781274425.068539543,1,OK,0.9186508,-0.3412221,0.1406615,-0.1409346,85.730,135.052,-1825.042,0.9185882,3,OK,85.285,134.365,-1824.271,OK,40.032,82.430,-1760.293,OK,2.977,167.014,-1810.508,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929504,1781274425.068539543,1,OK,0.7803311,-0.5980318,-0.0740373,-0.1672120,79.022,-272.610,-1498.124,0.9234310,3,OK,79.464,-272.903,-1497.233,OK,52.686,-243.841,-1590.684,OK,-8.385,-256.556,-1527.345,Passive Strays,842929504,1781274425.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.909,490.013,-2102.882,Saturated,362.436,419.204,-2101.141,Possible Phantom,344.920,459.672,-2152.077,Possible Phantom,308.322,386.776,-1933.374,OK,140.064,30.765,-1697.160,OK,134.281,-38.798,-1691.891,Saturated,124.795,-117.347,-1689.819,OK,113.229,-187.524,-1688.543
4,Port 0x01: JJH Probe  s/n:3E4C880C,842929507,1781274425.118539543,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842929507,1781274425.118539543,1,OK,0.9187215,-0.3413207,0.1399263,-0.1409663,85.767,135.062,-1824.995,0.9425658,3,OK,85.276,134.366,-1824.195,OK,40.040,82.423,-1760.293,OK,2.990,167.015,-1810.612,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842929507,1781274425.118539543,1,OK,0.7802471,-0.5981090,-0.0741983,-0.1672564,79.010,-272.600,-1498.119,0.9433098,3,OK,79.460,-272.902,-1497.201,OK,52.688,-243.851,-1590.718,OK,-8.386,-256.561,-1527.374,Passive Strays,842929507,1781274425.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,8,OK,365.927,490.033,-2102.998,Saturated,362.443,419.214,-2101.167,Possible Phantom,344.934,459.678,-2152.194,Possible Phantom,308.340,386.776,-1933.461,OK,140.072,30.768,-1697.142,OK,134.289,-38.801,-1691.912,Saturated,124.799,-117.347,-1689.810,OK,113.223,-187.512,-1688.452
