Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071351,1780410122.518641175,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071351,1780410122.518641175,1,OK,0.6485075,-0.1109158,-0.1058764,-0.7456044,270.082,-37.750,-1812.093,0.1123481,3,OK,270.042,-37.795,-1812.077,OK,185.582,6.883,-1823.736,OK,282.242,47.014,-1839.290,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071351,1780410122.518641175,1,OK,0.9697060,0.1339013,-0.1721571,-0.1100119,51.737,-76.308,-1915.866,0.4036764,3,OK,52.187,-76.612,-1915.760,OK,11.497,14.462,-1909.773,OK,-33.917,-51.859,-1944.267,Passive Strays,791071351,1780410122.518,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071354,1780410122.568641174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071354,1780410122.568641174,1,OK,0.6484724,-0.1107328,-0.1061124,-0.7456285,270.113,-37.738,-1812.077,0.1067253,3,OK,270.071,-37.782,-1812.062,OK,185.626,6.895,-1823.776,OK,282.281,47.019,-1839.275,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071354,1780410122.568641174,1,OK,0.9697135,0.1344931,-0.1716330,-0.1100429,51.792,-76.296,-1915.954,0.3966270,3,OK,52.231,-76.608,-1915.855,OK,11.533,14.478,-1909.704,OK,-33.886,-51.850,-1944.247,Passive Strays,791071354,1780410122.568,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071357,1780410122.618641174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071357,1780410122.618641174,1,OK,0.6484372,-0.1113424,-0.1061354,-0.7455651,270.114,-37.733,-1812.080,0.1296867,3,OK,270.062,-37.780,-1812.064,OK,185.607,6.883,-1823.737,OK,282.292,47.018,-1839.368,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071357,1780410122.618641174,1,OK,0.9696002,0.1347101,-0.1720921,-0.1100589,51.771,-76.309,-1915.936,0.3953651,3,OK,52.214,-76.618,-1915.834,OK,11.530,14.478,-1909.684,OK,-33.893,-51.860,-1944.314,Passive Strays,791071357,1780410122.618,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071360,1780410122.668641174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071360,1780410122.668641174,1,OK,0.6485484,-0.1106819,-0.1055516,-0.7456496,270.095,-37.755,-1812.180,0.1081087,3,OK,270.060,-37.787,-1812.169,OK,185.587,6.890,-1823.781,OK,282.256,47.018,-1839.306,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071360,1780410122.668641174,1,OK,0.9696246,0.1343538,-0.1722426,-0.1100441,51.731,-76.299,-1915.904,0.3917848,3,OK,52.172,-76.595,-1915.799,OK,11.505,14.484,-1909.728,OK,-33.929,-51.857,-1944.319,Passive Strays,791071360,1780410122.668,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071363,1780410122.718641174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071363,1780410122.718641174,1,OK,0.6484742,-0.1109213,-0.1058512,-0.7456361,270.107,-37.752,-1812.119,0.1142303,3,OK,270.067,-37.794,-1812.104,OK,185.606,6.889,-1823.757,OK,282.278,47.011,-1839.314,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071363,1780410122.718641174,1,OK,0.9695740,0.1347225,-0.1721892,-0.1101224,51.752,-76.310,-1915.891,0.3981115,3,OK,52.197,-76.618,-1915.788,OK,11.522,14.481,-1909.645,OK,-33.906,-51.843,-1944.285,Passive Strays,791071363,1780410122.718,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071366,1780410122.768641175,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071366,1780410122.768641175,1,OK,0.6485194,-0.1107174,-0.1060048,-0.7456053,270.118,-37.734,-1812.126,0.1076237,3,OK,270.084,-37.771,-1812.114,OK,185.612,6.895,-1823.806,OK,282.282,47.022,-1839.309,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071366,1780410122.768641175,1,OK,0.9695753,0.1346049,-0.1723114,-0.1100637,51.756,-76.306,-1915.902,0.4030791,3,OK,52.209,-76.615,-1915.796,OK,11.522,14.482,-1909.690,OK,-33.903,-51.847,-1944.323,Passive Strays,791071366,1780410122.768,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071369,1780410122.818641174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071369,1780410122.818641174,1,OK,0.6484825,-0.1110665,-0.1057863,-0.7456165,270.098,-37.751,-1812.177,0.1219590,3,OK,270.056,-37.798,-1812.161,OK,185.589,6.886,-1823.793,OK,282.269,47.017,-1839.386,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071369,1780410122.818641174,1,OK,0.9696152,0.1343692,-0.1722916,-0.1100311,51.733,-76.305,-1915.883,0.3992556,3,OK,52.181,-76.612,-1915.778,OK,11.500,14.486,-1909.710,OK,-33.926,-51.862,-1944.307,Passive Strays,791071369,1780410122.818,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071372,1780410122.868641174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071372,1780410122.868641174,1,OK,0.6484999,-0.1107711,-0.1056568,-0.7456637,270.124,-37.774,-1812.136,0.1090815,3,OK,270.085,-37.813,-1812.123,OK,185.626,6.875,-1823.751,OK,282.290,46.996,-1839.288,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071372,1780410122.868641174,1,OK,0.9695717,0.1341956,-0.1727251,-0.1099470,51.774,-76.309,-1915.787,0.4047612,3,OK,52.232,-76.605,-1915.675,OK,11.542,14.465,-1909.692,OK,-33.874,-51.867,-1944.297,Passive Strays,791071372,1780410122.868,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071375,1780410122.918641174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071375,1780410122.918641174,1,OK,0.6483425,-0.1118222,-0.1064791,-0.7455267,270.117,-37.769,-1812.095,0.1410322,3,OK,270.068,-37.834,-1812.073,OK,185.603,6.845,-1823.782,OK,282.303,46.965,-1839.490,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071375,1780410122.918641174,1,OK,0.9696058,0.1340490,-0.1725730,-0.1100638,51.736,-76.347,-1915.801,0.4101667,3,OK,52.198,-76.653,-1915.690,OK,11.519,14.443,-1909.713,OK,-33.912,-51.886,-1944.281,Passive Strays,791071375,1780410122.918,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,791071378,1780410122.968641174,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791071378,1780410122.968641174,1,OK,0.6484004,-0.1113789,-0.1061685,-0.7455870,270.069,-37.797,-1812.084,0.1270682,3,OK,270.020,-37.844,-1812.068,OK,185.565,6.827,-1823.746,OK,282.251,46.948,-1839.379,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791071378,1780410122.968641174,1,OK,0.9696029,0.1348898,-0.1718611,-0.1101759,51.725,-76.371,-1915.937,0.3972824,3,OK,52.167,-76.689,-1915.838,OK,11.492,14.433,-1909.625,OK,-33.945,-51.903,-1944.266,Passive Strays,791071378,1780410122.968,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
