Number of frames: 6095
Frequency: 100
Units: mm

Frame,Isabelle Biomech 4 LED Stylus Calibrati q0,Isabelle Biomech 4 LED Stylus Calibrati qx,Isabelle Biomech 4 LED Stylus Calibrati qy,Isabelle Biomech 4 LED Stylus Calibrati qz,Isabelle Biomech 4 LED Stylus Calibrati x,Isabelle Biomech 4 LED Stylus Calibrati y,Isabelle Biomech 4 LED Stylus Calibrati z,Isabelle Biomech 4 LED Stylus Calibrati Error,Tibia q0,Tibia qx,Tibia qy,Tibia qz,Tibia x,Tibia y,Tibia z,Tibia Error,Patella q0,Patella qx,Patella qy,Patella qz,Patella x,Patella y,Patella z,Patella Error,Femur q0,Femur qx,Femur qy,Femur qz,Femur x,Femur y,Femur z,Femur Error
1,,,,,,,,,-0.131421790,-0.477684081,0.814039528,-0.303126842,31.600364685,-101.771903992,-2677.852539063,0.086484142,-0.151341259,0.119843766,0.974483550,-0.114521280,116.059425354,15.242498398,-2636.307373047,0.242035717,0.011242235,-0.671815753,0.732821405,-0.107284829,95.813484192,125.487815857,-2704.821044922,0.172837615,
2,,,,,,,,,-0.132000402,-0.475979060,0.814627707,-0.303976148,31.171741486,-101.956771851,-2677.682373047,0.080989264,-0.150639027,0.120795354,0.974466860,-0.114589281,115.914077759,14.918210983,-2636.047607422,0.239956424,0.011331686,-0.671648681,0.732953131,-0.107421502,95.823265076,125.481903076,-2704.800781250,0.174349442,
3,,,,,,,,,-0.132204816,-0.474363506,0.815361857,-0.304444015,30.770826340,-102.140869141,-2677.546875000,0.078289919,-0.149899319,0.121858612,0.974533558,-0.113864154,115.790168762,14.585232735,-2635.823486328,0.240954071,0.011153351,-0.671684325,0.732898831,-0.107587017,95.826560974,125.483665466,-2704.787353516,0.173785910,
4,,,,,,,,,-0.130375147,-0.473006904,0.816559911,-0.304132730,30.388629913,-102.319862366,-2677.432861328,0.085785799,-0.149524346,0.122942381,0.974472761,-0.113712080,115.685348511,14.245411873,-2635.625732422,0.238465562,0.011299745,-0.671806991,0.732767940,-0.107697912,95.844642639,125.514518738,-2704.789306641,0.174042434,
5,,,,,,,,,-0.129543632,-0.471590966,0.817557156,-0.304007739,29.999618530,-102.491722107,-2677.329101563,0.087661996,-0.149336413,0.124014758,0.974413514,-0.113301925,115.578765869,13.900722504,-2635.439453125,0.236536816,0.011169620,-0.671705067,0.732843935,-0.107829913,95.851516724,125.494041443,-2704.790283203,0.173645169,
6,,,,,,,,,-0.130236804,-0.469938636,0.818232656,-0.304452568,29.602611542,-102.663795471,-2677.227294922,0.081519991,-0.148670256,0.124961883,0.974441946,-0.112892069,115.460464478,13.559799194,-2635.260742188,0.236852303,0.011002579,-0.671734989,0.732796669,-0.107981838,95.854690552,125.502838135,-2704.785644531,0.173874572,
7,,,,,,,,,-0.130565494,-0.468255222,0.818892658,-0.305130273,29.184068680,-102.838249207,-2677.117187500,0.079493441,-0.147965997,0.125899836,0.974404335,-0.113099605,115.316520691,13.223310471,-2635.064697266,0.235288963,0.011017677,-0.671630323,0.732879519,-0.108069204,95.845451355,125.497909546,-2704.777343750,0.173963279,
8,,,,,,,,,-0.129423901,-0.466739655,0.819781065,-0.305552870,28.764184952,-103.009841919,-2677.005126953,0.080996908,-0.147723690,0.126933366,0.974350095,-0.112727538,115.160919189,12.888265610,-2634.858642578,0.233103484,0.011079775,-0.671651542,0.732866585,-0.108018495,95.839889526,125.491004944,-2704.779052734,0.175415292,
9,,,,,,,,,-0.127894461,-0.465514779,0.820807159,-0.305310607,28.345037460,-103.176994324,-2676.913818359,0.085972987,-0.147344008,0.127994448,0.974319816,-0.112285644,114.996681213,12.550128937,-2634.659423828,0.234002203,0.011152730,-0.671604276,0.732896209,-0.108103834,95.835624695,125.488777161,-2704.785644531,0.175864846,
10,,,,,,,,,-0.127727419,-0.463980585,0.821603894,-0.305572838,27.946304321,-103.344734192,-2676.831298828,0.082085587,-0.146402940,0.129117429,0.974319935,-0.112229832,114.839523315,12.214221001,-2634.459228516,0.234956935,0.011190970,-0.671557724,0.732931435,-0.108150445,95.836364746,125.476432800,-2704.789306641,0.174614072,
