Number of frames: 100
Frequency: 100
Units: mm

Frame,Isabelle Biomech 4 LED Stylus Calibrati q0,Isabelle Biomech 4 LED Stylus Calibrati qx,Isabelle Biomech 4 LED Stylus Calibrati qy,Isabelle Biomech 4 LED Stylus Calibrati qz,Isabelle Biomech 4 LED Stylus Calibrati x,Isabelle Biomech 4 LED Stylus Calibrati y,Isabelle Biomech 4 LED Stylus Calibrati z,Isabelle Biomech 4 LED Stylus Calibrati Error,Tibia q0,Tibia qx,Tibia qy,Tibia qz,Tibia x,Tibia y,Tibia z,Tibia Error,Patella q0,Patella qx,Patella qy,Patella qz,Patella x,Patella y,Patella z,Patella Error,Femur q0,Femur qx,Femur qy,Femur qz,Femur x,Femur y,Femur z,Femur Error
1,0.789206028,-0.174810797,-0.571516633,-0.141293064,39.251651764,5.139020443,-2712.627929688,0.160408407,-0.178448796,-0.580909431,0.744061887,-0.277618736,59.257728577,-86.901016235,-2687.980957031,0.092770532,-0.190197825,0.063045144,0.970157981,-0.136541590,123.730888367,36.893192291,-2650.688232422,0.242251977,0.009122591,-0.676060379,0.728871465,-0.107729010,96.963714600,126.627662659,-2704.409912109,0.177979842,
2,0.789140880,-0.174798205,-0.571551263,-0.141532302,39.259315491,5.135524750,-2712.607666016,0.153187916,-0.178548872,-0.580834508,0.744069755,-0.277690053,59.257698059,-86.901412964,-2687.983154297,0.091451094,-0.190394208,0.063026853,0.970138967,-0.136411473,123.728767395,36.893714905,-2650.691650391,0.242177844,0.009063723,-0.676022112,0.728893578,-0.107824542,96.960662842,126.627723694,-2704.415527344,0.178011388,
3,0.788976312,-0.174881041,-0.571712077,-0.141697869,39.249488831,5.139012814,-2712.642089844,0.154688627,-0.178263709,-0.580916822,0.744096577,-0.277629077,59.255088806,-86.901458740,-2687.979248047,0.093548283,-0.190232232,0.063031383,0.970182002,-0.136329040,123.727539063,36.892654419,-2650.692138672,0.243644789,0.009087077,-0.675988674,0.728934765,-0.107753694,96.961708069,126.626983643,-2704.418701172,0.177826762,
4,0.788877606,-0.174902201,-0.571792424,-0.141896963,39.250782013,5.137231827,-2712.648925781,0.154971004,-0.178581536,-0.580943644,0.744084418,-0.277401328,59.256870270,-86.901924133,-2687.978271484,0.092455432,-0.190113232,0.063049197,0.970198989,-0.136366084,123.726837158,36.891845703,-2650.685302734,0.243899658,0.009093312,-0.675975382,0.728926599,-0.107891716,96.961967468,126.626502991,-2704.413574219,0.177415445,
5,0.788850844,-0.174940690,-0.571780205,-0.142047465,39.256969452,5.132412910,-2712.637695313,0.158471122,-0.178526416,-0.580903530,0.744101226,-0.277475804,59.258026123,-86.901947021,-2687.979980469,0.092476979,-0.190164804,0.063054226,0.970184505,-0.136394992,123.730026245,36.892391205,-2650.686767578,0.242540687,0.008902485,-0.675955415,0.728911459,-0.108134516,96.964508057,126.626235962,-2704.409423828,0.177001238,
6,0.788826704,-0.175092429,-0.571749032,-0.142120004,39.265464783,5.137596607,-2712.624511719,0.159919679,-0.178490505,-0.580880582,0.744089961,-0.277577043,59.260116577,-86.901756287,-2687.979736328,0.092039205,-0.190177903,0.063018389,0.970184624,-0.136392340,123.731170654,36.893363953,-2650.689941406,0.242790550,0.008849599,-0.675966024,0.728938878,-0.107887939,96.963928223,126.626228333,-2704.410400391,0.177338004,
7,0.788733840,-0.175111204,-0.571812332,-0.142357633,39.257217407,5.139087200,-2712.645996094,0.157861784,-0.178551584,-0.580896139,0.744020045,-0.277692735,59.257034302,-86.900543213,-2687.978515625,0.091337770,-0.190118268,0.063039631,0.970179021,-0.136505559,123.728553772,36.894802094,-2650.687744141,0.242916360,0.008768107,-0.675986111,0.728943944,-0.107734181,96.963691711,126.628257751,-2704.411132813,0.177473634,
8,0.788710952,-0.175071985,-0.571791291,-0.142616764,39.263526917,5.137321949,-2712.633300781,0.158260480,-0.178561181,-0.580914557,0.744045675,-0.277579129,59.256320953,-86.899734497,-2687.981933594,0.092506595,-0.190230951,0.063066892,0.970124185,-0.136725232,123.726051331,36.895130157,-2650.685302734,0.240654692,0.008885305,-0.675995886,0.728932679,-0.107739605,96.961715698,126.628860474,-2704.414306641,0.178285018,
9,0.788615227,-0.175048292,-0.571882546,-0.142809108,39.253696442,5.137806892,-2712.655029297,0.164241269,-0.178339437,-0.580938160,0.744064331,-0.277622372,59.254711151,-86.900489807,-2687.981933594,0.093396544,-0.190199539,0.063060433,0.970171392,-0.136436865,123.724929810,36.894252777,-2650.684570313,0.242952749,0.008911910,-0.676005483,0.728940725,-0.107622609,96.961158752,126.628303528,-2704.413818359,0.179516077,
10,0.788714349,-0.175064743,-0.571727276,-0.142863289,39.273956299,5.134568214,-2712.608886719,0.154619992,-0.178554162,-0.580853760,0.744019330,-0.277781367,59.260517120,-86.899765015,-2687.986083984,0.090512529,-0.190076098,0.063053347,0.970200896,-0.136402324,123.729553223,36.893814087,-2650.688476563,0.244784489,0.009010170,-0.676014304,0.728890419,-0.107898980,96.962959290,126.629264832,-2704.416259766,0.177640006,
