Number of frames: 100
Frequency: 100
Units: mm

Frame,Isabelle Biomech 4 LED Stylus Calibrati q0,Isabelle Biomech 4 LED Stylus Calibrati qx,Isabelle Biomech 4 LED Stylus Calibrati qy,Isabelle Biomech 4 LED Stylus Calibrati qz,Isabelle Biomech 4 LED Stylus Calibrati x,Isabelle Biomech 4 LED Stylus Calibrati y,Isabelle Biomech 4 LED Stylus Calibrati z,Isabelle Biomech 4 LED Stylus Calibrati Error,Tibia q0,Tibia qx,Tibia qy,Tibia qz,Tibia x,Tibia y,Tibia z,Tibia Error,Patella q0,Patella qx,Patella qy,Patella qz,Patella x,Patella y,Patella z,Patella Error,Femur q0,Femur qx,Femur qy,Femur qz,Femur x,Femur y,Femur z,Femur Error
1,0.726983130,0.019865068,-0.683753490,-0.059849929,-27.377943039,-17.129323959,-2661.068847656,0.119973600,-0.178619444,-0.580897629,0.744106293,-0.277414650,59.284755707,-86.908470154,-2687.998291016,0.093354836,-0.189641371,0.062830776,0.970306277,-0.136360496,123.723731995,36.933967590,-2650.641113281,0.244251266,0.008876787,-0.676021457,0.728880107,-0.107935160,96.979057312,126.626022339,-2704.413818359,0.176849410,
2,0.727015972,0.019952159,-0.683717132,-0.059837654,-27.385320663,-17.157442093,-2661.054199219,0.121641800,-0.178525358,-0.580837190,0.744167924,-0.277436435,59.282493591,-86.910774231,-2687.999267578,0.093973391,-0.189556748,0.062831841,0.970316410,-0.136405438,123.720161438,36.932552338,-2650.638916016,0.244071022,0.009000055,-0.676050305,0.728873372,-0.107789584,96.980041504,126.624038696,-2704.413330078,0.178834885,
3,0.727006614,0.019954206,-0.683726490,-0.059844144,-27.387905121,-17.162162781,-2661.046630859,0.118929297,-0.178401649,-0.580864549,0.744193316,-0.277390599,59.280776978,-86.910942078,-2687.999755859,0.094699144,-0.189379230,0.062811762,0.970327795,-0.136580124,123.719337463,36.931674957,-2650.635498047,0.244336575,0.009168291,-0.675993145,0.728899300,-0.107958637,96.975990295,126.622825623,-2704.415527344,0.178358883,
4,0.726990342,0.019968368,-0.683743775,-0.059839755,-27.388084412,-17.165098190,-2661.062255859,0.122367553,-0.178544164,-0.580890179,0.744142711,-0.277380973,59.280361176,-86.909866333,-2687.991210938,0.095092222,-0.189379126,0.062807642,0.970355570,-0.136385083,123.720970154,36.933517456,-2650.634277344,0.245834962,0.008963143,-0.676035881,0.728904188,-0.107674628,96.978187561,126.623458862,-2704.409667969,0.178795114,
5,0.726978183,0.020018980,-0.683749676,-0.059902582,-27.388071060,-17.164209366,-2661.064697266,0.120223574,-0.178561881,-0.580838323,0.744109869,-0.277566254,59.280349731,-86.909225464,-2687.992919922,0.093421444,-0.189552829,0.062827356,0.970304668,-0.136496454,123.718139648,36.935352325,-2650.634521484,0.243790016,0.008745335,-0.676050246,0.728880882,-0.107760467,96.975860596,126.625389099,-2704.406005859,0.178365245,
6,0.726982296,0.020096598,-0.683739126,-0.059947290,-27.384645462,-17.171655655,-2661.055419922,0.121798359,-0.178507715,-0.580809951,0.744101763,-0.277682185,59.282890320,-86.907897949,-2687.994628906,0.093144923,-0.189727753,0.062844709,0.970237434,-0.136723340,123.718521118,36.936614990,-2650.628662109,0.240763143,0.008677755,-0.676021278,0.728895187,-0.107850432,96.978485107,126.626396179,-2704.405029297,0.178463966,
7,0.726968527,0.020263139,-0.683748603,-0.059950419,-27.388402939,-17.197389603,-2661.046386719,0.124653757,-0.178482488,-0.580889046,0.744149923,-0.277403682,59.283679962,-86.907791138,-2687.994628906,0.095444508,-0.189717755,0.062787205,0.970252275,-0.136658236,123.716529846,36.941650391,-2650.621093750,0.241640657,0.008854767,-0.676001608,0.728906810,-0.107881032,96.980278015,126.626220703,-2704.408447266,0.178033397,
8,0.726962864,0.020384151,-0.683751345,-0.059946302,-27.386350632,-17.211751938,-2661.037597656,0.118783668,-0.178569794,-0.580912650,0.744142115,-0.277318925,59.283950806,-86.906730652,-2687.993164063,0.095366180,-0.189699978,0.062789723,0.970289171,-0.136419415,123.713195801,36.948291779,-2650.618408203,0.243467391,0.009131956,-0.676009536,0.728891313,-0.107912734,96.980178833,126.624801636,-2704.409423828,0.177871078,
9,0.726947606,0.020409726,-0.683769584,-0.059914984,-27.385824203,-17.215909958,-2661.048583984,0.118862495,-0.178378507,-0.580901742,0.744131148,-0.277494282,59.283210754,-86.905609131,-2687.992431641,0.095038772,-0.189657480,0.062764913,0.970291972,-0.136469945,123.711853027,36.952358246,-2650.616699219,0.242908373,0.009284344,-0.676010251,0.728876770,-0.107993320,96.977577209,126.627021790,-2704.407470703,0.177372694,
10,0.726848662,0.020390732,-0.683884561,-0.059809607,-27.375064850,-17.229749680,-2661.088623047,0.120822817,-0.178569958,-0.580907345,0.744078755,-0.277499914,59.286895752,-86.905036926,-2687.994140625,0.093429439,-0.189628184,0.062717795,0.970289528,-0.136549816,123.713607788,36.953071594,-2650.616699219,0.241641924,0.008987474,-0.675993562,0.728891492,-0.108023569,96.977531433,126.628547668,-2704.409423828,0.177189067,
