Number of frames: 100
Frequency: 100
Units: mm

Frame,Isabelle Biomech 4 LED Stylus Calibrati q0,Isabelle Biomech 4 LED Stylus Calibrati qx,Isabelle Biomech 4 LED Stylus Calibrati qy,Isabelle Biomech 4 LED Stylus Calibrati qz,Isabelle Biomech 4 LED Stylus Calibrati x,Isabelle Biomech 4 LED Stylus Calibrati y,Isabelle Biomech 4 LED Stylus Calibrati z,Isabelle Biomech 4 LED Stylus Calibrati Error,Tibia q0,Tibia qx,Tibia qy,Tibia qz,Tibia x,Tibia y,Tibia z,Tibia Error,Patella q0,Patella qx,Patella qy,Patella qz,Patella x,Patella y,Patella z,Patella Error,Femur q0,Femur qx,Femur qy,Femur qz,Femur x,Femur y,Femur z,Femur Error
1,0.770752609,0.042560060,-0.627786398,-0.100066483,8.530747414,-135.357925415,-2690.080566406,0.126520380,-0.178027853,-0.580218136,0.744581997,-0.277940005,58.984428406,-87.039154053,-2687.976562500,0.090628743,-0.189751312,0.063520245,0.970293224,-0.135980412,123.676513672,36.692966461,-2650.706787109,0.249801621,0.009019438,-0.675796568,0.729141295,-0.107566699,96.908119202,126.555740356,-2704.409912109,0.177880079,
2,0.770797849,0.042576425,-0.627734363,-0.100037538,8.529824257,-135.359771729,-2690.063964844,0.124139011,-0.177977905,-0.580215693,0.744611919,-0.277896971,58.982318878,-87.038452148,-2687.972656250,0.091312133,-0.189789698,0.063525908,0.970263898,-0.136133388,123.675270081,36.693172455,-2650.705566406,0.249298587,0.009171030,-0.675802708,0.729144216,-0.107495621,96.906806946,126.555618286,-2704.408203125,0.178357556,
3,0.770771682,0.042631898,-0.627748847,-0.100124396,8.531889915,-135.355773926,-2690.071533203,0.128288507,-0.177981794,-0.580187976,0.744577706,-0.278043956,58.985054016,-87.039749146,-2687.979980469,0.089933664,-0.189701214,0.063532658,0.970302761,-0.135976702,123.677551270,36.693210602,-2650.708740234,0.249527603,0.009249672,-0.675778329,0.729142845,-0.107650965,96.906059265,126.555969238,-2704.409667969,0.178297415,
4,0.770734131,0.042668436,-0.627776206,-0.100226611,8.523364067,-135.351608276,-2690.089111328,0.127997130,-0.177907959,-0.580221295,0.744535089,-0.278135866,58.982101440,-87.040550232,-2687.979492188,0.090492263,-0.189797252,0.063529931,0.970290065,-0.135934204,123.675437927,36.692256927,-2650.710937500,0.249307543,0.009060728,-0.675805032,0.729151368,-0.107441925,96.904853821,126.555992126,-2704.415771484,0.177999482,
5,0.770692348,0.042642292,-0.627823055,-0.100265302,8.521412849,-135.352966309,-2690.109375000,0.128303185,-0.178034887,-0.580217302,0.744514883,-0.278116941,58.982105255,-87.041053772,-2687.978027344,0.090480171,-0.189708605,0.063513719,0.970276237,-0.136164218,123.672149658,36.690200806,-2650.711181641,0.249862567,0.009026708,-0.675779343,0.729171872,-0.107467309,96.903244019,126.553771973,-2704.411865234,0.177910015,
6,0.770768225,0.042577900,-0.627720773,-0.100349888,8.528428078,-135.352554321,-2690.072998047,0.128885433,-0.178089380,-0.580202043,0.744515121,-0.278113425,58.982910156,-87.041435242,-2687.972167969,0.089285664,-0.189799830,0.063532755,0.970243335,-0.136262715,123.675552368,36.688842773,-2650.707275391,0.248039529,0.008912643,-0.675797105,0.729149520,-0.107516818,96.907058716,126.552947998,-2704.406250000,0.177229419,
7,0.770758748,0.042704985,-0.627672255,-0.100671552,8.529543877,-135.355285645,-2690.070556641,0.126710236,-0.178132281,-0.580179691,0.744495332,-0.278185308,58.981880188,-87.042640686,-2687.974853516,0.088943884,-0.190054238,0.063569188,0.970210493,-0.136124909,123.675842285,36.689594269,-2650.705078125,0.246258363,0.009118297,-0.675842404,0.729111731,-0.107470989,96.907768250,126.553237915,-2704.408203125,0.177801579,
8,0.770695865,0.042767283,-0.627704322,-0.100926384,8.530794144,-135.358200073,-2690.091552734,0.130517617,-0.177985430,-0.580120325,0.744520664,-0.278335333,58.983295441,-87.042678833,-2687.976806641,0.088040777,-0.189793527,0.063575231,0.970274210,-0.136031315,123.676597595,36.689785004,-2650.711181641,0.248532444,0.009115956,-0.675805748,0.729121625,-0.107634388,96.908134460,126.553535461,-2704.409912109,0.178305328,
9,0.770726740,0.042851809,-0.627613306,-0.101220347,8.530878067,-135.361221313,-2690.063720703,0.131914631,-0.177964404,-0.580184877,0.744540572,-0.278160840,58.978778839,-87.042327881,-2687.980468750,0.089108266,-0.189724460,0.063531339,0.970295310,-0.135997742,123.674438477,36.690536499,-2650.717529297,0.248943314,0.008928165,-0.675803065,0.729148328,-0.107485957,96.905136108,126.554466248,-2704.413574219,0.178943649,
10,0.770743966,0.042773474,-0.627582133,-0.101315767,8.537871361,-135.362060547,-2690.060546875,0.127605826,-0.177801833,-0.580191314,0.744541168,-0.278249949,58.981639862,-87.041534424,-2687.981933594,0.089705147,-0.189818859,0.063507341,0.970286608,-0.135939673,123.676010132,36.691493988,-2650.717773438,0.248515606,0.008982603,-0.675796330,0.729146123,-0.107538730,96.905570984,126.555397034,-2704.417968750,0.178265736,
11,0.770807326,0.042703394,-0.627494037,-0.101408698,8.538551331,-135.361724854,-2690.040039063,0.130735546,-0.177923292,-0.580177486,0.744485736,-0.278349429,58.981266022,-87.040924072,-2687.981201172,0.089672968,-0.189793080,0.063542925,0.970281601,-0.135994434,123.675773621,36.691013336,-2650.719238281,0.248915374,0.009097674,-0.675827205,0.729111493,-0.107569754,96.906639099,126.555816650,-2704.415771484,0.177797645,
12,0.770847857,0.042593904,-0.627448201,-0.101430193,8.547304153,-135.362152100,-2690.030273438,0.133132085,-0.178283200,-0.580150664,0.744429827,-0.278324574,58.986137390,-87.041450500,-2687.979492188,0.088045314,-0.189956143,0.063536309,0.970236957,-0.136088386,123.677429199,36.690898895,-2650.719726563,0.246892869,0.009071562,-0.675795257,0.729110837,-0.107776582,96.907569885,126.555061340,-2704.416992188,0.177851439,
13,0.770840466,0.042581335,-0.627441704,-0.101531841,8.543021202,-135.362228394,-2690.050292969,0.135014966,-0.178503543,-0.580118477,0.744402766,-0.278322756,58.985137939,-87.042045593,-2687.981201172,0.086437471,-0.189919263,0.063576050,0.970233619,-0.136145025,123.678543091,36.691818237,-2650.720947266,0.247640297,0.008995797,-0.675798178,0.729120731,-0.107697852,96.909240723,126.555412292,-2704.417968750,0.179201022,
14,0.770916522,0.042509023,-0.627346456,-0.101573057,8.548837662,-135.360046387,-2690.042236328,0.136273578,-0.178311840,-0.580179155,0.744472682,-0.278132141,58.987148285,-87.041252136,-2687.981445313,0.087614544,-0.189717516,0.063560240,0.970287740,-0.136048079,123.677490234,36.692890167,-2650.719970703,0.249549717,0.009174173,-0.675825238,0.729119837,-0.107518665,96.907997131,126.555076599,-2704.417968750,0.178891137,
15,0.771011710,0.042433213,-0.627235115,-0.101570122,8.549556732,-135.364059448,-2690.033203125,0.131354958,-0.178035215,-0.580232978,0.744508862,-0.278100222,58.985958099,-87.039291382,-2687.979003906,0.090479225,-0.189746186,0.063536957,0.970273674,-0.136119410,123.677177429,36.693771362,-2650.720947266,0.248839870,0.009324845,-0.675826192,0.729110718,-0.107561857,96.908569336,126.556999207,-2704.419433594,0.177718163,
16,0.771118701,0.042402681,-0.627095222,-0.101634286,8.555783272,-135.361251831,-2690.011718750,0.127309665,-0.177997500,-0.580205917,0.744516432,-0.278160512,58.986743927,-87.038658142,-2687.982177734,0.089723982,-0.189730480,0.063492239,0.970255911,-0.136288345,123.678161621,36.695144653,-2650.724365234,0.248705253,0.009306998,-0.675818145,0.729121923,-0.107537866,96.906066895,126.558006287,-2704.420898438,0.177810892,
17,0.771138072,0.042372759,-0.627076387,-0.101616055,8.555308342,-135.358764648,-2690.039062500,0.128344670,-0.178059444,-0.580243111,0.744522631,-0.278026700,58.987560272,-87.038223267,-2687.985107422,0.089774609,-0.189726263,0.063550383,0.970246971,-0.136330798,123.679794312,36.696186066,-2650.722167969,0.247846723,0.009150282,-0.675850391,0.729110539,-0.107426129,96.910331726,126.558815002,-2704.421630859,0.179427058,
18,0.771275580,0.042345621,-0.626917124,-0.101565994,8.561857224,-135.355667114,-2690.007812500,0.134327799,-0.178072497,-0.580229759,0.744483411,-0.278151304,58.991088867,-87.038993835,-2687.980957031,0.088812411,-0.189870730,0.063524425,0.970220923,-0.136327550,123.680763245,36.695190430,-2650.725097656,0.246184275,0.009317316,-0.675808549,0.729113817,-0.107652657,96.908653259,126.557624817,-2704.419433594,0.178109348,
19,0.771296382,0.042392418,-0.626898170,-0.101506114,8.558438301,-135.357757568,-2690.030273438,0.130971566,-0.178079069,-0.580146968,0.744497061,-0.278283149,58.991191864,-87.039093018,-2687.982177734,0.089316756,-0.189954922,0.063540705,0.970207334,-0.136299118,123.682083130,36.694755554,-2650.722900391,0.245976150,0.009478671,-0.675793231,0.729123831,-0.107666679,96.910964966,126.556945801,-2704.418212891,0.177922890,
20,0.771368027,0.042386465,-0.626831055,-0.101378493,8.551665306,-135.358337402,-2690.032470703,0.128673643,-0.178031474,-0.580196142,0.744515300,-0.278162181,58.988544464,-87.038681030,-2687.983154297,0.090132408,-0.189913884,0.063559815,0.970217943,-0.136271730,123.678070068,36.695888519,-2650.721923828,0.246761590,0.009439052,-0.675819039,0.729138970,-0.107405156,96.906410217,126.557556152,-2704.420410156,0.177366793,
21,0.771404207,0.042483471,-0.626791835,-0.101304874,8.555712700,-135.363311768,-2690.049072266,0.133166701,-0.178359017,-0.580178797,0.744458437,-0.278140634,58.991706848,-87.038871765,-2687.983886719,0.088321872,-0.189813823,0.063536353,0.970242321,-0.136248544,123.680679321,36.696422577,-2650.725341797,0.247115523,0.009340866,-0.675822556,0.729126036,-0.107479684,96.908409119,126.557632446,-2704.418457031,0.178512633,
22,0.771492004,0.042498618,-0.626703441,-0.101176910,8.552033424,-135.356811523,-2690.040283203,0.126293644,-0.178268135,-0.580177903,0.744453490,-0.278214157,58.991218567,-87.038490295,-2687.983642578,0.087382779,-0.189871952,0.063507244,0.970250189,-0.136125118,123.681442261,36.696804047,-2650.727294922,0.247560263,0.009524405,-0.675823748,0.729123771,-0.107471347,96.908241272,126.558135986,-2704.419189453,0.178408742,
23,0.771492660,0.042674307,-0.626704872,-0.101088978,8.554297447,-135.363159180,-2690.063964844,0.130722612,-0.178054661,-0.580184758,0.744484842,-0.278252572,58.994911194,-87.038055420,-2687.980468750,0.087583512,-0.189836115,0.063540801,0.970286846,-0.135897994,123.683258057,36.697044373,-2650.729248047,0.248881772,0.009357336,-0.675797522,0.729142964,-0.107520446,96.911026001,126.558547974,-2704.422363281,0.178357244,
24,0.771513224,0.042696401,-0.626715004,-0.100859798,8.540352821,-135.353363037,-2690.081298828,0.127474099,-0.178088054,-0.580207467,0.744494736,-0.278157383,58.989360809,-87.036911011,-2687.983886719,0.089426212,-0.189579368,0.063553162,0.970334709,-0.135908842,123.680732727,36.697662354,-2650.729248047,0.251044571,0.009284980,-0.675826252,0.729138255,-0.107378140,96.908004761,126.559837341,-2704.425292969,0.178462222,
25,0.771614254,0.042690162,-0.626641810,-0.100543916,8.553785324,-135.357635498,-2690.061035156,0.125643641,-0.177902818,-0.580188930,0.744518518,-0.278250873,58.995868683,-87.037216187,-2687.984619141,0.088145316,-0.189663783,0.063505031,0.970299423,-0.136065483,123.683334351,36.698505402,-2650.728759766,0.250473857,0.009623781,-0.675837815,0.729128778,-0.107340157,96.909996033,126.558815002,-2704.421630859,0.179116234,
26,0.771712363,0.042732235,-0.626553118,-0.100325383,8.549717903,-135.358810425,-2690.030273438,0.125344172,-0.177993789,-0.580219448,0.744472086,-0.278253406,58.994163513,-87.036956787,-2687.987792969,0.088717237,-0.189804956,0.063549951,0.970264137,-0.136098966,123.683952332,36.699714661,-2650.730468750,0.248785779,0.009374528,-0.675847650,0.729121923,-0.107346676,96.910568237,126.559959412,-2704.420410156,0.178850368,
27,0.771696925,0.042803265,-0.626595736,-0.100147620,8.559372902,-135.361785889,-2690.036621094,0.124072380,-0.178128317,-0.580182135,0.744465828,-0.278261840,59.001621246,-87.036361694,-2687.987792969,0.088536084,-0.189862520,0.063494168,0.970281899,-0.135918096,123.686019897,36.700809479,-2650.727539063,0.249588966,0.009258779,-0.675774992,0.729110539,-0.107889995,96.911308289,126.560546875,-2704.419921875,0.177060679,
28,0.771689892,0.042826854,-0.626630664,-0.099973291,8.547625542,-135.359725952,-2690.037353516,0.122895725,-0.178309545,-0.580157340,0.744444072,-0.278255522,58.995883942,-87.035453796,-2687.983886719,0.088919953,-0.189720988,0.063530006,0.970322728,-0.135807708,123.684265137,36.701251984,-2650.726318359,0.251553565,0.009505632,-0.675763845,0.729114056,-0.107914418,96.911628723,126.561073303,-2704.421630859,0.177379265,
29,0.771650851,0.042806923,-0.626712620,-0.099768773,8.552830696,-135.359237671,-2690.045410156,0.124208264,-0.178337470,-0.580167115,0.744430363,-0.278253824,58.999225616,-87.035186768,-2687.981445313,0.086993478,-0.189668462,0.063484594,0.970346868,-0.135729864,123.682937622,36.701019287,-2650.726074219,0.251034886,0.009422388,-0.675806761,0.729106009,-0.107707463,96.907058716,126.561195374,-2704.420898438,0.177986547,
