Number of frames: 100
Frequency: 100
Units: mm

Frame,Isabelle Biomech 4 LED Stylus Calibrati q0,Isabelle Biomech 4 LED Stylus Calibrati qx,Isabelle Biomech 4 LED Stylus Calibrati qy,Isabelle Biomech 4 LED Stylus Calibrati qz,Isabelle Biomech 4 LED Stylus Calibrati x,Isabelle Biomech 4 LED Stylus Calibrati y,Isabelle Biomech 4 LED Stylus Calibrati z,Isabelle Biomech 4 LED Stylus Calibrati Error,Tibia q0,Tibia qx,Tibia qy,Tibia qz,Tibia x,Tibia y,Tibia z,Tibia Error,Patella q0,Patella qx,Patella qy,Patella qz,Patella x,Patella y,Patella z,Patella Error,Femur q0,Femur qx,Femur qy,Femur qz,Femur x,Femur y,Femur z,Femur Error
1,0.780761719,-0.013683785,-0.622016907,-0.057609890,-10.142841339,-22.988279343,-2755.561279297,0.130651355,-0.178406000,-0.581008255,0.744147956,-0.277208447,59.274707794,-86.933578491,-2688.031738281,0.097595520,-0.190190554,0.062832765,0.970173001,-0.136542737,123.782577515,36.859100342,-2650.748535156,0.241436630,0.009308577,-0.675980926,0.728944719,-0.107716173,96.979591370,126.609352112,-2704.443847656,0.178254217,
2,0.780756712,-0.013743272,-0.622011781,-0.057718281,-10.129986763,-22.986820221,-2755.539794922,0.135398477,-0.178442225,-0.580925882,0.744145036,-0.277365535,59.280261993,-86.934875488,-2688.026123047,0.095313020,-0.190137416,0.062874258,0.970212996,-0.136313543,123.787406921,36.857505798,-2650.746826172,0.242430374,0.009059077,-0.676004112,0.728924394,-0.107728913,96.981491089,126.607643127,-2704.443603516,0.177583143,
3,0.780752480,-0.013698367,-0.622009993,-0.057806030,-10.129002571,-22.994264603,-2755.527832031,0.135015100,-0.178403154,-0.580861390,0.744120359,-0.277591884,59.278858185,-86.936904907,-2688.024902344,0.094353437,-0.190147102,0.062890634,0.970218062,-0.136256278,123.788665771,36.855731964,-2650.745605469,0.242826313,0.009043938,-0.675988734,0.728938937,-0.107728422,96.984695435,126.607055664,-2704.446044922,0.178418040,
4,0.780723751,-0.013665032,-0.622046113,-0.057812728,-10.133072853,-22.993700027,-2755.538330078,0.131385997,-0.178507030,-0.580898046,0.744127333,-0.277429640,59.278362274,-86.938491821,-2688.033203125,0.094168581,-0.190155178,0.062841706,0.970174015,-0.136581033,123.784187317,36.854721069,-2650.748779297,0.242013648,0.009045337,-0.675961137,0.728944361,-0.107864767,96.978530884,126.604934692,-2704.443359375,0.178166524,
5,0.780725777,-0.013678701,-0.622060418,-0.057628073,-10.136352539,-23.001256943,-2755.554199219,0.130823657,-0.178369194,-0.580934942,0.744140625,-0.277405381,59.277568817,-86.940017700,-2688.031494141,0.094006062,-0.190149069,0.062854834,0.970206499,-0.136352509,123.784591675,36.854251862,-2650.747558594,0.243542254,0.009098805,-0.675995290,0.728925049,-0.107776821,96.981643677,126.604011536,-2704.445800781,0.178388029,
6,0.780794024,-0.013785234,-0.622002423,-0.057303522,-10.139754295,-23.001779556,-2755.540527344,0.124991201,-0.178387105,-0.580962598,0.744174778,-0.277244359,59.275482178,-86.940643311,-2688.028076172,0.095650129,-0.190315709,0.062877908,0.970205128,-0.136118680,123.783088684,36.853286743,-2650.749267578,0.243767157,0.009264378,-0.675973773,0.728924811,-0.107899383,96.978675842,126.603614807,-2704.449707031,0.177016795,
7,0.780683339,-0.013832597,-0.622169912,-0.056980804,-10.148533821,-23.003341675,-2755.620117188,0.130909786,-0.178451657,-0.580933213,0.744140029,-0.277357697,59.279144287,-86.939140320,-2688.029296875,0.095109031,-0.190253466,0.062919721,0.970165431,-0.136469051,123.785240173,36.853782654,-2650.752929688,0.241454244,0.009179415,-0.676000357,0.728899896,-0.107908234,96.981567383,126.603561401,-2704.449462891,0.177160829,
8,0.780702114,-0.013875925,-0.622168481,-0.056727856,-10.156071663,-22.998352051,-2755.631347656,0.129405692,-0.178468600,-0.580917776,0.744153500,-0.277342886,59.278614044,-86.938980103,-2688.030273438,0.095520817,-0.190197706,0.062881455,0.970163345,-0.136579186,123.786308289,36.854213715,-2650.749755859,0.241686150,0.008930475,-0.676004171,0.728925049,-0.107735291,96.980964661,126.604652405,-2704.445556641,0.177504361,
9,0.780719459,-0.013816495,-0.622162342,-0.056570765,-10.153846741,-23.001543045,-2755.639404297,0.127581820,-0.178436816,-0.580912292,0.744122624,-0.277457684,59.282577515,-86.937965393,-2688.030029297,0.094834007,-0.190155834,0.062868796,0.970223546,-0.136215076,123.788879395,36.855304718,-2650.750000000,0.244384781,0.009142739,-0.675965071,0.728937089,-0.107881144,96.984756470,126.605545044,-2704.446044922,0.177861527,
10,0.780716598,-0.013780691,-0.622179508,-0.056430154,-10.165407181,-22.998321533,-2755.654785156,0.124413952,-0.178390905,-0.580908120,0.744127214,-0.277483612,59.278549194,-86.936141968,-2688.029296875,0.095572978,-0.190252125,0.062881172,0.970236421,-0.135982960,123.784774780,36.857009888,-2650.744628906,0.244304150,0.009255792,-0.675978541,0.728912771,-0.107951820,96.981498718,126.606803894,-2704.446044922,0.177628756,
