Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010793,1780409113,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010793,1780409113,1,OK,0.6945988,0.0284978,0.0076409,-0.7187921,252.995,-33.813,-1775.463,0.2070249,3,OK,252.899,-33.885,-1775.469,OK,164.248,3.484,-1776.271,OK,256.186,55.957,-1770.818,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010793,1780409113,1,OK,0.8336242,0.0292284,0.5361655,-0.1293947,74.368,-88.317,-1707.902,0.4223491,3,OK,74.561,-88.141,-1708.228,OK,71.371,-0.286,-1662.642,OK,37.703,-70.984,-1623.46,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010796,1780409113,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010796,1780409113,1,OK,0.6946206,0.0288033,0.00774,-0.7187577,253.022,-33.823,-1775.379,0.2017194,3,OK,252.93,-33.897,-1775.386,OK,164.276,3.473,-1776.194,OK,256.198,55.942,-1770.683,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010796,1780409113,1,OK,0.8337575,0.0291069,0.5359757,-0.1293492,74.427,-88.323,-1707.905,0.3941187,3,OK,74.603,-88.14,-1708.192,OK,71.389,-0.286,-1662.662,OK,37.74,-70.986,-1623.524,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010799,1780409113,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010799,1780409113,1,OK,0.6946064,0.028773,0.0085716,-0.7187633,253.013,-33.821,-1775.52,0.2116389,3,OK,252.931,-33.92,-1775.528,OK,164.255,3.478,-1776.185,OK,256.193,55.958,-1770.723,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010799,1780409113,1,OK,0.8335804,0.0292768,0.5362643,-0.1292565,74.389,-88.306,-1707.978,0.4459484,3,OK,74.596,-88.143,-1708.34,OK,71.38,-0.293,-1662.686,OK,37.728,-70.984,-1623.498,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010802,1780409113,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010802,1780409113,1,OK,0.6945835,0.0293191,0.0082044,-0.7187675,253.037,-33.809,-1775.543,0.2125878,3,OK,252.942,-33.892,-1775.55,OK,164.287,3.487,-1776.315,OK,256.224,55.963,-1770.721,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010802,1780409113,1,OK,0.8336739,0.0293544,0.5361085,-0.1292819,74.406,-88.299,-1707.915,0.4190432,3,OK,74.598,-88.133,-1708.244,OK,71.389,-0.286,-1662.615,OK,37.731,-70.981,-1623.484,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010805,1780409113,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010805,1780409113,1,OK,0.6946186,0.0286952,0.0082369,-0.7187585,253.041,-33.81,-1775.508,0.2116254,3,OK,252.958,-33.897,-1775.515,OK,164.275,3.485,-1776.226,OK,256.225,55.965,-1770.762,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010805,1780409113,1,OK,0.8336744,0.0292745,0.5361133,-0.129277,74.419,-88.304,-1707.919,0.4208908,3,OK,74.611,-88.135,-1708.247,OK,71.395,-0.287,-1662.632,OK,37.743,-70.98,-1623.487,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010808,1780409113,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010808,1780409113,1,OK,0.6945531,0.0286073,0.0082567,-0.7188251,252.996,-33.8,-1775.572,0.2064813,3,OK,252.908,-33.878,-1775.579,OK,164.245,3.509,-1776.28,OK,256.196,55.966,-1770.836,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010808,1780409113,1,OK,0.8337132,0.0292858,0.5360362,-0.1293435,74.385,-88.309,-1707.939,0.4214888,3,OK,74.579,-88.143,-1708.272,OK,71.365,-0.282,-1662.66,OK,37.695,-70.978,-1623.51,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010811,1780409114,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010811,1780409114,1,OK,0.6945684,0.0285645,0.0079956,-0.7188149,253.04,-33.801,-1775.547,0.215595,3,OK,252.952,-33.887,-1775.555,OK,164.28,3.502,-1776.299,OK,256.243,55.978,-1770.849,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010811,1780409114,1,OK,0.833637,0.029436,0.5361614,-0.1292819,74.408,-88.305,-1707.96,0.431142,3,OK,74.609,-88.159,-1708.317,OK,71.397,-0.295,-1662.631,OK,37.74,-70.982,-1623.508,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010814,1780409114,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010814,1780409114,1,OK,0.6945718,0.0286646,0.0078861,-0.7188088,253.043,-33.795,-1775.532,0.203837,3,OK,252.956,-33.877,-1775.539,OK,164.295,3.515,-1776.31,OK,256.232,55.973,-1770.835,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010814,1780409114,1,OK,0.8336491,0.0289999,0.5361304,-0.1294309,74.412,-88.335,-1707.888,0.4210433,3,OK,74.601,-88.145,-1708.2,OK,71.402,-0.289,-1662.677,OK,37.74,-70.983,-1623.456,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010817,1780409114,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010817,1780409114,1,OK,0.694592,0.0285368,0.0079353,-0.7187939,253.016,-33.793,-1775.534,0.2067386,3,OK,252.928,-33.875,-1775.541,OK,164.263,3.51,-1776.294,OK,256.205,55.979,-1770.847,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010817,1780409114,1,OK,0.8336635,0.0292796,0.5361216,-0.1293114,74.388,-88.314,-1707.899,0.4161166,3,OK,74.578,-88.143,-1708.221,OK,71.372,-0.294,-1662.616,OK,37.718,-70.989,-1623.472,,,,,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,791010820,1780409114,1,Too Few Markers,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0,3,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Missing,-3.70E+28,-3.70E+28,-3.70E+28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791010820,1780409114,1,OK,0.6945558,0.0282414,0.007666,-0.7188434,253.038,-33.788,-1775.553,0.2111773,3,OK,252.946,-33.869,-1775.56,OK,164.29,3.522,-1776.338,OK,256.244,55.991,-1770.937,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791010820,1780409114,1,OK,0.8335471,0.0293596,0.5363205,-0.129219,74.391,-88.299,-1707.933,0.4519062,3,OK,74.603,-88.151,-1708.313,OK,71.386,-0.289,-1662.613,OK,37.737,-70.983,-1623.438,,,,,,,,,,,,
