Tools,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239712,1729171195.201943258,1,OK,-0.6022929,-1.9734513,-14.6346270,80.402,-135.485,-1909.672,0.1099676,3,OK,80.380,-135.472,-1909.677,OK,44.425,-222.213,-1888.123,OK,-9.303,-134.432,-1912.792,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239712,1729171195.201943258,1,OK,-44.9274658,2.0787562,3.8437711,13.873,30.160,-1842.264,0.1473971,3,OK,14.016,30.139,-1842.263,OK,29.340,127.905,-1834.769,OK,-52.152,96.066,-1838.876,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239712,1729171195.201943258,1,OK,7.4283700,44.7891909,53.5864856,59.723,-73.123,-1976.179,0.4537455,3,OK,-26.951,-84.978,-1892.048,OK,-99.883,-94.545,-1819.141,OK,-138.661,-114.256,-1806.201,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239713,1729171195.218609924,1,OK,-0.5880380,-2.0665566,-14.6016438,80.410,-135.474,-1909.608,0.1143541,3,OK,80.376,-135.480,-1909.608,OK,44.435,-222.215,-1888.167,OK,-9.292,-134.433,-1912.876,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239713,1729171195.218609924,1,OK,-44.9369195,2.0571756,3.8999544,13.860,30.165,-1842.309,0.1488328,3,OK,14.004,30.124,-1842.309,OK,29.330,127.915,-1834.757,OK,-52.148,96.092,-1838.955,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239713,1729171195.218609924,1,OK,7.4045452,44.7330428,53.4013663,59.842,-73.117,-1975.994,0.4119079,3,OK,-26.949,-84.950,-1891.902,OK,-99.896,-94.519,-1819.180,OK,-138.675,-114.238,-1806.158,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239714,1729171195.235276591,1,OK,-0.5833618,-2.0765586,-14.4850820,80.399,-135.460,-1909.576,0.1058215,3,OK,80.369,-135.459,-1909.578,OK,44.425,-222.245,-1888.320,OK,-9.298,-134.436,-1912.857,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239714,1729171195.235276591,1,OK,-44.9293579,2.1009540,3.8159945,13.864,30.164,-1842.303,0.1448395,3,OK,14.005,30.133,-1842.302,OK,29.335,127.917,-1834.824,OK,-52.155,96.072,-1838.878,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239714,1729171195.235276591,1,OK,7.4066956,44.7266122,53.4333600,59.848,-73.096,-1975.977,0.3974990,3,OK,-26.971,-84.938,-1891.883,OK,-99.900,-94.500,-1819.182,OK,-138.682,-114.216,-1806.184,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239715,1729171195.251943257,1,OK,-0.5832498,-2.0841248,-14.5779103,80.418,-135.468,-1909.628,0.1155626,3,OK,80.392,-135.472,-1909.628,OK,44.445,-222.223,-1888.234,OK,-9.290,-134.433,-1912.925,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239715,1729171195.251943257,1,OK,-44.9250504,2.1007385,3.8875109,13.872,30.177,-1842.340,0.1460945,3,OK,14.014,30.147,-1842.339,OK,29.336,127.924,-1834.761,OK,-52.155,96.081,-1838.916,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239715,1729171195.251943257,1,OK,7.3757041,44.7429380,53.3320375,59.789,-73.130,-1976.102,0.4184152,3,OK,-26.983,-84.914,-1891.999,OK,-99.934,-94.456,-1819.270,OK,-138.713,-114.169,-1806.203,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239716,1729171195.268609924,1,OK,-0.5951568,-1.9905623,-14.5430857,80.409,-135.479,-1909.675,0.1016904,3,OK,80.397,-135.463,-1909.679,OK,44.434,-222.238,-1888.277,OK,-9.298,-134.446,-1912.819,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239716,1729171195.268609924,1,OK,-44.9345014,2.0384209,3.8846976,13.866,30.163,-1842.272,0.1431003,3,OK,14.005,30.132,-1842.271,OK,29.336,127.915,-1834.760,OK,-52.146,96.079,-1838.949,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239716,1729171195.268609924,1,OK,7.3562885,44.6806022,53.3138893,59.883,-73.103,-1975.966,0.3967439,3,OK,-27.010,-84.877,-1891.938,OK,-100.007,-94.394,-1819.313,OK,-138.795,-114.103,-1806.300,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239717,1729171195.285276591,1,OK,-0.5707608,-2.0988615,-14.5412097,80.387,-135.461,-1909.554,0.1136175,3,OK,80.348,-135.466,-1909.554,OK,44.429,-222.235,-1888.225,OK,-9.309,-134.447,-1912.873,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239717,1729171195.285276591,1,OK,-44.9426381,1.9693800,3.9137570,13.849,30.158,-1842.211,0.1438736,3,OK,13.989,30.124,-1842.210,OK,29.329,127.914,-1834.728,OK,-52.161,96.087,-1839.001,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239717,1729171195.285276591,1,OK,7.3417234,44.7582982,53.4464509,59.637,-73.161,-1976.230,0.4750932,3,OK,-27.068,-84.885,-1892.166,OK,-100.090,-94.366,-1819.287,OK,-138.890,-114.056,-1806.308,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239718,1729171195.301943257,1,OK,-0.6023047,-1.9801591,-14.6094832,80.409,-135.480,-1909.683,0.1083064,3,OK,80.383,-135.475,-1909.685,OK,44.435,-222.209,-1888.177,OK,-9.296,-134.424,-1912.814,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239718,1729171195.301943257,1,OK,-44.9247448,2.1086038,3.8638535,13.879,30.170,-1842.332,0.1427846,3,OK,14.017,30.141,-1842.331,OK,29.338,127.920,-1834.778,OK,-52.139,96.072,-1838.895,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239718,1729171195.301943257,1,OK,7.3473983,44.6730911,53.5414255,59.809,-73.093,-1976.026,0.4286685,3,OK,-27.078,-84.855,-1892.051,OK,-100.122,-94.322,-1819.322,OK,-138.954,-114.007,-1806.464,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239719,1729171195.318609924,1,OK,-0.5708713,-2.1010013,-14.5316714,80.414,-135.450,-1909.544,0.1058448,3,OK,80.374,-135.464,-1909.542,OK,44.454,-222.214,-1888.235,OK,-9.280,-134.443,-1912.865,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239719,1729171195.318609924,1,OK,-44.9325071,2.1112978,3.8411002,13.863,30.170,-1842.315,0.1434161,3,OK,14.001,30.138,-1842.315,OK,29.337,127.920,-1834.790,OK,-52.148,96.081,-1838.874,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239719,1729171195.318609924,1,OK,7.3092677,44.6630703,53.3855555,59.805,-73.120,-1976.053,0.4130866,3,OK,-27.107,-84.823,-1892.071,OK,-100.156,-94.275,-1819.430,OK,-138.985,-113.947,-1806.464,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239720,1729171195.335276591,1,OK,-0.6012750,-1.9514412,-14.5535170,80.399,-135.480,-1909.691,0.0991826,3,OK,80.376,-135.479,-1909.692,OK,44.436,-222.219,-1888.256,OK,-9.308,-134.435,-1912.774,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239720,1729171195.335276591,1,OK,-44.9275832,2.0869385,3.8639297,13.860,30.167,-1842.299,0.1486705,3,OK,14.005,30.129,-1842.298,OK,29.321,127.918,-1834.766,OK,-52.160,96.080,-1838.896,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239720,1729171195.335276591,1,OK,7.2722967,44.6705030,53.2748476,59.801,-73.167,-1976.093,0.4203180,3,OK,-27.097,-84.813,-1892.104,OK,-100.157,-94.226,-1819.453,OK,-138.974,-113.900,-1806.447,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506239721,1729171195.351943258,1,OK,-0.5776121,-2.0617497,-14.5558921,80.411,-135.465,-1909.608,0.1109501,3,OK,80.390,-135.461,-1909.610,OK,44.448,-222.233,-1888.233,OK,-9.297,-134.446,-1912.867,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506239721,1729171195.351943258,1,OK,-44.9339878,2.0843675,3.8515082,13.858,30.166,-1842.284,0.1446152,3,OK,13.998,30.132,-1842.283,OK,29.334,127.918,-1834.772,OK,-52.157,96.080,-1838.886,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506239721,1729171195.351943258,1,OK,7.2663322,44.6841109,53.2126661,59.808,-73.143,-1976.027,0.4303749,3,OK,-27.055,-84.769,-1892.021,OK,-100.120,-94.201,-1819.373,OK,-138.926,-113.863,-1806.294,Passive Strays,,,,,,,,,,,,
