Tools,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243456,1729171257.601982784,1,OK,-0.6612994,-2.0758544,-14.4896032,80.291,-135.625,-1910.180,0.0978071,3,OK,80.274,-135.632,-1910.178,OK,44.198,-222.343,-1888.921,OK,-9.416,-134.486,-1913.458,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243456,1729171257.601982784,1,OK,-44.9953321,2.1444953,3.9056657,14.264,30.039,-1842.740,0.1398069,3,OK,14.401,30.012,-1842.739,OK,29.860,127.766,-1835.091,OK,-51.684,96.013,-1839.245,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243456,1729171257.601982784,1,OK,37.5027983,18.4007242,55.9351255,123.462,-56.340,-1976.299,0.2472224,3,OK,31.486,-127.616,-1939.760,OK,-45.797,-186.618,-1907.037,OK,-71.348,-223.959,-1914.658,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243457,1729171257.618649450,1,OK,-0.6666911,-2.0256857,-14.5480563,80.262,-135.638,-1910.143,0.1105399,3,OK,80.237,-135.642,-1910.143,OK,44.183,-222.347,-1888.760,OK,-9.446,-134.478,-1913.346,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243457,1729171257.618649450,1,OK,-44.9969805,2.2550925,3.8322959,14.244,30.027,-1842.799,0.1397647,3,OK,14.379,29.987,-1842.800,OK,29.840,127.757,-1835.140,OK,-51.681,96.006,-1839.123,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243457,1729171257.618649450,1,OK,37.5082667,18.4076951,56.0529727,123.440,-56.342,-1976.343,0.2703041,3,OK,31.468,-127.631,-1939.797,OK,-45.810,-186.613,-1907.030,OK,-71.374,-223.952,-1914.719,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243458,1729171257.635316117,1,OK,-0.6677437,-2.0779874,-14.5011598,80.263,-135.637,-1910.123,0.1046500,3,OK,80.238,-135.638,-1910.124,OK,44.160,-222.359,-1888.845,OK,-9.438,-134.481,-1913.407,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243458,1729171257.635316117,1,OK,-44.9989517,2.2266026,3.8573932,14.247,30.018,-1842.726,0.1437236,3,OK,14.386,29.988,-1842.726,OK,29.846,127.736,-1835.062,OK,-51.684,96.000,-1839.097,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243458,1729171257.635316117,1,OK,37.4986034,18.4253497,56.0067913,123.452,-56.372,-1976.292,0.2656546,3,OK,31.464,-127.649,-1939.704,OK,-45.789,-186.594,-1906.921,OK,-71.361,-223.947,-1914.576,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243459,1729171257.651982784,1,OK,-0.6517666,-2.1067030,-14.5447829,80.267,-135.639,-1910.126,0.1105081,3,OK,80.241,-135.650,-1910.124,OK,44.184,-222.352,-1888.799,OK,-9.441,-134.501,-1913.457,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243459,1729171257.651982784,1,OK,-45.0013884,2.2276408,3.8843426,14.241,30.013,-1842.811,0.1521338,3,OK,14.390,29.977,-1842.811,OK,29.844,127.726,-1835.108,OK,-51.695,96.007,-1839.180,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243459,1729171257.651982784,1,OK,37.4976476,18.4708144,56.0229104,123.400,-56.383,-1976.473,0.2825757,3,OK,31.458,-127.626,-1939.806,OK,-45.827,-186.578,-1906.908,OK,-71.377,-223.927,-1914.568,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243460,1729171257.668649450,1,OK,-0.6688637,-2.0563346,-14.5986535,80.278,-135.669,-1910.163,0.1141970,3,OK,80.252,-135.665,-1910.165,OK,44.180,-222.366,-1888.719,OK,-9.424,-134.503,-1913.415,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243460,1729171257.668649450,1,OK,-45.0028018,2.2303142,3.8766268,14.256,30.003,-1842.777,0.1419447,3,OK,14.394,29.970,-1842.776,OK,29.865,127.722,-1835.081,OK,-51.673,95.987,-1839.142,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243460,1729171257.668649450,1,OK,37.4629620,18.4151833,55.8554955,123.468,-56.396,-1976.265,0.2544756,3,OK,31.441,-127.615,-1939.695,OK,-45.862,-186.536,-1906.943,OK,-71.416,-223.892,-1914.548,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243461,1729171257.685316117,1,OK,-0.6688345,-2.0202761,-14.5236416,80.262,-135.646,-1910.158,0.1061541,3,OK,80.240,-135.646,-1910.158,OK,44.177,-222.362,-1888.809,OK,-9.445,-134.489,-1913.351,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243461,1729171257.685316117,1,OK,-45.0081388,2.2089983,3.9049250,14.245,29.999,-1842.780,0.1428990,3,OK,14.384,29.960,-1842.780,OK,29.859,127.721,-1835.066,OK,-51.678,95.994,-1839.179,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243461,1729171257.685316117,1,OK,37.4703687,18.3950861,55.9010901,123.445,-56.353,-1976.248,0.2837872,3,OK,31.429,-127.588,-1939.733,OK,-45.906,-186.514,-1906.966,OK,-71.445,-223.891,-1914.655,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243462,1729171257.701982784,1,OK,-0.6655691,-2.1095217,-14.4647266,80.255,-135.639,-1910.108,0.1030713,3,OK,80.232,-135.651,-1910.106,OK,44.150,-222.366,-1888.907,OK,-9.450,-134.487,-1913.441,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243462,1729171257.701982784,1,OK,-45.0064584,2.2055949,3.8591961,14.248,30.012,-1842.783,0.1369673,3,OK,14.381,29.977,-1842.783,OK,29.862,127.741,-1835.136,OK,-51.672,95.998,-1839.188,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243462,1729171257.701982784,1,OK,37.4609339,18.3677256,55.8618859,123.460,-56.355,-1976.201,0.2619641,3,OK,31.407,-127.590,-1939.729,OK,-45.921,-186.517,-1907.047,OK,-71.473,-223.880,-1914.704,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243463,1729171257.718649450,1,OK,-0.6788457,-2.0360941,-14.5487337,80.254,-135.655,-1910.221,0.1083625,3,OK,80.229,-135.654,-1910.222,OK,44.148,-222.358,-1888.843,OK,-9.450,-134.479,-1913.440,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243463,1729171257.718649450,1,OK,-45.0018784,2.2608030,3.9041462,14.262,30.016,-1842.818,0.1420151,3,OK,14.400,29.974,-1842.818,OK,29.865,127.736,-1835.053,OK,-51.658,96.003,-1839.133,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243463,1729171257.718649450,1,OK,37.4612364,18.3407309,55.8683357,123.458,-56.315,-1976.135,0.2810718,3,OK,31.394,-127.565,-1939.725,OK,-45.956,-186.485,-1907.060,OK,-71.494,-223.864,-1914.776,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243464,1729171257.735316117,1,OK,-0.6725253,-2.0477680,-14.5900236,80.285,-135.658,-1910.245,0.1059510,3,OK,80.257,-135.659,-1910.245,OK,44.182,-222.344,-1888.812,OK,-9.416,-134.494,-1913.481,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243464,1729171257.735316117,1,OK,-44.9998454,2.2042948,3.9269562,14.278,30.027,-1842.822,0.1483170,3,OK,14.423,29.988,-1842.822,OK,29.879,127.745,-1835.082,OK,-51.664,96.016,-1839.229,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243464,1729171257.735316117,1,OK,37.4275752,18.3301960,55.6126213,123.518,-56.375,-1976.194,0.2214871,3,OK,31.400,-127.575,-1939.781,OK,-45.949,-186.493,-1907.228,OK,-71.481,-223.857,-1914.774,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243465,1729171257.751982784,1,OK,-0.6759658,-2.0100651,-14.5426381,80.270,-135.650,-1910.261,0.1054164,3,OK,80.247,-135.646,-1910.263,OK,44.175,-222.356,-1888.876,OK,-9.433,-134.483,-1913.438,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243465,1729171257.751982784,1,OK,-45.0049064,2.2272870,3.8884160,14.280,30.030,-1842.838,0.1473968,3,OK,14.423,29.992,-1842.838,OK,29.888,127.747,-1835.129,OK,-51.648,96.024,-1839.207,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243465,1729171257.751982784,1,OK,37.4773812,18.3134275,56.0200818,123.471,-56.301,-1976.153,0.3227339,3,OK,31.413,-127.593,-1939.814,OK,-45.952,-186.509,-1907.133,OK,-71.488,-223.899,-1914.987,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243466,1729171257.768649450,1,OK,-0.6707564,-2.0519753,-14.4807400,80.246,-135.641,-1910.187,0.1063562,3,OK,80.219,-135.645,-1910.187,OK,44.152,-222.369,-1888.924,OK,-9.456,-134.478,-1913.430,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243466,1729171257.768649450,1,OK,-45.0117658,2.2118268,3.8598491,14.256,30.023,-1842.762,0.1479959,3,OK,14.399,29.990,-1842.761,OK,29.875,127.738,-1835.109,OK,-51.666,96.024,-1839.156,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243466,1729171257.768649450,1,OK,37.4360280,18.2974902,55.6095630,123.497,-56.379,-1976.189,0.2472709,3,OK,31.370,-127.615,-1939.848,OK,-45.986,-186.525,-1907.316,OK,-71.496,-223.924,-1914.936,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243467,1729171257.785316117,1,OK,-0.6642340,-2.0529091,-14.5706213,80.263,-135.650,-1910.200,0.1184937,3,OK,80.237,-135.657,-1910.199,OK,44.183,-222.358,-1888.797,OK,-9.448,-134.485,-1913.448,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243467,1729171257.785316117,1,OK,-44.9988426,2.2283883,3.8515485,14.279,30.015,-1842.807,0.1524323,3,OK,14.426,29.981,-1842.806,OK,29.873,127.729,-1835.149,OK,-51.654,96.007,-1839.174,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243467,1729171257.785316117,1,OK,37.4633074,18.3171006,55.6764428,123.447,-56.350,-1976.269,0.2504090,3,OK,31.378,-127.609,-1939.896,OK,-45.969,-186.568,-1907.316,OK,-71.473,-223.962,-1914.945,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243468,1729171257.801982784,1,OK,-0.6627675,-2.0665996,-14.5640809,80.284,-135.655,-1910.257,0.1079010,3,OK,80.257,-135.659,-1910.257,OK,44.193,-222.358,-1888.875,OK,-9.418,-134.504,-1913.523,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243468,1729171257.801982784,1,OK,-45.0143952,2.2020194,3.9225164,14.286,30.005,-1842.800,0.1378086,3,OK,14.419,29.974,-1842.800,OK,29.903,127.719,-1835.069,OK,-51.617,96.002,-1839.211,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243468,1729171257.801982784,1,OK,37.4761217,18.2742785,55.7057735,123.488,-56.343,-1976.151,0.2831328,3,OK,31.406,-127.653,-1939.873,OK,-45.949,-186.604,-1907.322,OK,-71.423,-224.027,-1915.054,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506243469,1729171257.818649450,1,OK,-0.6818274,-2.0109154,-14.4393970,80.271,-135.650,-1910.159,0.0996375,3,OK,80.240,-135.654,-1910.159,OK,44.172,-222.381,-1888.935,OK,-9.426,-134.477,-1913.336,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506243469,1729171257.818649450,1,OK,-45.0022183,2.2618870,3.8884430,14.272,30.006,-1842.840,0.1412697,3,OK,14.410,29.968,-1842.840,OK,29.887,127.728,-1835.095,OK,-51.660,95.988,-1839.153,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506243469,1729171257.818649450,1,OK,37.4938698,18.2608367,55.7509656,123.473,-56.330,-1976.106,0.2850617,3,OK,31.403,-127.675,-1939.855,OK,-45.936,-186.650,-1907.326,OK,-71.412,-224.073,-1915.081,Passive Strays,,,,,,,,,,,,
