Tools,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238147,1729171169.118521556,1,OK,-0.9014217,-2.0148219,-14.5033910,79.865,-136.431,-1910.501,0.1003411,3,OK,79.843,-136.433,-1910.501,OK,43.429,-223.000,-1889.182,OK,-9.834,-134.915,-1913.684,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238147,1729171169.118521556,1,OK,-45.2262306,2.1575503,3.7356572,14.663,29.720,-1843.118,0.1422820,3,OK,14.802,29.677,-1843.119,OK,30.656,127.408,-1835.693,OK,-51.018,95.965,-1839.602,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238147,1729171169.118521556,1,OK,-14.5957941,16.1625843,-9.7208526,64.063,-1.831,-1961.809,0.2604427,3,OK,-49.883,25.884,-1928.226,OK,-145.135,50.227,-1899.654,OK,-186.018,36.445,-1884.978,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238148,1729171169.135188223,1,OK,-0.9169612,-1.9318572,-14.5274812,79.849,-136.451,-1910.546,0.0894102,3,OK,79.833,-136.450,-1910.546,OK,43.411,-222.991,-1889.142,OK,-9.851,-134.922,-1913.596,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238148,1729171169.135188223,1,OK,-45.2122472,2.2333147,3.7102578,14.667,29.710,-1843.062,0.1391684,3,OK,14.803,29.673,-1843.062,OK,30.638,127.393,-1835.595,OK,-51.016,95.933,-1839.422,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238148,1729171169.135188223,1,OK,-14.5872119,16.0597411,-9.9867345,64.132,-1.838,-1961.522,0.2495164,3,OK,-49.906,25.873,-1928.131,OK,-145.161,50.228,-1899.751,OK,-186.040,36.430,-1885.030,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238149,1729171169.151854889,1,OK,-0.9110585,-1.9735163,-14.5496453,79.866,-136.442,-1910.553,0.0984228,3,OK,79.856,-136.437,-1910.555,OK,43.422,-222.990,-1889.138,OK,-9.841,-134.916,-1913.671,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238149,1729171169.151854889,1,OK,-45.2261267,2.0920625,3.7385296,14.675,29.714,-1843.006,0.1471882,3,OK,14.819,29.680,-1843.005,OK,30.659,127.397,-1835.644,OK,-51.011,95.965,-1839.596,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238149,1729171169.151854889,1,OK,-14.5990306,16.2012302,-9.4349546,64.037,-1.842,-1961.874,0.2651048,3,OK,-49.880,25.876,-1928.224,OK,-145.135,50.213,-1899.579,OK,-186.024,36.433,-1885.001,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238150,1729171169.168521556,1,OK,-0.9015197,-1.9682439,-14.5142118,79.861,-136.439,-1910.527,0.1014329,3,OK,79.844,-136.442,-1910.527,OK,43.442,-223.004,-1889.163,OK,-9.847,-134.921,-1913.638,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238150,1729171169.168521556,1,OK,-45.2185039,2.1563416,3.7689734,14.675,29.719,-1843.109,0.1380955,3,OK,14.810,29.688,-1843.108,OK,30.659,127.402,-1835.638,OK,-51.017,95.947,-1839.595,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238150,1729171169.168521556,1,OK,-14.5958750,16.1610123,-9.8034437,64.052,-1.844,-1961.850,0.2526855,3,OK,-49.888,25.866,-1928.270,OK,-145.144,50.226,-1899.701,OK,-186.031,36.427,-1884.986,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238151,1729171169.185188223,1,OK,-0.9054302,-1.9714053,-14.5030358,79.852,-136.443,-1910.544,0.0952369,3,OK,79.839,-136.449,-1910.543,OK,43.424,-223.001,-1889.201,OK,-9.856,-134.926,-1913.658,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238151,1729171169.185188223,1,OK,-45.2240232,2.1426293,3.7465649,14.655,29.714,-1843.073,0.1407890,3,OK,14.792,29.683,-1843.073,OK,30.644,127.395,-1835.648,OK,-51.029,95.952,-1839.581,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238151,1729171169.185188223,1,OK,-14.5971977,16.1717404,-9.7170948,64.034,-1.832,-1961.845,0.2529964,3,OK,-49.899,25.880,-1928.246,OK,-145.154,50.241,-1899.657,OK,-186.042,36.440,-1884.972,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238152,1729171169.201854889,1,OK,-0.8990193,-2.0028209,-14.5608706,79.854,-136.441,-1910.540,0.1039201,3,OK,79.837,-136.439,-1910.541,OK,43.424,-222.995,-1889.124,OK,-9.850,-134.926,-1913.705,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238152,1729171169.201854889,1,OK,-45.2279819,2.1446573,3.7390208,14.660,29.714,-1843.053,0.1406967,3,OK,14.797,29.683,-1843.052,OK,30.653,127.394,-1835.636,OK,-51.014,95.958,-1839.557,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238152,1729171169.201854889,1,OK,-14.5999814,16.1487791,-9.9167841,64.055,-1.838,-1961.859,0.2520026,3,OK,-49.891,25.882,-1928.299,OK,-145.139,50.252,-1899.754,OK,-186.031,36.456,-1884.997,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238153,1729171169.218521556,1,OK,-0.9067829,-1.9887259,-14.5575082,79.868,-136.451,-1910.516,0.0987363,3,OK,79.848,-136.450,-1910.517,OK,43.428,-222.997,-1889.098,OK,-9.831,-134.929,-1913.658,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238153,1729171169.218521556,1,OK,-45.2217016,2.1847387,3.6913966,14.677,29.708,-1843.053,0.1422945,3,OK,14.816,29.674,-1843.053,OK,30.662,127.392,-1835.663,OK,-51.003,95.946,-1839.493,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238153,1729171169.218521556,1,OK,-14.5847051,16.0769652,-10.0997057,64.127,-1.824,-1961.581,0.2512397,3,OK,-49.890,25.877,-1928.156,OK,-145.149,50.226,-1899.741,OK,-186.020,36.432,-1884.961,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238154,1729171169.235188223,1,OK,-0.8964229,-2.0490484,-14.5168708,79.859,-136.443,-1910.440,0.0978073,3,OK,79.832,-136.453,-1910.438,OK,43.421,-223.000,-1889.123,OK,-9.836,-134.935,-1913.676,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238154,1729171169.235188223,1,OK,-45.2206545,2.2362308,3.7217861,14.668,29.712,-1843.127,0.1392699,3,OK,14.804,29.675,-1843.128,OK,30.657,127.393,-1835.642,OK,-51.010,95.944,-1839.483,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238154,1729171169.235188223,1,OK,-14.6009857,16.2783812,-9.3669957,63.944,-1.852,-1962.200,0.2631480,3,OK,-49.902,25.853,-1928.403,OK,-145.161,50.197,-1899.614,OK,-186.037,36.402,-1885.014,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238155,1729171169.251854889,1,OK,-0.9170878,-1.9393409,-14.4752798,79.863,-136.446,-1910.512,0.0837253,3,OK,79.850,-136.446,-1910.512,OK,43.421,-223.000,-1889.194,OK,-9.837,-134.923,-1913.572,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238155,1729171169.251854889,1,OK,-45.2176546,2.2002683,3.7148098,14.674,29.721,-1843.103,0.1326766,3,OK,14.803,29.685,-1843.104,OK,30.654,127.411,-1835.664,OK,-51.003,95.945,-1839.518,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238155,1729171169.251854889,1,OK,-14.5844732,16.1715324,-9.7578399,64.046,-1.821,-1961.902,0.2538393,3,OK,-49.905,25.868,-1928.299,OK,-145.139,50.203,-1899.718,OK,-186.036,36.394,-1885.012,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238156,1729171169.268521556,1,OK,-0.8978740,-2.0148131,-14.5232219,79.856,-136.422,-1910.480,0.1023225,3,OK,79.835,-136.425,-1910.480,OK,43.426,-222.986,-1889.130,OK,-9.847,-134.909,-1913.664,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238156,1729171169.268521556,1,OK,-45.2283362,2.2068971,3.7332929,14.646,29.730,-1843.164,0.1441933,3,OK,14.787,29.690,-1843.164,OK,30.644,127.408,-1835.692,OK,-51.030,95.977,-1839.567,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238156,1729171169.268521556,1,OK,-14.5821852,16.1916556,-9.8026154,64.013,-1.793,-1961.973,0.2604436,3,OK,-49.920,25.890,-1928.329,OK,-145.156,50.208,-1899.709,OK,-186.040,36.414,-1884.975,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238157,1729171169.285188222,1,OK,-0.9188926,-1.9131924,-14.5807963,79.841,-136.455,-1910.584,0.0993141,3,OK,79.824,-136.453,-1910.585,OK,43.410,-222.984,-1889.085,OK,-9.866,-134.913,-1913.608,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238157,1729171169.285188222,1,OK,-45.2241877,2.1693449,3.7585330,14.644,29.711,-1843.096,0.1371443,3,OK,14.778,29.669,-1843.096,OK,30.636,127.401,-1835.626,OK,-51.036,95.948,-1839.561,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238157,1729171169.285188222,1,OK,-14.6060174,16.1778161,-9.6695262,64.017,-1.860,-1961.881,0.2525298,3,OK,-49.921,25.871,-1928.268,OK,-145.152,50.242,-1899.674,OK,-186.045,36.445,-1885.006,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238158,1729171169.301854889,1,OK,-0.9094211,-1.9756641,-14.4568818,79.860,-136.432,-1910.456,0.0831783,3,OK,79.828,-136.446,-1910.453,OK,43.425,-222.987,-1889.191,OK,-9.827,-134.919,-1913.573,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238158,1729171169.301854889,1,OK,-45.2171313,2.2236311,3.6988646,14.665,29.715,-1843.087,0.1406292,3,OK,14.802,29.680,-1843.087,OK,30.645,127.398,-1835.646,OK,-51.017,95.945,-1839.463,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238158,1729171169.301854889,1,OK,-14.5991410,16.0747104,-10.0826742,64.133,-1.824,-1961.552,0.2488912,3,OK,-49.887,25.907,-1928.129,OK,-145.120,50.284,-1899.726,OK,-186.012,36.491,-1884.948,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238159,1729171169.318521556,1,OK,-0.8977958,-2.0067729,-14.5549628,79.876,-136.456,-1910.536,0.0944865,3,OK,79.857,-136.453,-1910.537,OK,43.440,-223.005,-1889.134,OK,-9.819,-134.953,-1913.705,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238159,1729171169.318521556,1,OK,-45.2246240,2.1479238,3.7729734,14.681,29.704,-1843.094,0.1403565,3,OK,14.819,29.662,-1843.094,OK,30.672,127.391,-1835.626,OK,-51.004,95.945,-1839.593,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238159,1729171169.318521556,1,OK,-14.6206924,16.1806716,-9.6642599,64.062,-1.835,-1961.894,0.2551254,3,OK,-49.856,25.924,-1928.279,OK,-145.098,50.317,-1899.674,OK,-185.992,36.536,-1885.007,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238160,1729171169.335188223,1,OK,-0.8991306,-2.0388473,-14.4844539,79.849,-136.446,-1910.511,0.1003721,3,OK,79.829,-136.453,-1910.510,OK,43.412,-223.020,-1889.236,OK,-9.853,-134.932,-1913.732,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238160,1729171169.335188223,1,OK,-45.2242574,2.1575955,3.7501194,14.649,29.707,-1843.084,0.1403620,3,OK,14.787,29.674,-1843.084,OK,30.639,127.388,-1835.639,OK,-51.032,95.946,-1839.568,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238160,1729171169.335188223,1,OK,-14.6186409,16.1175846,-9.9631198,64.075,-1.846,-1961.727,0.2478489,3,OK,-49.896,25.916,-1928.225,OK,-145.134,50.323,-1899.738,OK,-186.016,36.538,-1884.987,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238161,1729171169.351854889,1,OK,-0.9116086,-1.9306863,-14.5142775,79.844,-136.445,-1910.562,0.0862323,3,OK,79.821,-136.444,-1910.563,OK,43.413,-222.992,-1889.178,OK,-9.848,-134.928,-1913.609,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238161,1729171169.351854889,1,OK,-45.2229190,2.2050759,3.7163607,14.644,29.715,-1843.130,0.1393641,3,OK,14.781,29.680,-1843.130,OK,30.641,127.400,-1835.683,OK,-51.041,95.949,-1839.537,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238161,1729171169.351854889,1,OK,-14.6217687,16.1530472,-9.6320237,64.048,-1.847,-1961.754,0.2564749,3,OK,-49.906,25.922,-1928.189,OK,-145.138,50.313,-1899.639,OK,-186.028,36.539,-1885.008,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238162,1729171169.368521556,1,OK,-0.8972646,-2.0446636,-14.4433845,79.859,-136.426,-1910.466,0.0924968,3,OK,79.842,-136.440,-1910.463,OK,43.423,-223.002,-1889.261,OK,-9.844,-134.922,-1913.694,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238162,1729171169.368521556,1,OK,-45.2235420,2.1990060,3.7501488,14.668,29.720,-1843.110,0.1408586,3,OK,14.805,29.687,-1843.110,OK,30.657,127.396,-1835.623,OK,-51.009,95.957,-1839.526,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238162,1729171169.368521556,1,OK,-14.6156018,16.1243254,-10.0502346,64.082,-1.842,-1961.734,0.2463024,3,OK,-49.886,25.911,-1928.215,OK,-145.119,50.316,-1899.718,OK,-185.996,36.527,-1884.924,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238163,1729171169.385188223,1,OK,-0.8978506,-2.0424115,-14.4653582,79.865,-136.436,-1910.485,0.0950387,3,OK,79.845,-136.449,-1910.483,OK,43.428,-223.008,-1889.244,OK,-9.837,-134.929,-1913.711,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238163,1729171169.385188223,1,OK,-45.2216428,2.2001262,3.7160820,14.664,29.710,-1843.115,0.1406022,3,OK,14.801,29.665,-1843.115,OK,30.650,127.399,-1835.673,OK,-51.015,95.948,-1839.529,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238163,1729171169.385188223,1,OK,-14.6157022,16.1897969,-9.5035468,64.040,-1.851,-1961.853,0.2578993,3,OK,-49.884,25.900,-1928.221,OK,-145.125,50.277,-1899.601,OK,-186.012,36.496,-1885.001,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506238164,1729171169.401854889,1,OK,-0.9026637,-2.0134864,-14.5249936,79.859,-136.439,-1910.496,0.1012233,3,OK,79.838,-136.442,-1910.496,OK,43.423,-222.998,-1889.143,OK,-9.842,-134.919,-1913.678,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506238164,1729171169.401854889,1,OK,-45.2215758,2.1695953,3.7578971,14.670,29.721,-1843.116,0.1417304,3,OK,14.808,29.684,-1843.115,OK,30.653,127.402,-1835.647,OK,-51.013,95.959,-1839.579,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506238164,1729171169.401854889,1,OK,-14.5932733,16.1122182,-10.0189131,64.099,-1.817,-1961.674,0.2558465,3,OK,-49.879,25.897,-1928.184,OK,-145.140,50.250,-1899.702,OK,-186.016,36.468,-1884.932,Passive Strays,,,,,,,,,,,,
