Tools,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245838,1729171297.301903494,1,OK,-0.8601717,-1.9740039,-14.5527558,79.982,-136.194,-1910.864,0.0987724,3,OK,79.970,-136.190,-1910.865,OK,43.616,-222.772,-1889.444,OK,-9.726,-134.747,-1913.982,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245838,1729171297.301903494,1,OK,-45.1810750,2.2976080,3.7060476,14.773,29.757,-1843.208,0.1451991,3,OK,14.914,29.732,-1843.208,OK,30.697,127.430,-1835.683,OK,-50.950,95.943,-1839.464,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245838,1729171297.301903494,1,OK,-61.5509853,24.8514232,5.0500868,176.820,-28.082,-1952.865,0.3077153,3,OK,122.489,68.585,-1902.452,OK,77.622,150.316,-1859.320,OK,39.601,170.525,-1845.020,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245839,1729171297.318570160,1,OK,-0.8531299,-2.0201567,-14.5144832,79.978,-136.188,-1910.813,0.0988310,3,OK,79.964,-136.197,-1910.812,OK,43.614,-222.776,-1889.482,OK,-9.732,-134.749,-1914.005,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245839,1729171297.318570160,1,OK,-45.1766596,2.3149734,3.7391704,14.787,29.754,-1843.205,0.1374156,3,OK,14.920,29.718,-1843.205,OK,30.702,127.437,-1835.615,OK,-50.930,95.931,-1839.432,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245839,1729171297.318570160,1,OK,-61.5488567,24.8659130,5.1936495,176.828,-28.073,-1952.912,0.3154290,3,OK,122.510,68.570,-1902.483,OK,77.627,150.310,-1859.317,OK,39.606,170.539,-1845.063,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245840,1729171297.335236827,1,OK,-0.8403230,-2.0959593,-14.5173548,79.977,-136.176,-1910.740,0.1062242,3,OK,79.950,-136.185,-1910.739,OK,43.610,-222.779,-1889.449,OK,-9.721,-134.748,-1914.053,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245840,1729171297.335236827,1,OK,-45.1725529,2.2588743,3.6941860,14.778,29.749,-1843.129,0.1371211,3,OK,14.910,29.728,-1843.128,OK,30.689,127.435,-1835.660,OK,-50.954,95.919,-1839.448,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245840,1729171297.335236827,1,OK,-61.5467894,24.8106380,4.8316237,176.861,-28.119,-1952.819,0.3084727,3,OK,122.506,68.574,-1902.478,OK,77.625,150.308,-1859.421,OK,39.589,170.517,-1845.047,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245841,1729171297.351903494,1,OK,-0.8686760,-1.9444070,-14.5868943,79.957,-136.206,-1910.939,0.0982370,3,OK,79.940,-136.195,-1910.942,OK,43.584,-222.770,-1889.448,OK,-9.743,-134.747,-1914.010,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245841,1729171297.351903494,1,OK,-45.1833190,2.2269062,3.7644787,14.748,29.751,-1843.200,0.1407928,3,OK,14.884,29.721,-1843.199,OK,30.666,127.432,-1835.664,OK,-50.970,95.942,-1839.570,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245841,1729171297.351903494,1,OK,-61.5491783,24.8129568,4.7937547,176.835,-28.120,-1952.776,0.3067298,3,OK,122.482,68.574,-1902.429,OK,77.606,150.313,-1859.365,OK,39.580,170.504,-1844.983,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245842,1729171297.368570160,1,OK,-0.8616875,-1.9774541,-14.5847204,79.976,-136.193,-1910.878,0.0958362,3,OK,79.960,-136.181,-1910.882,OK,43.600,-222.760,-1889.411,OK,-9.720,-134.747,-1914.001,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245842,1729171297.368570160,1,OK,-45.1777569,2.2332571,3.7396202,14.768,29.748,-1843.125,0.1392467,3,OK,14.902,29.719,-1843.125,OK,30.674,127.430,-1835.618,OK,-50.950,95.931,-1839.485,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245842,1729171297.368570160,1,OK,-61.5639743,24.7858030,4.7370017,176.877,-28.134,-1952.656,0.3112894,3,OK,122.532,68.607,-1902.354,OK,77.662,150.355,-1859.342,OK,39.668,170.553,-1844.958,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245843,1729171297.385236827,1,OK,-0.8467717,-2.0371455,-14.5563671,79.994,-136.186,-1910.824,0.1075315,3,OK,79.982,-136.189,-1910.824,OK,43.634,-222.774,-1889.437,OK,-9.719,-134.749,-1914.045,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245843,1729171297.385236827,1,OK,-45.1763737,2.2679464,3.7362035,14.795,29.759,-1843.181,0.1417076,3,OK,14.931,29.742,-1843.179,OK,30.704,127.430,-1835.644,OK,-50.926,95.938,-1839.484,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245843,1729171297.385236827,1,OK,-61.6048549,24.8895502,5.0010654,176.810,-28.039,-1952.984,0.3173701,3,OK,122.604,68.616,-1902.514,OK,77.801,150.419,-1859.291,OK,39.803,170.633,-1844.954,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245844,1729171297.401903494,1,OK,-0.8493725,-2.0364379,-14.5457742,79.979,-136.195,-1910.883,0.1056099,3,OK,79.963,-136.194,-1910.884,OK,43.613,-222.788,-1889.510,OK,-9.726,-134.756,-1914.101,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245844,1729171297.401903494,1,OK,-45.1769350,2.2812179,3.7049103,14.780,29.752,-1843.168,0.1439243,3,OK,14.919,29.727,-1843.167,OK,30.692,127.428,-1835.662,OK,-50.943,95.934,-1839.450,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245844,1729171297.401903494,1,OK,-61.6297191,24.8522894,5.0442327,176.842,-28.085,-1952.838,0.3013936,3,OK,122.645,68.644,-1902.430,OK,77.896,150.468,-1859.282,OK,39.890,170.700,-1844.990,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245845,1729171297.418570160,1,OK,-0.8681152,-1.9157421,-14.5741724,79.956,-136.201,-1910.926,0.0969361,3,OK,79.932,-136.188,-1910.930,OK,43.594,-222.772,-1889.436,OK,-9.735,-134.745,-1913.951,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245845,1729171297.418570160,1,OK,-45.1736649,2.3090784,3.6888304,14.759,29.754,-1843.195,0.1416440,3,OK,14.896,29.726,-1843.195,OK,30.670,127.434,-1835.682,OK,-50.967,95.929,-1839.432,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245845,1729171297.418570160,1,OK,-61.6259554,24.8180273,4.8012691,176.864,-28.116,-1952.700,0.3072346,3,OK,122.640,68.648,-1902.343,OK,77.871,150.451,-1859.267,OK,39.889,170.675,-1844.894,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245846,1729171297.435236827,1,OK,-0.8349510,-2.0878142,-14.4995414,79.967,-136.162,-1910.754,0.1098631,3,OK,79.942,-136.172,-1910.752,OK,43.616,-222.778,-1889.484,OK,-9.736,-134.738,-1914.055,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245846,1729171297.435236827,1,OK,-45.1729717,2.3464401,3.6708064,14.768,29.762,-1843.199,0.1403369,3,OK,14.904,29.731,-1843.199,OK,30.682,127.444,-1835.673,OK,-50.956,95.935,-1839.375,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245846,1729171297.435236827,1,OK,-61.6008331,24.8446758,4.7095593,176.876,-28.081,-1952.768,0.3092565,3,OK,122.626,68.631,-1902.360,OK,77.828,150.398,-1859.239,OK,39.833,170.598,-1844.806,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506245847,1729171297.451903493,1,OK,-0.8839684,-1.8599739,-14.6336105,79.988,-136.219,-1911.015,0.1014866,3,OK,79.981,-136.197,-1911.020,OK,43.616,-222.765,-1889.399,OK,-9.720,-134.737,-1913.953,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506245847,1729171297.451903493,1,OK,-45.1776227,2.2001858,3.7148763,14.783,29.752,-1843.142,0.1412743,3,OK,14.920,29.724,-1843.141,OK,30.693,127.439,-1835.703,OK,-50.945,95.936,-1839.556,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506245847,1729171297.451903493,1,OK,-61.5835287,24.8388689,4.6916692,176.858,-28.131,-1952.752,0.3038841,3,OK,122.569,68.576,-1902.351,OK,77.754,150.330,-1859.242,OK,39.756,170.503,-1844.813,Passive Strays,,,,,,,,,,,,
