Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116195,1780410869.918679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116195,1780410869.918679252,1,OK,0.6887072,0.0043150,-0.0128262,-0.7249133,254.985,-32.518,-1782.443,0.2032507,3,OK,254.906,-32.591,-1782.444,OK,166.885,6.253,-1785.042,OK,259.783,57.289,-1783.464,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116195,1780410869.918679252,1,OK,0.8342984,0.0295321,0.5350823,-0.1294643,73.778,-88.570,-1708.210,0.4335006,3,OK,73.984,-88.443,-1708.582,OK,70.675,-0.534,-1662.908,OK,36.903,-71.197,-1623.854,Passive Strays,791116195,1780410869.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.766,526.816,-2501.583
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116198,1780410869.968679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116198,1780410869.968679252,1,OK,0.6886783,0.0044185,-0.0130233,-0.7249366,254.972,-32.518,-1782.416,0.2032115,3,OK,254.898,-32.597,-1782.417,OK,166.873,6.262,-1785.058,OK,259.776,57.290,-1783.449,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116198,1780410869.968679252,1,OK,0.8344088,0.0292374,0.5349162,-0.1295058,73.785,-88.578,-1708.144,0.4129062,3,OK,73.973,-88.402,-1708.456,OK,70.657,-0.535,-1662.928,OK,36.886,-71.195,-1623.838,Passive Strays,791116198,1780410869.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.731,526.815,-2501.526
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116201,1780410870.018679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116201,1780410870.018679252,1,OK,0.6886848,0.0038131,-0.0129235,-0.7249356,255.029,-32.525,-1782.409,0.2052991,3,OK,254.960,-32.610,-1782.410,OK,166.923,6.255,-1784.989,OK,259.833,57.286,-1783.509,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116201,1780410870.018679252,1,OK,0.8344080,0.0295395,0.5349224,-0.1294170,73.838,-88.570,-1708.204,0.4130602,3,OK,74.034,-88.443,-1708.554,OK,70.709,-0.529,-1662.898,OK,36.940,-71.205,-1623.888,Passive Strays,791116201,1780410870.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.807,526.823,-2501.491
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116204,1780410870.068679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116204,1780410870.068679252,1,OK,0.6887367,0.0046488,-0.0122832,-0.7248926,255.011,-32.523,-1782.502,0.1986975,3,OK,254.937,-32.603,-1782.503,OK,166.911,6.250,-1785.030,OK,259.794,57.285,-1783.414,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116204,1780410870.068679252,1,OK,0.8344233,0.0293285,0.5348816,-0.1295346,73.831,-88.597,-1708.161,0.4149144,3,OK,74.025,-88.451,-1708.500,OK,70.705,-0.540,-1662.915,OK,36.925,-71.205,-1623.849,Passive Strays,791116204,1780410870.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.789,526.819,-2501.522
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116207,1780410870.118679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116207,1780410870.118679252,1,OK,0.6886799,0.0042156,-0.0134185,-0.7249290,254.954,-32.521,-1782.408,0.2026251,3,OK,254.877,-32.590,-1782.409,OK,166.855,6.253,-1785.105,OK,259.761,57.281,-1783.516,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116207,1780410870.118679252,1,OK,0.8343490,0.0292736,0.5350009,-0.1295335,73.760,-88.589,-1708.157,0.4247483,3,OK,73.958,-88.431,-1708.499,OK,70.648,-0.533,-1662.926,OK,36.870,-71.201,-1623.820,Passive Strays,791116207,1780410870.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.708,526.822,-2501.529
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116210,1780410870.168679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116210,1780410870.168679252,1,OK,0.6887129,0.0046888,-0.0124607,-0.7249119,255.017,-32.535,-1782.546,0.1940911,3,OK,254.955,-32.619,-1782.546,OK,166.912,6.251,-1785.108,OK,259.799,57.268,-1783.474,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116210,1780410870.168679252,1,OK,0.8344111,0.0291796,0.5348911,-0.1296082,73.815,-88.612,-1708.170,0.4120242,3,OK,74.006,-88.456,-1708.498,OK,70.693,-0.544,-1662.960,OK,36.915,-71.202,-1623.864,Passive Strays,791116210,1780410870.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.788,526.812,-2501.567
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116213,1780410870.218679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116213,1780410870.218679252,1,OK,0.6886704,0.0046414,-0.0134470,-0.7249350,255.017,-32.529,-1782.372,0.2029391,3,OK,254.935,-32.611,-1782.373,OK,166.933,6.249,-1785.105,OK,259.819,57.283,-1783.428,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116213,1780410870.218679252,1,OK,0.8343104,0.0293563,0.5350678,-0.1294869,73.819,-88.577,-1708.176,0.4407003,3,OK,74.027,-88.429,-1708.543,OK,70.711,-0.534,-1662.921,OK,36.933,-71.195,-1623.813,Passive Strays,791116213,1780410870.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.782,526.804,-2501.432
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116216,1780410870.268679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116216,1780410870.268679252,1,OK,0.6886963,0.0050490,-0.0127797,-0.7249197,254.983,-32.536,-1782.471,0.1925423,3,OK,254.913,-32.614,-1782.472,OK,166.891,6.249,-1785.116,OK,259.769,57.265,-1783.391,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116216,1780410870.268679252,1,OK,0.8343527,0.0294934,0.5349952,-0.1294832,73.780,-88.585,-1708.182,0.4142333,3,OK,73.976,-88.457,-1708.534,OK,70.668,-0.534,-1662.890,OK,36.896,-71.212,-1623.856,Passive Strays,791116216,1780410870.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.751,526.799,-2501.523
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116219,1780410870.318679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116219,1780410870.318679252,1,OK,0.6886773,0.0047800,-0.0130311,-0.7249351,254.996,-32.542,-1782.410,0.2019628,3,OK,254.924,-32.635,-1782.411,OK,166.906,6.246,-1785.080,OK,259.790,57.275,-1783.397,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116219,1780410870.318679252,1,OK,0.8343362,0.0294042,0.5350345,-0.1294473,73.806,-88.587,-1708.198,0.4338905,3,OK,74.011,-88.447,-1708.563,OK,70.690,-0.543,-1662.927,OK,36.916,-71.214,-1623.845,Passive Strays,791116219,1780410870.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.793,526.816,-2501.564
4,Port 0x01: JJH Probe  s/n:3E4C880C,791116222,1780410870.368679252,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791116222,1780410870.368679252,1,OK,0.6886965,0.0046178,-0.0125703,-0.7249261,255.003,-32.529,-1782.525,0.1987657,3,OK,254.933,-32.607,-1782.525,OK,166.901,6.252,-1785.101,OK,259.798,57.275,-1783.475,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791116222,1780410870.368679252,1,OK,0.8343972,0.0291707,0.5349464,-0.1294708,73.819,-88.595,-1708.172,0.4079965,3,OK,74.006,-88.430,-1708.489,OK,70.683,-0.535,-1662.956,OK,36.923,-71.213,-1623.864,Passive Strays,791116222,1780410870.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,725.718,526.781,-2501.354
