Number of frames: 100
Frequency: 100
Units: mm

Frame,Isabelle Biomech 4 LED Stylus Calibrati q0,Isabelle Biomech 4 LED Stylus Calibrati qx,Isabelle Biomech 4 LED Stylus Calibrati qy,Isabelle Biomech 4 LED Stylus Calibrati qz,Isabelle Biomech 4 LED Stylus Calibrati x,Isabelle Biomech 4 LED Stylus Calibrati y,Isabelle Biomech 4 LED Stylus Calibrati z,Isabelle Biomech 4 LED Stylus Calibrati Error,Tibia q0,Tibia qx,Tibia qy,Tibia qz,Tibia x,Tibia y,Tibia z,Tibia Error,Patella q0,Patella qx,Patella qy,Patella qz,Patella x,Patella y,Patella z,Patella Error,Femur q0,Femur qx,Femur qy,Femur qz,Femur x,Femur y,Femur z,Femur Error
1,0.767702341,-0.225713953,-0.594512463,-0.079001553,41.652614594,145.907974243,-2749.824707031,0.043366294,-0.179479957,-0.581583261,0.743665755,-0.276602685,59.322429657,-86.829353333,-2688.078125000,0.097057715,-0.190434217,0.061936121,0.970308125,-0.135649726,123.716911316,36.952392578,-2650.604492188,0.246579885,0.009014780,-0.676049471,0.728841245,-0.108010493,96.920310974,126.615852356,-2704.362548828,0.178683802,
2,0.767778695,-0.226013795,-0.594324172,-0.078818671,41.664180756,145.916702271,-2749.774414063,0.045822755,-0.179552659,-0.581527650,0.743647277,-0.276722193,59.318717957,-86.830787659,-2688.081542969,0.096207552,-0.190657124,0.061949003,0.970252454,-0.135728955,123.715415955,36.950057983,-2650.604492188,0.244796008,0.008893006,-0.676045716,0.728874624,-0.107818782,96.916946411,126.614929199,-2704.367187500,0.179031163,
3,0.767701805,-0.226132199,-0.594380677,-0.078802034,41.660072327,145.914123535,-2749.799560547,0.045135587,-0.179368854,-0.581541657,0.743666768,-0.276759565,59.318012238,-86.831893921,-2688.078613281,0.096814603,-0.190510988,0.061981369,0.970274925,-0.135758743,123.715736389,36.948654175,-2650.610839844,0.245172366,0.008943133,-0.676038921,0.728881359,-0.107811503,96.916999817,126.613769531,-2704.372314453,0.179429144,
4,0.767639279,-0.226215884,-0.594428837,-0.078807704,41.659095764,145.910522461,-2749.818359375,0.045855276,-0.179550394,-0.581517220,0.743635058,-0.276778400,59.321136475,-86.832443237,-2688.074951172,0.096376613,-0.190372214,0.061989505,0.970297694,-0.135787025,123.716873169,36.948669434,-2650.616455078,0.246628001,0.008834169,-0.676051795,0.728882074,-0.107734740,96.917831421,126.613166809,-2704.369628906,0.179301754,
5,0.767621934,-0.226342425,-0.594406247,-0.078784101,41.667003632,145.919342041,-2749.814697266,0.046831656,-0.179566547,-0.581509113,0.743624449,-0.276813418,59.322544098,-86.833183289,-2688.076660156,0.095241420,-0.190423176,0.062035672,0.970282495,-0.135803223,123.719100952,36.947872162,-2650.611572266,0.246355295,0.008694449,-0.676104903,0.728841066,-0.107690647,96.921287537,126.614051819,-2704.369140625,0.179583997,
6,0.767605543,-0.226401240,-0.594406366,-0.078773640,41.665046692,145.920455933,-2749.806152344,0.046573978,-0.179578677,-0.581547201,0.743624508,-0.276725382,59.320060730,-86.833908081,-2688.080810547,0.095759168,-0.190269068,0.061999395,0.970307767,-0.135855034,123.719299316,36.946037292,-2650.608154297,0.247269258,0.008937404,-0.676050544,0.728865862,-0.107844137,96.918708801,126.613914490,-2704.370117188,0.179356113,
7,0.767557502,-0.226380080,-0.594472349,-0.078804530,41.661571503,145.911575317,-2749.810791016,0.044461831,-0.179413617,-0.581581831,0.743645847,-0.276702374,59.320869446,-86.833808899,-2688.079101563,0.097011939,-0.190060303,0.061983325,0.970351040,-0.135845244,123.719451904,36.945346832,-2650.611572266,0.248516560,0.008882807,-0.676023424,0.728878975,-0.107929796,96.918960571,126.613143921,-2704.371093750,0.179731771,
8,0.767500758,-0.226406366,-0.594534636,-0.078811795,41.653781891,145.915069580,-2749.819580078,0.044674624,-0.179564267,-0.581556678,0.743637979,-0.276678681,59.315425873,-86.834564209,-2688.072998047,0.096357584,-0.190290600,0.062019944,0.970290184,-0.135941237,123.715370178,36.945590973,-2650.608642578,0.245523229,0.008913592,-0.676006913,0.728885889,-0.107983887,96.914665222,126.613906860,-2704.368652344,0.179021299,
9,0.767425954,-0.226412386,-0.594636738,-0.078752249,41.655441284,145.911148071,-2749.834716797,0.043032695,-0.179576918,-0.581497788,0.743622363,-0.276836008,59.315181732,-86.833564758,-2688.069580078,0.094914675,-0.190258920,0.062002093,0.970296621,-0.135947496,123.713874817,36.946044922,-2650.603515625,0.245861292,0.008895710,-0.675998926,0.728893816,-0.107982136,96.915184021,126.614379883,-2704.367187500,0.178788736,
10,0.767534316,-0.226340890,-0.594530344,-0.078705147,41.659656525,145.917739868,-2749.783935547,0.046217933,-0.179404095,-0.581515849,0.743652225,-0.276830018,59.313571930,-86.833892822,-2688.070800781,0.096283190,-0.190614179,0.062027805,0.970234573,-0.135880873,123.714553833,36.946968079,-2650.603759766,0.244770363,0.008778000,-0.676007926,0.728887498,-0.107978165,96.915390015,126.614860535,-2704.369873047,0.178872734,
