Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576101,1781268535.018650767,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576101,1781268535.018650767,1,OK,0.9834237,0.1686402,0.0654945,-0.0122014,89.156,206.770,-1774.139,0.3983261,3,OK,89.516,206.581,-1774.255,OK,50.932,122.446,-1799.112,OK,-0.111,206.768,-1762.229,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576101,1781268535.018650767,1,OK,0.9189788,0.0856861,0.1590418,-0.3504877,24.135,-466.990,-1643.901,0.8028116,3,OK,24.589,-467.945,-1644.288,OK,36.923,-371.105,-1619.487,OK,-41.754,-408.941,-1610.826,Passive Strays,842576101,1781268535.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.878,17.759,-1697.478,OK,127.452,-52.622,-1695.834,OK,115.866,-130.970,-1697.085,OK,103.169,-199.471,-1700.252
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576104,1781268535.068650767,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576104,1781268535.068650767,1,OK,0.9835651,0.1677121,0.0657517,-0.0122062,89.154,206.789,-1774.280,0.4177094,3,OK,89.521,206.585,-1774.401,OK,50.932,122.442,-1799.064,OK,-0.110,206.774,-1762.329,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576104,1781268535.068650767,1,OK,0.9190308,0.0851243,0.1588112,-0.3505928,24.135,-467.002,-1643.798,0.7825735,3,OK,24.581,-467.931,-1644.175,OK,36.932,-371.100,-1619.508,OK,-41.755,-408.926,-1610.800,Passive Strays,842576104,1781268535.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.867,17.761,-1697.462,OK,127.449,-52.623,-1695.841,OK,115.867,-130.973,-1697.062,OK,103.163,-199.478,-1700.310
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576107,1781268535.118650764,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576107,1781268535.118650764,1,OK,0.9835319,0.1680453,0.0653915,-0.0122324,89.175,206.775,-1774.245,0.4126333,3,OK,89.542,206.581,-1774.362,OK,50.945,122.446,-1799.112,OK,-0.090,206.767,-1762.359,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576107,1781268535.118650764,1,OK,0.9189856,0.0852554,0.1590563,-0.3505682,24.139,-467.004,-1643.845,0.7969618,3,OK,24.597,-467.947,-1644.230,OK,36.938,-371.112,-1619.517,OK,-41.745,-408.927,-1610.793,Passive Strays,842576107,1781268535.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.878,17.746,-1697.532,OK,127.466,-52.621,-1695.854,OK,115.871,-130.977,-1697.047,OK,103.172,-199.486,-1700.315
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576110,1781268535.168650771,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576110,1781268535.168650771,1,OK,0.9835860,0.1677491,0.0653502,-0.0121746,89.155,206.787,-1774.253,0.4196849,3,OK,89.528,206.590,-1774.372,OK,50.937,122.446,-1799.071,OK,-0.115,206.768,-1762.378,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576110,1781268535.168650771,1,OK,0.9190102,0.0854754,0.1589006,-0.3505209,24.135,-466.978,-1643.822,0.7947479,3,OK,24.584,-467.924,-1644.205,OK,36.922,-371.085,-1619.456,OK,-41.754,-408.919,-1610.786,Passive Strays,842576110,1781268535.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.865,17.759,-1697.446,OK,127.447,-52.621,-1695.814,OK,115.869,-130.973,-1697.099,OK,103.166,-199.469,-1700.256
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576113,1781268535.218650764,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576113,1781268535.218650764,1,OK,0.9834989,0.1680237,0.0659576,-0.0121507,89.160,206.797,-1774.270,0.4228623,3,OK,89.548,206.603,-1774.391,OK,50.937,122.448,-1799.098,OK,-0.117,206.764,-1762.282,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576113,1781268535.218650764,1,OK,0.9190717,0.0852083,0.1586413,-0.3505421,24.140,-466.990,-1643.775,0.7671658,3,OK,24.577,-467.901,-1644.144,OK,36.924,-371.096,-1619.479,OK,-41.760,-408.930,-1610.806,Passive Strays,842576113,1781268535.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.868,17.768,-1697.491,OK,127.451,-52.618,-1695.811,OK,115.869,-130.977,-1697.077,OK,103.156,-199.472,-1700.260
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576116,1781268535.268650764,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576116,1781268535.268650764,1,OK,0.9835829,0.1673528,0.0664173,-0.0121000,89.155,206.808,-1774.365,0.4283924,3,OK,89.532,206.599,-1774.490,OK,50.942,122.435,-1799.039,OK,-0.103,206.754,-1762.300,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576116,1781268535.268650764,1,OK,0.9189035,0.0856907,0.1593731,-0.3505333,24.122,-466.981,-1643.882,0.8162092,3,OK,24.583,-467.952,-1644.277,OK,36.928,-371.098,-1619.451,OK,-41.743,-408.923,-1610.748,Passive Strays,842576116,1781268535.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.878,17.745,-1697.477,OK,127.464,-52.628,-1695.875,OK,115.867,-130.981,-1697.078,OK,103.170,-199.481,-1700.243
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576119,1781268535.318650764,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576119,1781268535.318650764,1,OK,0.9835268,0.1681590,0.0651814,-0.0122094,89.156,206.771,-1774.207,0.4088287,3,OK,89.520,206.578,-1774.324,OK,50.935,122.445,-1799.111,OK,-0.114,206.769,-1762.358,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576119,1781268535.318650764,1,OK,0.9189280,0.0857811,0.1592005,-0.3505256,24.118,-466.990,-1643.927,0.8135493,3,OK,24.574,-467.960,-1644.320,OK,36.920,-371.104,-1619.485,OK,-41.756,-408.938,-1610.817,Passive Strays,842576119,1781268535.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.863,17.752,-1697.494,OK,127.449,-52.638,-1695.860,OK,115.861,-130.981,-1697.088,OK,103.175,-199.473,-1700.304
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576122,1781268535.368650764,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576122,1781268535.368650764,1,OK,0.9834870,0.1682514,0.0655446,-0.0121935,89.164,206.770,-1774.181,0.4134271,3,OK,89.534,206.572,-1774.301,OK,50.942,122.443,-1799.076,OK,-0.108,206.758,-1762.265,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576122,1781268535.368650764,1,OK,0.9190529,0.0853468,0.1586245,-0.3505652,24.141,-466.988,-1643.761,0.7801885,3,OK,24.578,-467.920,-1644.136,OK,36.928,-371.085,-1619.434,OK,-41.751,-408.923,-1610.785,Passive Strays,842576122,1781268535.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.872,17.752,-1697.479,OK,127.448,-52.627,-1695.823,OK,115.873,-130.976,-1697.094,OK,103.177,-199.473,-1700.266
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576125,1781268535.418650771,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576125,1781268535.418650771,1,OK,0.9834779,0.1681433,0.0659589,-0.0121848,89.174,206.779,-1774.267,0.4126586,3,OK,89.548,206.583,-1774.387,OK,50.949,122.433,-1799.117,OK,-0.095,206.759,-1762.276,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576125,1781268535.418650771,1,OK,0.9188928,0.0856323,0.1594247,-0.3505524,24.121,-466.980,-1643.891,0.8178903,3,OK,24.582,-467.954,-1644.287,OK,36.933,-371.093,-1619.468,OK,-41.739,-408.919,-1610.751,Passive Strays,842576125,1781268535.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.879,17.757,-1697.493,OK,127.454,-52.623,-1695.818,OK,115.876,-130.975,-1697.063,OK,103.175,-199.485,-1700.271
4,Port 0x01: JJH Probe  s/n:3E4C880C,842576128,1781268535.468650764,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842576128,1781268535.468650764,1,OK,0.9835113,0.1680947,0.0655761,-0.0122229,89.168,206.773,-1774.241,0.4145119,3,OK,89.540,206.578,-1774.360,OK,50.938,122.441,-1799.105,OK,-0.101,206.761,-1762.321,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842576128,1781268535.468650764,1,OK,0.9189345,0.0852377,0.1593159,-0.3505886,24.122,-466.990,-1643.842,0.8032721,3,OK,24.585,-467.939,-1644.230,OK,36.933,-371.101,-1619.505,OK,-41.745,-408.911,-1610.745,Passive Strays,842576128,1781268535.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,134.874,17.750,-1697.495,OK,127.455,-52.628,-1695.783,OK,115.869,-130.978,-1697.064,OK,103.158,-199.478,-1700.298
