Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988329,1780408738.818656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988329,1780408738.818656712,1,OK,0.6173921,-0.1077307,-0.0895989,-0.7740756,280.719,-45.380,-1811.441,0.0843012,3,OK,280.701,-45.375,-1811.441,OK,200.348,6.681,-1821.469,OK,300.060,38.684,-1836.348,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988329,1780408738.818656712,1,OK,0.9771469,0.1303758,-0.1225653,-0.1147336,45.387,-77.110,-1903.840,0.3898404,3,OK,45.838,-77.397,-1903.780,OK,5.597,13.460,-1893.361,OK,-42.814,-52.996,-1923.391,Passive Strays,790988329,1780408738.818,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988332,1780408738.868656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988332,1780408738.868656712,1,OK,0.6173445,-0.1076463,-0.0897728,-0.7741052,280.722,-45.387,-1811.384,0.0768609,3,OK,280.700,-45.384,-1811.383,OK,200.370,6.679,-1821.451,OK,300.068,38.672,-1836.298,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988332,1780408738.868656712,1,OK,0.9772061,0.1305848,-0.1218677,-0.1147353,45.420,-77.110,-1903.939,0.3801622,3,OK,45.854,-77.403,-1903.887,OK,5.613,13.453,-1893.358,OK,-42.786,-53.008,-1923.353,Passive Strays,790988332,1780408738.868,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988335,1780408738.918656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988335,1780408738.918656712,1,OK,0.6173672,-0.1079536,-0.0894933,-0.7740767,280.662,-45.378,-1811.441,0.0901958,3,OK,280.635,-45.372,-1811.441,OK,200.293,6.684,-1821.436,OK,300.008,38.688,-1836.370,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988335,1780408738.918656712,1,OK,0.9770669,0.1305809,-0.1230243,-0.1146904,45.335,-77.114,-1903.807,0.3857318,3,OK,45.784,-77.388,-1903.743,OK,5.548,13.449,-1893.336,OK,-42.860,-53.002,-1923.443,Passive Strays,790988335,1780408738.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,720.582,519.895,-2466.893
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988338,1780408738.968656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988338,1780408738.968656712,1,OK,0.6174144,-0.1074481,-0.0891371,-0.7741505,280.686,-45.399,-1811.483,0.0795362,3,OK,280.668,-45.391,-1811.484,OK,200.326,6.683,-1821.446,OK,300.028,38.686,-1836.300,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988338,1780408738.968656712,1,OK,0.9771069,0.1307064,-0.1224985,-0.1147695,45.365,-77.113,-1903.864,0.3838589,3,OK,45.806,-77.405,-1903.807,OK,5.574,13.465,-1893.317,OK,-42.829,-52.996,-1923.394,Passive Strays,790988338,1780408738.968,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988341,1780408739.018656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988341,1780408739.018656712,1,OK,0.6174089,-0.1075696,-0.0893747,-0.7741106,280.684,-45.388,-1811.414,0.0811527,3,OK,280.661,-45.375,-1811.416,OK,200.324,6.678,-1821.410,OK,300.025,38.684,-1836.273,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988341,1780408739.018656712,1,OK,0.9771167,0.1306086,-0.1225490,-0.1147439,45.371,-77.123,-1903.875,0.3845980,3,OK,45.816,-77.406,-1903.816,OK,5.583,13.445,-1893.352,OK,-42.831,-53.010,-1923.420,Passive Strays,790988341,1780408739.018,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988344,1780408739.068656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988344,1780408739.068656712,1,OK,0.6174933,-0.1075066,-0.0892050,-0.7740716,280.702,-45.387,-1811.427,0.0817938,3,OK,280.688,-45.382,-1811.427,OK,200.324,6.677,-1821.395,OK,300.027,38.699,-1836.260,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988344,1780408739.068656712,1,OK,0.9771497,0.1305458,-0.1223609,-0.1147345,45.371,-77.112,-1903.919,0.3818147,3,OK,45.811,-77.399,-1903.862,OK,5.577,13.459,-1893.389,OK,-42.828,-53.005,-1923.428,Passive Strays,790988344,1780408739.068,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988347,1780408739.118656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988347,1780408739.118656712,1,OK,0.6173779,-0.1076801,-0.0896693,-0.7740859,280.712,-45.374,-1811.390,0.0821659,3,OK,280.687,-45.363,-1811.391,OK,200.352,6.683,-1821.433,OK,300.057,38.687,-1836.297,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988347,1780408739.118656712,1,OK,0.9770620,0.1307475,-0.1228271,-0.1147535,45.383,-77.122,-1903.837,0.3820908,3,OK,45.826,-77.400,-1903.777,OK,5.598,13.443,-1893.317,OK,-42.806,-52.999,-1923.428,Passive Strays,790988347,1780408739.118,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988350,1780408739.168656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988350,1780408739.168656712,1,OK,0.6173658,-0.1080023,-0.0896363,-0.7740545,280.664,-45.383,-1811.398,0.0891933,3,OK,280.643,-45.388,-1811.395,OK,200.292,6.678,-1821.416,OK,300.006,38.682,-1836.350,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988350,1780408739.168656712,1,OK,0.9771077,0.1308960,-0.1223319,-0.1147248,45.345,-77.113,-1903.884,0.3814878,3,OK,45.784,-77.399,-1903.828,OK,5.541,13.445,-1893.292,OK,-42.856,-53.001,-1923.379,Passive Strays,790988350,1780408739.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,720.607,519.931,-2467.040
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988353,1780408739.218656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988353,1780408739.218656712,1,OK,0.6174101,-0.1076179,-0.0892737,-0.7741145,280.688,-45.388,-1811.441,0.0786741,3,OK,280.674,-45.370,-1811.445,OK,200.321,6.688,-1821.417,OK,300.023,38.677,-1836.293,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988353,1780408739.218656712,1,OK,0.9771366,0.1309053,-0.1221119,-0.1147017,45.381,-77.102,-1903.964,0.3837031,3,OK,45.821,-77.397,-1903.910,OK,5.568,13.462,-1893.349,OK,-42.828,-53.002,-1923.420,Passive Strays,790988353,1780408739.218,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
4,Port 0x01: JJH Probe  s/n:3E4C880C,790988356,1780408739.268656712,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,790988356,1780408739.268656712,1,OK,0.6173189,-0.1080888,-0.0898484,-0.7740552,280.716,-45.374,-1811.371,0.0924750,3,OK,280.687,-45.380,-1811.368,OK,200.351,6.680,-1821.423,OK,300.068,38.684,-1836.360,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,790988356,1780408739.268656712,1,OK,0.9771227,0.1303845,-0.1227992,-0.1146797,45.389,-77.114,-1903.821,0.3894956,3,OK,45.840,-77.397,-1903.759,OK,5.590,13.448,-1893.366,OK,-42.804,-53.001,-1923.415,Passive Strays,790988356,1780408739.268,1,OK,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
