Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987612,1781258726.868693465,1,OK,0.7354231,0.6704351,0.0734359,0.0653974,104.608,117.776,-1746.959,0.4272746,3,OK,-15.255,94.499,-1746.639,OK,-115.821,74.603,-1743.845,OK,-153.202,64.845,-1768.362,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987612,1781258726.868693465,1,OK,0.9134497,0.3846816,0.1296095,-0.0288282,46.854,234.201,-1733.708,0.3346619,3,OK,46.998,234.117,-1733.842,OK,-0.061,169.738,-1786.979,OK,-39.785,229.768,-1710.670,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987612,1781258726.868693465,1,OK,0.8778701,0.1832812,0.2557015,-0.3610661,-9.971,-461.794,-1682.054,0.6786844,3,OK,-9.730,-462.527,-1682.612,OK,13.014,-375.858,-1636.864,OK,-66.889,-411.077,-1627.563,Passive Strays,841987612,1781258726.868,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.982,25.098,-1717.705,OK,87.189,-43.462,-1718.437,OK,76.765,-122.217,-1721.247,OK,64.126,-188.470,-1727.734
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987615,1781258726.918693465,1,OK,0.7352676,0.6706250,0.0726204,0.0661050,104.587,117.705,-1746.743,0.4258702,3,OK,-15.286,94.434,-1746.691,OK,-115.840,74.546,-1744.122,OK,-153.187,64.804,-1768.726,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987615,1781258726.918693465,1,OK,0.9134939,0.3845842,0.1295830,-0.0288478,46.832,234.211,-1733.720,0.3478987,3,OK,46.986,234.125,-1733.860,OK,-0.086,169.750,-1786.968,OK,-39.816,229.779,-1710.691,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987615,1781258726.918693465,1,OK,0.8778977,0.1830407,0.2556607,-0.3611499,-10.004,-461.801,-1682.006,0.6638989,3,OK,-9.773,-462.521,-1682.552,OK,12.988,-375.846,-1636.864,OK,-66.904,-411.065,-1627.544,Passive Strays,841987615,1781258726.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.960,25.100,-1717.661,OK,87.166,-43.462,-1718.398,OK,76.741,-122.205,-1721.221,OK,64.091,-188.464,-1727.654
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987618,1781258726.968693465,1,OK,0.7351920,0.6706719,0.0721192,0.0670134,104.603,117.664,-1746.765,0.4526743,3,OK,-15.242,94.314,-1746.963,OK,-115.795,74.361,-1744.537,OK,-153.108,64.592,-1769.304,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987618,1781258726.968693465,1,OK,0.9134622,0.3844340,0.1302611,-0.0287976,46.839,234.240,-1733.795,0.3423037,3,OK,46.985,234.142,-1733.946,OK,-0.085,169.738,-1786.977,OK,-39.786,229.768,-1710.644,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987618,1781258726.968693465,1,OK,0.8778447,0.1830290,0.2558819,-0.3611280,-9.994,-461.801,-1682.003,0.6866118,3,OK,-9.750,-462.544,-1682.569,OK,13.001,-375.847,-1636.850,OK,-66.880,-411.062,-1627.496,Passive Strays,841987618,1781258726.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.978,25.087,-1717.736,OK,87.178,-43.463,-1718.391,OK,76.754,-122.223,-1721.261,OK,64.110,-188.472,-1727.699
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987621,1781258727.018693465,1,OK,0.7354824,0.6703079,0.0716416,0.0679732,104.608,117.673,-1746.768,0.4383026,3,OK,-15.215,94.230,-1747.194,OK,-115.769,74.195,-1744.993,OK,-153.009,64.385,-1769.787,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987621,1781258727.018693465,1,OK,0.9134819,0.3846098,0.1296042,-0.0287886,46.844,234.208,-1733.732,0.3388552,3,OK,46.986,234.129,-1733.862,OK,-0.071,169.737,-1786.991,OK,-39.788,229.766,-1710.707,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987621,1781258727.018693465,1,OK,0.8779010,0.1828575,0.2558223,-0.3611203,-9.976,-461.803,-1681.950,0.6556587,3,OK,-9.732,-462.506,-1682.489,OK,13.014,-375.856,-1636.846,OK,-66.877,-411.065,-1627.467,Passive Strays,841987621,1781258727.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.980,25.096,-1717.716,OK,87.189,-43.468,-1718.403,OK,76.775,-122.228,-1721.280,OK,64.121,-188.473,-1727.681
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987624,1781258727.068693465,1,OK,0.7355960,0.6701976,0.0710434,0.0684583,104.576,117.664,-1746.781,0.4579862,3,OK,-15.251,94.231,-1747.397,OK,-115.795,74.212,-1745.307,OK,-153.019,64.391,-1770.219,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987624,1781258727.068693465,1,OK,0.9134584,0.3845411,0.1299872,-0.0287268,46.827,234.240,-1733.755,0.3328001,3,OK,46.978,234.157,-1733.891,OK,-0.088,169.739,-1786.988,OK,-39.804,229.770,-1710.658,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987624,1781258727.068693465,1,OK,0.8779327,0.1828175,0.2557203,-0.3611357,-9.988,-461.789,-1681.910,0.6425912,3,OK,-9.758,-462.483,-1682.438,OK,12.997,-375.832,-1636.815,OK,-66.882,-411.052,-1627.457,Passive Strays,841987624,1781258727.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.967,25.102,-1717.695,OK,87.172,-43.461,-1718.389,OK,76.754,-122.207,-1721.251,OK,64.092,-188.466,-1727.691
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987627,1781258727.118693465,1,OK,0.7370404,0.6687218,0.0700069,0.0684228,104.588,117.646,-1746.920,0.4532652,3,OK,-15.278,94.379,-1747.668,OK,-115.844,74.513,-1745.699,OK,-153.033,64.649,-1770.626,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987627,1781258727.118693465,1,OK,0.9134296,0.3846676,0.1298114,-0.0287416,46.826,234.219,-1733.748,0.3242967,3,OK,46.969,234.135,-1733.882,OK,-0.080,169.734,-1787.018,OK,-39.809,229.767,-1710.673,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987627,1781258727.118693465,1,OK,0.8778874,0.1834486,0.2555694,-0.3610328,-9.971,-461.778,-1682.033,0.6813623,3,OK,-9.746,-462.522,-1682.593,OK,13.000,-375.836,-1636.805,OK,-66.889,-411.074,-1627.563,Passive Strays,841987627,1781258727.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.969,25.099,-1717.724,OK,87.172,-43.466,-1718.456,OK,76.749,-122.217,-1721.286,OK,64.111,-188.475,-1727.750
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987630,1781258727.168693465,1,OK,0.7368914,0.6688824,0.0701510,0.0683101,104.578,117.704,-1747.085,0.4392017,3,OK,-15.290,94.435,-1747.788,OK,-115.861,74.562,-1745.818,OK,-153.042,64.714,-1770.686,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987630,1781258727.168693465,1,OK,0.9134310,0.3847019,0.1296819,-0.0288244,46.838,234.209,-1733.766,0.3226992,3,OK,46.981,234.132,-1733.893,OK,-0.082,169.735,-1787.048,OK,-39.796,229.777,-1710.712,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987630,1781258727.168693465,1,OK,0.8777710,0.1832236,0.2559938,-0.3611292,-10.017,-461.788,-1682.035,0.6966660,3,OK,-9.775,-462.544,-1682.608,OK,12.992,-375.846,-1636.838,OK,-66.893,-411.064,-1627.497,Passive Strays,841987630,1781258727.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.963,25.094,-1717.724,OK,87.168,-43.463,-1718.479,OK,76.753,-122.217,-1721.281,OK,64.103,-188.475,-1727.781
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987633,1781258727.218693465,1,OK,0.7370107,0.6687893,0.0699308,0.0681598,104.560,117.645,-1747.057,0.4383842,3,OK,-15.312,94.439,-1747.771,OK,-115.899,74.618,-1745.808,OK,-153.093,64.780,-1770.686,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987633,1781258727.218693465,1,OK,0.9133943,0.3849306,0.1292607,-0.0288249,46.830,234.194,-1733.726,0.3158145,3,OK,46.974,234.130,-1733.839,OK,-0.086,169.749,-1787.079,OK,-39.813,229.783,-1710.746,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987633,1781258727.218693465,1,OK,0.8778361,0.1830689,0.2558468,-0.3611536,-10.020,-461.805,-1682.066,0.6819214,3,OK,-9.782,-462.545,-1682.627,OK,12.984,-375.851,-1636.908,OK,-66.907,-411.071,-1627.566,Passive Strays,841987633,1781258727.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.955,25.098,-1717.726,OK,87.159,-43.467,-1718.478,OK,76.741,-122.218,-1721.305,OK,64.089,-188.462,-1727.710
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987636,1781258727.268693465,1,OK,0.7369259,0.6687923,0.0706875,0.0682668,104.584,117.656,-1747.236,0.4009611,3,OK,-15.261,94.311,-1747.817,OK,-115.837,74.360,-1745.838,OK,-153.016,64.495,-1770.563,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987636,1781258727.268693465,1,OK,0.9135157,0.3843168,0.1302480,-0.0287249,46.825,234.253,-1733.832,0.3440726,3,OK,46.978,234.154,-1733.986,OK,-0.083,169.731,-1787.003,OK,-39.810,229.773,-1710.685,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987636,1781258727.268693465,1,OK,0.8778397,0.1830840,0.2558281,-0.3611505,-10.003,-461.802,-1682.028,0.6728420,3,OK,-9.767,-462.531,-1682.581,OK,13.001,-375.854,-1636.871,OK,-66.890,-411.072,-1627.533,Passive Strays,841987636,1781258727.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.960,25.091,-1717.701,OK,87.171,-43.461,-1718.410,OK,76.751,-122.221,-1721.237,OK,64.107,-188.475,-1727.773
4,Port 0x01: JJH Probe  s/n:3E4C880C,841987639,1781258727.318693465,1,OK,0.7361193,0.6697085,0.0700865,0.0686062,104.582,117.628,-1747.031,0.4519277,3,OK,-15.263,94.322,-1747.824,OK,-115.841,74.411,-1745.897,OK,-153.029,64.600,-1770.846,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841987639,1781258727.318693465,1,OK,0.9133826,0.3847274,0.1299739,-0.0287025,46.832,234.231,-1733.779,0.3257588,3,OK,46.977,234.152,-1733.909,OK,-0.083,169.746,-1787.046,OK,-39.792,229.757,-1710.686,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841987639,1781258727.318693465,1,OK,0.8779225,0.1829933,0.2555402,-0.3611990,-9.993,-461.812,-1681.990,0.6513182,3,OK,-9.768,-462.519,-1682.525,OK,12.998,-375.855,-1636.864,OK,-66.892,-411.068,-1627.555,Passive Strays,841987639,1781258727.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.969,25.092,-1717.783,OK,87.175,-43.460,-1718.448,OK,76.752,-122.216,-1721.277,OK,64.100,-188.470,-1727.707
