Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991587,1781258793.118683129,1,OK,0.9046975,0.3941157,0.1611002,-0.0155532,116.237,-345.252,-1859.794,0.3285795,3,OK,-0.018,-358.093,-1824.430,OK,-96.974,-368.515,-1793.700,OK,-137.066,-388.747,-1798.930,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991587,1781258793.118683129,1,OK,0.9132725,0.3849714,0.1300467,-0.0286042,46.669,234.147,-1733.757,0.3077169,3,OK,46.820,234.074,-1733.883,OK,-0.234,169.666,-1787.077,OK,-39.964,229.659,-1710.642,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991587,1781258793.118683129,1,OK,0.8779922,0.1831330,0.2553347,-0.3611040,-9.978,-461.811,-1682.027,0.6231205,3,OK,-9.770,-462.491,-1682.537,OK,12.992,-375.862,-1636.885,OK,-66.901,-411.101,-1627.634,Passive Strays,841991587,1781258793.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.894,25.071,-1717.625,OK,87.105,-43.486,-1718.416,OK,76.709,-122.228,-1721.310,OK,64.083,-188.470,-1727.762
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991590,1781258793.168683129,1,OK,0.9046602,0.3940749,0.1613858,-0.0157940,116.197,-345.300,-1860.016,0.3198860,3,OK,-0.037,-358.118,-1824.570,OK,-96.973,-368.503,-1793.752,OK,-137.066,-388.746,-1798.974,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991590,1781258793.168683129,1,OK,0.9133878,0.3845592,0.1304657,-0.0285601,46.671,234.186,-1733.830,0.3266335,3,OK,46.828,234.098,-1733.974,OK,-0.229,169.658,-1787.046,OK,-39.957,229.667,-1710.650,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991590,1781258793.168683129,1,OK,0.8779463,0.1832605,0.2554995,-0.3610344,-9.974,-461.798,-1682.037,0.6592766,3,OK,-9.750,-462.515,-1682.578,OK,12.998,-375.849,-1636.856,OK,-66.907,-411.093,-1627.594,Passive Strays,841991590,1781258793.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.901,25.074,-1717.595,OK,87.121,-43.482,-1718.430,OK,76.705,-122.227,-1721.287,OK,64.087,-188.485,-1727.789
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991593,1781258793.218683129,1,OK,0.9043477,0.3946769,0.1616611,-0.0158435,116.153,-345.253,-1860.141,0.2838630,3,OK,-0.045,-358.118,-1824.656,OK,-96.992,-368.494,-1793.731,OK,-137.077,-388.785,-1799.027,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991593,1781258793.218683129,1,OK,0.9133267,0.3847274,0.1303967,-0.0285642,46.648,234.179,-1733.805,0.3155589,3,OK,46.801,234.093,-1733.945,OK,-0.251,169.664,-1787.061,OK,-39.983,229.667,-1710.630,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991593,1781258793.218683129,1,OK,0.8779635,0.1831132,0.2554589,-0.3610960,-9.997,-461.810,-1682.029,0.6461682,3,OK,-9.776,-462.512,-1682.559,OK,12.977,-375.858,-1636.882,OK,-66.920,-411.090,-1627.604,Passive Strays,841991593,1781258793.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.881,25.068,-1717.613,OK,87.099,-43.481,-1718.394,OK,76.689,-122.225,-1721.307,OK,64.073,-188.466,-1727.686
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991596,1781258793.268683129,1,OK,0.9049291,0.3934216,0.1614776,-0.0157438,116.167,-345.294,-1860.149,0.3054740,3,OK,-0.043,-358.109,-1824.688,OK,-97.007,-368.478,-1793.822,OK,-137.075,-388.760,-1799.041,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991596,1781258793.268683129,1,OK,0.9134383,0.3846906,0.1297216,-0.0285639,46.648,234.158,-1733.715,0.3254754,3,OK,46.791,234.089,-1733.834,OK,-0.244,169.661,-1787.003,OK,-39.976,229.673,-1710.684,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991596,1781258793.268683129,1,OK,0.8779857,0.1832506,0.2553586,-0.3610433,-9.974,-461.807,-1682.022,0.6493913,3,OK,-9.759,-462.516,-1682.554,OK,12.987,-375.853,-1636.846,OK,-66.907,-411.100,-1627.609,Passive Strays,841991596,1781258793.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.879,25.061,-1717.603,OK,87.108,-43.485,-1718.425,OK,76.709,-122.231,-1721.318,OK,64.082,-188.485,-1727.793
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991599,1781258793.318683129,1,OK,0.9053333,0.3925427,0.1613719,-0.0155241,116.193,-345.302,-1860.072,0.3131950,3,OK,-0.029,-358.120,-1824.638,OK,-96.993,-368.501,-1793.813,OK,-137.052,-388.805,-1798.996,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991599,1781258793.318683129,1,OK,0.9134666,0.3845922,0.1297978,-0.0286395,46.662,234.151,-1733.732,0.3345765,3,OK,46.809,234.068,-1733.866,OK,-0.232,169.658,-1786.988,OK,-39.972,229.677,-1710.676,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991599,1781258793.318683129,1,OK,0.8778796,0.1832228,0.2556922,-0.3610794,-9.989,-461.795,-1682.023,0.6704448,3,OK,-9.760,-462.524,-1682.573,OK,12.994,-375.850,-1636.840,OK,-66.893,-411.081,-1627.546,Passive Strays,841991599,1781258793.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.906,25.067,-1717.639,OK,87.115,-43.486,-1718.442,OK,76.708,-122.236,-1721.326,OK,64.094,-188.481,-1727.818
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991602,1781258793.368683129,1,OK,0.9056602,0.3920049,0.1608622,-0.0153340,116.228,-345.285,-1859.859,0.3295388,3,OK,-0.058,-358.077,-1824.534,OK,-97.014,-368.441,-1793.836,OK,-137.077,-388.740,-1799.018,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991602,1781258793.368683129,1,OK,0.9135499,0.3844931,0.1295071,-0.0286283,46.653,234.152,-1733.747,0.3466474,3,OK,46.800,234.081,-1733.870,OK,-0.243,169.659,-1787.000,OK,-39.976,229.682,-1710.762,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991602,1781258793.368683129,1,OK,0.8778645,0.1830664,0.2558173,-0.3611068,-10.013,-461.805,-1682.040,0.6644452,3,OK,-9.778,-462.523,-1682.586,OK,12.986,-375.858,-1636.890,OK,-66.911,-411.085,-1627.550,Passive Strays,841991602,1781258793.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.887,25.065,-1717.592,OK,87.099,-43.487,-1718.435,OK,76.703,-122.232,-1721.354,OK,64.080,-188.470,-1727.736
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991605,1781258793.418683126,1,OK,0.9059514,0.3911906,0.1612117,-0.0152572,116.226,-345.185,-1859.983,0.3095029,3,OK,-0.009,-357.997,-1824.588,OK,-96.981,-368.365,-1793.794,OK,-137.028,-388.722,-1798.950,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991605,1781258793.418683126,1,OK,0.9133712,0.3847500,0.1300060,-0.0286176,46.660,234.155,-1733.731,0.3205711,3,OK,46.804,234.074,-1733.863,OK,-0.238,169.663,-1787.008,OK,-39.967,229.670,-1710.632,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991605,1781258793.418683126,1,OK,0.8779270,0.1832955,0.2555622,-0.3610193,-9.984,-461.804,-1682.055,0.6644158,3,OK,-9.760,-462.528,-1682.600,OK,12.987,-375.856,-1636.862,OK,-66.908,-411.103,-1627.600,Passive Strays,841991605,1781258793.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.898,25.063,-1717.586,OK,87.109,-43.479,-1718.460,OK,76.715,-122.237,-1721.332,OK,64.083,-188.481,-1727.727
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991608,1781258793.468683127,1,OK,0.9064007,0.3901943,0.1610474,-0.0158071,116.204,-345.297,-1860.131,0.3114380,3,OK,-0.050,-357.940,-1824.705,OK,-97.025,-368.150,-1793.878,OK,-137.067,-388.492,-1798.999,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991608,1781258793.468683127,1,OK,0.9133589,0.3847741,0.1300324,-0.0285659,46.663,234.157,-1733.745,0.3151146,3,OK,46.799,234.078,-1733.873,OK,-0.229,169.660,-1787.030,OK,-39.957,229.664,-1710.645,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991608,1781258793.468683127,1,OK,0.8779006,0.1831821,0.2555907,-0.3611209,-9.997,-461.826,-1682.071,0.6586551,3,OK,-9.767,-462.539,-1682.612,OK,12.992,-375.883,-1636.908,OK,-66.911,-411.104,-1627.613,Passive Strays,841991608,1781258793.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.900,25.068,-1717.548,OK,87.116,-43.488,-1718.444,OK,76.713,-122.229,-1721.312,OK,64.095,-188.483,-1727.771
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991611,1781258793.518683126,1,OK,0.9061405,0.3907458,0.1611820,-0.0157290,116.172,-345.200,-1860.122,0.3079957,3,OK,-0.072,-357.894,-1824.683,OK,-97.036,-368.145,-1793.843,OK,-137.085,-388.488,-1798.982,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991611,1781258793.518683126,1,OK,0.9135111,0.3843079,0.1303345,-0.0285970,46.644,234.184,-1733.822,0.3522997,3,OK,46.801,234.085,-1733.977,OK,-0.252,169.656,-1786.983,OK,-39.987,229.670,-1710.677,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991611,1781258793.518683126,1,OK,0.8779204,0.1834496,0.2553483,-0.3611084,-9.996,-461.802,-1682.053,0.6573842,3,OK,-9.783,-462.522,-1682.592,OK,12.983,-375.861,-1636.841,OK,-66.920,-411.095,-1627.628,Passive Strays,841991611,1781258793.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.886,25.067,-1717.619,OK,87.100,-43.487,-1718.408,OK,76.694,-122.228,-1721.318,OK,64.079,-188.480,-1727.748
4,Port 0x01: JJH Probe  s/n:3E4C880C,841991614,1781258793.568683126,1,OK,0.9066675,0.3894807,0.1612434,-0.0161045,116.164,-345.310,-1860.209,0.3113718,3,OK,-0.056,-357.873,-1824.704,OK,-97.041,-368.034,-1793.815,OK,-137.094,-388.367,-1798.868,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841991614,1781258793.568683126,1,OK,0.9134580,0.3845671,0.1299453,-0.0285810,46.652,234.157,-1733.750,0.3275854,3,OK,46.807,234.080,-1733.881,OK,-0.241,169.643,-1787.004,OK,-39.983,229.667,-1710.668,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841991614,1781258793.568683126,1,OK,0.8778547,0.1834581,0.2555461,-0.3611238,-10.002,-461.804,-1682.083,0.6628310,3,OK,-9.783,-462.528,-1682.627,OK,12.989,-375.874,-1636.865,OK,-66.907,-411.098,-1627.622,Passive Strays,841991614,1781258793.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,94.900,25.071,-1717.634,OK,87.107,-43.495,-1718.449,OK,76.711,-122.237,-1721.377,OK,64.091,-188.480,-1727.777
