Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954747,1781258179.118716462,1,OK,0.8488445,0.4856230,0.1450362,-0.1503254,136.093,275.255,-1748.390,0.1930917,3,OK,23.918,288.909,-1702.332,OK,-69.754,300.495,-1662.344,OK,-114.324,293.223,-1666.139,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954747,1781258179.118716462,1,OK,0.9159006,0.3792786,0.1281841,-0.0290303,46.797,234.402,-1735.470,0.3528556,3,OK,46.949,234.301,-1735.621,OK,0.043,169.327,-1788.083,OK,-39.922,230.232,-1712.620,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954747,1781258179.118716462,1,OK,0.8821947,0.1673180,0.2518770,-0.3609643,-7.962,-461.471,-1675.646,0.7454954,3,OK,-7.682,-462.291,-1676.236,OK,14.231,-373.876,-1633.297,OK,-65.261,-409.536,-1622.633,Passive Strays,841954747,1781258179.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.182,25.354,-1717.042,OK,87.419,-43.282,-1717.583,OK,77.089,-122.069,-1719.965,OK,64.263,-188.475,-1725.824
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954750,1781258179.168716462,1,OK,0.8495408,0.4844799,0.1450570,-0.1500606,136.132,275.157,-1748.171,0.2229912,3,OK,23.904,288.827,-1702.129,OK,-69.718,300.380,-1662.260,OK,-114.304,293.096,-1665.958,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954750,1781258179.168716462,1,OK,0.9158733,0.3794104,0.1279712,-0.0291052,46.801,234.381,-1735.465,0.3472861,3,OK,46.951,234.282,-1735.614,OK,0.043,169.328,-1788.115,OK,-39.927,230.238,-1712.642,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954750,1781258179.168716462,1,OK,0.8821893,0.1671493,0.2519492,-0.3610051,-7.967,-461.483,-1675.654,0.7404237,3,OK,-7.684,-462.295,-1676.240,OK,14.232,-373.886,-1633.338,OK,-65.255,-409.536,-1622.638,Passive Strays,841954750,1781258179.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.193,25.351,-1717.083,OK,87.414,-43.293,-1717.558,OK,77.102,-122.078,-1720.023,OK,64.255,-188.473,-1725.827
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954753,1781258179.218716462,1,OK,0.8506251,0.4827883,0.1447695,-0.1496470,136.219,275.008,-1747.864,0.2656141,3,OK,23.922,288.728,-1701.929,OK,-69.715,300.278,-1662.251,OK,-114.282,292.976,-1665.863,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954753,1781258179.218716462,1,OK,0.9157938,0.3794013,0.1285802,-0.0290436,46.811,234.406,-1735.528,0.3429097,3,OK,46.962,234.295,-1735.691,OK,0.052,169.330,-1788.141,OK,-39.910,230.226,-1712.591,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954753,1781258179.218716462,1,OK,0.8823331,0.1670584,0.2515396,-0.3609814,-7.930,-461.481,-1675.580,0.7045221,3,OK,-7.664,-462.255,-1676.137,OK,14.239,-373.875,-1633.301,OK,-65.248,-409.535,-1622.651,Passive Strays,841954753,1781258179.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.187,25.354,-1717.124,OK,87.422,-43.287,-1717.588,OK,77.105,-122.073,-1719.986,OK,64.258,-188.476,-1725.865
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954756,1781258179.268716462,1,OK,0.8492286,0.4851537,0.1449891,-0.1497157,136.190,275.105,-1748.009,0.2354760,3,OK,23.916,288.680,-1702.000,OK,-69.710,300.142,-1662.187,OK,-114.282,292.864,-1665.906,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954756,1781258179.268716462,1,OK,0.9158013,0.3795750,0.1280129,-0.0290435,46.808,234.382,-1735.418,0.3385100,3,OK,46.961,234.292,-1735.559,OK,0.049,169.333,-1788.101,OK,-39.916,230.224,-1712.593,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954756,1781258179.268716462,1,OK,0.8823370,0.1668784,0.2515743,-0.3610309,-7.942,-461.488,-1675.536,0.7041057,3,OK,-7.672,-462.261,-1676.093,OK,14.235,-373.872,-1633.292,OK,-65.254,-409.525,-1622.610,Passive Strays,841954756,1781258179.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.203,25.355,-1717.120,OK,87.426,-43.283,-1717.581,OK,77.105,-122.071,-1719.972,OK,64.274,-188.475,-1725.909
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954759,1781258179.318716462,1,OK,0.8499246,0.4839665,0.1451049,-0.1494962,136.186,275.093,-1748.081,0.2585453,3,OK,23.909,288.678,-1702.082,OK,-69.730,300.119,-1662.332,OK,-114.298,292.820,-1665.965,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954759,1781258179.318716462,1,OK,0.9157226,0.3798549,0.1277276,-0.0291209,46.822,234.357,-1735.349,0.3210229,3,OK,46.968,234.280,-1735.474,OK,0.053,169.338,-1788.105,OK,-39.901,230.230,-1712.563,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954759,1781258179.318716462,1,OK,0.8822915,0.1669890,0.2517097,-0.3609966,-7.947,-461.476,-1675.562,0.7162659,3,OK,-7.672,-462.260,-1676.128,OK,14.236,-373.868,-1633.290,OK,-65.258,-409.524,-1622.602,Passive Strays,841954759,1781258179.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.198,25.356,-1717.085,OK,87.425,-43.287,-1717.619,OK,77.102,-122.069,-1719.985,OK,64.274,-188.461,-1725.786
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954762,1781258179.368716464,1,OK,0.8493010,0.4851021,0.1449931,-0.1494680,136.190,275.123,-1748.086,0.2441025,3,OK,23.903,288.653,-1702.103,OK,-69.745,300.065,-1662.329,OK,-114.312,292.779,-1666.035,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954762,1781258179.368716464,1,OK,0.9160284,0.3789357,0.1282788,-0.0290573,46.805,234.422,-1735.536,0.3762556,3,OK,46.972,234.316,-1735.698,OK,0.045,169.323,-1788.072,OK,-39.920,230.245,-1712.679,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954762,1781258179.368716464,1,OK,0.8823882,0.1668785,0.2513946,-0.3610311,-7.933,-461.506,-1675.581,0.6895576,3,OK,-7.672,-462.264,-1676.125,OK,14.243,-373.883,-1633.346,OK,-65.264,-409.549,-1622.691,Passive Strays,841954762,1781258179.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.191,25.363,-1717.032,OK,87.432,-43.293,-1717.630,OK,77.105,-122.078,-1720.003,OK,64.268,-188.474,-1725.841
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954765,1781258179.418716464,1,OK,0.8493723,0.4851597,0.1445480,-0.1493073,136.237,275.095,-1747.916,0.2479113,3,OK,23.889,288.646,-1702.033,OK,-69.763,300.073,-1662.360,OK,-114.333,292.794,-1666.107,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954765,1781258179.418716464,1,OK,0.9159744,0.3791659,0.1279747,-0.0290980,46.816,234.396,-1735.453,0.3586100,3,OK,46.962,234.297,-1735.601,OK,0.057,169.322,-1788.056,OK,-39.901,230.247,-1712.643,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954765,1781258179.418716464,1,OK,0.8822746,0.1667870,0.2519051,-0.3609952,-7.950,-461.490,-1675.598,0.7083988,3,OK,-7.666,-462.260,-1676.158,OK,14.241,-373.886,-1633.364,OK,-65.250,-409.535,-1622.616,Passive Strays,841954765,1781258179.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.197,25.347,-1717.033,OK,87.435,-43.283,-1717.581,OK,77.108,-122.072,-1719.956,OK,64.279,-188.472,-1725.871
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954768,1781258179.468716464,1,OK,0.8500901,0.4839677,0.1442773,-0.1493525,136.221,275.043,-1747.943,0.2676163,3,OK,23.872,288.703,-1702.123,OK,-69.818,300.198,-1662.542,OK,-114.379,292.930,-1666.226,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954768,1781258179.468716464,1,OK,0.9157551,0.3796897,0.1279985,-0.0290639,46.815,234.369,-1735.372,0.3300434,3,OK,46.969,234.280,-1735.512,OK,0.055,169.328,-1788.081,OK,-39.916,230.220,-1712.538,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954768,1781258179.468716464,1,OK,0.8821038,0.1675744,0.2521373,-0.3608857,-7.958,-461.448,-1675.677,0.7848105,3,OK,-7.663,-462.311,-1676.298,OK,14.239,-373.865,-1633.258,OK,-65.254,-409.529,-1622.591,Passive Strays,841954768,1781258179.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.190,25.351,-1717.078,OK,87.420,-43.286,-1717.557,OK,77.099,-122.077,-1720.019,OK,64.267,-188.483,-1725.861
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954771,1781258179.518716464,1,OK,0.8490658,0.4856755,0.1441627,-0.1497458,136.192,275.117,-1748.048,0.2324466,3,OK,23.871,288.775,-1702.196,OK,-69.805,300.303,-1662.514,OK,-114.393,293.076,-1666.300,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954771,1781258179.518716464,1,OK,0.9159261,0.3792891,0.1279500,-0.0291180,46.821,234.382,-1735.468,0.3523701,3,OK,46.974,234.290,-1735.611,OK,0.055,169.317,-1788.097,OK,-39.899,230.237,-1712.658,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954771,1781258179.518716464,1,OK,0.8822527,0.1670007,0.2519001,-0.3609533,-7.932,-461.478,-1675.592,0.7304594,3,OK,-7.642,-462.273,-1676.170,OK,14.252,-373.879,-1633.310,OK,-65.240,-409.528,-1622.591,Passive Strays,841954771,1781258179.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.204,25.354,-1717.139,OK,87.433,-43.293,-1717.592,OK,77.111,-122.071,-1719.985,OK,64.271,-188.473,-1725.832
4,Port 0x01: JJH Probe  s/n:3E4C880C,841954774,1781258179.568716464,1,OK,0.8488832,0.4858994,0.1441255,-0.1500896,136.153,275.137,-1748.171,0.2313990,3,OK,23.859,288.856,-1702.288,OK,-69.815,300.440,-1662.566,OK,-114.394,293.244,-1666.353,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,841954774,1781258179.568716464,1,OK,0.9158548,0.3793613,0.1282672,-0.0290254,46.810,234.399,-1735.489,0.3492807,3,OK,46.964,234.302,-1735.638,OK,0.048,169.327,-1788.113,OK,-39.906,230.221,-1712.626,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,841954774,1781258179.568716464,1,OK,0.8822553,0.1671215,0.2518034,-0.3609586,-7.941,-461.468,-1675.587,0.7304375,3,OK,-7.663,-462.270,-1676.165,OK,14.241,-373.865,-1633.281,OK,-65.247,-409.526,-1622.601,Passive Strays,841954774,1781258179.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,95.198,25.360,-1717.086,OK,87.434,-43.286,-1717.607,OK,77.105,-122.070,-1719.981,OK,64.273,-188.476,-1725.867
