Tools,Port 0x01 JJH Probe sn3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02 JJH T tibia tracker sn3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03 JJH Y femur tracker  sn3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
4,Port 0x01 JJH Probe sn3E4C880C,841989925,1781258765.41869,1,OK,0.345202,0.514011,-0.3833865,-0.6853051,150,-250,-1746.854,0.2649159,3,OK,223.952,224.088,-1695.061,OK,247.877,312.732,-1649.651,OK,254.814,357.569,-1654.863,Port 0x02 JJH T tibia tracker sn3E4C8800,841989925,1781258765.41869,1,OK,0.9135595,0.3838683,0.1312989,-0.0285435,46.437,234.209,-1733.914,0.356196,3,OK,46.594,234.101,-1734.08,OK,-0.48,169.601,-1786.942,OK,-40.16,229.634,-1710.609,Port 0x03 JJH Y femur tracker sn3E4C8801,841989925,1781258765.41869,1,OK,0.8778303,0.1831849,0.2558754,-0.3610886,-10.008,-461.77,-1682.028,0.6747832,3,OK,-9.771,-462.5,-1682.583,OK,12.993,-375.83,-1636.85,OK,-66.903,-411.058,-1627.519
