Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256469,1780413207.818666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256469,1780413207.818666737,1,OK,0.6885190,0.0117306,0.0041929,-0.7251113,250.608,-33.202,-1769.959,0.2088263,3,OK,250.531,-33.282,-1769.962,OK,162.494,5.634,-1770.086,OK,255.435,56.594,-1767.907,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256469,1780413207.818666737,1,OK,0.9256275,0.0649962,0.3488835,-0.1314136,28.564,-84.626,-1760.442,0.5218872,3,OK,29.034,-84.722,-1760.864,OK,9.576,3.754,-1719.435,OK,-39.124,-65.946,-1698.256,Passive Strays,791256469,1780413207.818,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.554,531.704,-2519.581
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256472,1780413207.868666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256472,1780413207.868666737,1,OK,0.6884397,0.0111344,0.0037124,-0.7251986,250.562,-33.218,-1769.878,0.2127358,3,OK,250.471,-33.291,-1769.880,OK,162.466,5.631,-1770.045,OK,255.417,56.582,-1767.963,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256472,1780413207.868666737,1,OK,0.9257244,0.0643731,0.3487449,-0.1314054,28.560,-84.660,-1760.420,0.5056605,3,OK,29.013,-84.722,-1760.818,OK,9.543,3.745,-1719.541,OK,-39.148,-65.956,-1698.272,Passive Strays,791256472,1780413207.868,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.519,531.726,-2519.558
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256475,1780413207.918666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256475,1780413207.918666737,1,OK,0.6884662,0.0112365,0.0043758,-0.7251682,250.562,-33.222,-1769.971,0.2114732,3,OK,250.483,-33.312,-1769.974,OK,162.459,5.628,-1770.028,OK,255.402,56.582,-1767.961,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256475,1780413207.918666737,1,OK,0.9254935,0.0645842,0.3493462,-0.1313315,28.513,-84.642,-1760.438,0.5536496,3,OK,29.010,-84.720,-1760.879,OK,9.542,3.739,-1719.477,OK,-39.160,-65.961,-1698.158,Passive Strays,791256475,1780413207.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.511,531.704,-2519.590
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256478,1780413207.968666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256478,1780413207.968666737,1,OK,0.6884922,0.0113551,0.0043819,-0.7251416,250.587,-33.213,-1769.928,0.2087878,3,OK,250.508,-33.298,-1769.930,OK,162.479,5.630,-1769.993,OK,255.420,56.585,-1767.902,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256478,1780413207.968666737,1,OK,0.9254612,0.0647045,0.3493987,-0.1313601,28.540,-84.633,-1760.485,0.5571072,3,OK,29.040,-84.719,-1760.931,OK,9.577,3.740,-1719.497,OK,-39.121,-65.948,-1698.195,Passive Strays,791256478,1780413207.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.555,531.727,-2519.652
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256481,1780413208.018666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256481,1780413208.018666737,1,OK,0.6884849,0.0118950,0.0035161,-0.7251446,250.598,-33.219,-1769.904,0.2108379,3,OK,250.518,-33.303,-1769.907,OK,162.491,5.626,-1770.163,OK,255.433,56.582,-1767.914,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256481,1780413208.018666737,1,OK,0.9255975,0.0645231,0.3490645,-0.1313775,28.559,-84.655,-1760.425,0.5250709,3,OK,29.029,-84.722,-1760.840,OK,9.570,3.733,-1719.498,OK,-39.124,-65.964,-1698.211,Passive Strays,791256481,1780413208.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.503,531.678,-2519.455
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256484,1780413208.068666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256484,1780413208.068666737,1,OK,0.6885013,0.0116195,0.0039613,-0.7251312,250.580,-33.223,-1769.973,0.2076911,3,OK,250.503,-33.306,-1769.976,OK,162.472,5.620,-1770.133,OK,255.409,56.575,-1767.965,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256484,1780413208.068666737,1,OK,0.9254917,0.0647777,0.3493022,-0.1313657,28.523,-84.646,-1760.468,0.5528120,3,OK,29.020,-84.742,-1760.913,OK,9.551,3.730,-1719.468,OK,-39.141,-65.959,-1698.197,Passive Strays,791256484,1780413208.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.547,531.737,-2519.655
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256487,1780413208.118666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256487,1780413208.118666737,1,OK,0.6884276,0.0113314,0.0032622,-0.7252092,250.591,-33.228,-1769.920,0.2139588,3,OK,250.498,-33.309,-1769.923,OK,162.502,5.626,-1770.182,OK,255.444,56.579,-1768.035,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256487,1780413208.118666737,1,OK,0.9255106,0.0647890,0.3492659,-0.1313235,28.545,-84.644,-1760.458,0.5507584,3,OK,29.040,-84.737,-1760.901,OK,9.563,3.724,-1719.457,OK,-39.123,-65.964,-1698.194,Passive Strays,791256487,1780413208.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.560,531.731,-2519.705
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256490,1780413208.168666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256490,1780413208.168666737,1,OK,0.6884821,0.0113674,0.0038499,-0.7251540,250.567,-33.220,-1769.972,0.2077984,3,OK,250.486,-33.297,-1769.975,OK,162.461,5.624,-1770.133,OK,255.405,56.575,-1768.011,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256490,1780413208.168666737,1,OK,0.9256205,0.0649922,0.3489291,-0.1313435,28.532,-84.638,-1760.489,0.5287873,3,OK,29.008,-84.727,-1760.914,OK,9.537,3.729,-1719.480,OK,-39.162,-65.968,-1698.289,Passive Strays,791256490,1780413208.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.520,531.740,-2519.677
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256493,1780413208.218666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256493,1780413208.218666737,1,OK,0.6884494,0.0108926,0.0036986,-0.7251931,250.598,-33.243,-1770.014,0.2156012,3,OK,250.518,-33.331,-1770.017,OK,162.492,5.609,-1770.167,OK,255.450,56.565,-1768.133,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256493,1780413208.218666737,1,OK,0.9255472,0.0646852,0.3491797,-0.1313460,28.544,-84.659,-1760.505,0.5392866,3,OK,29.028,-84.746,-1760.937,OK,9.555,3.718,-1719.531,OK,-39.128,-65.972,-1698.265,Passive Strays,791256493,1780413208.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.544,531.718,-2519.615
4,Port 0x01: JJH Probe  s/n:3E4C880C,791256496,1780413208.268666737,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,791256496,1780413208.268666737,1,OK,0.6884690,0.0114208,0.0037343,-0.7251662,250.598,-33.229,-1769.997,0.2085653,3,OK,250.511,-33.300,-1769.999,OK,162.497,5.615,-1770.182,OK,255.441,56.565,-1768.042,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,791256496,1780413208.268666737,1,OK,0.9256628,0.0644205,0.3489130,-0.1313702,28.567,-84.670,-1760.440,0.5181548,3,OK,29.031,-84.735,-1760.848,OK,9.562,3.729,-1719.541,OK,-39.133,-65.977,-1698.255,Passive Strays,791256496,1780413208.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,1,Out of Volume,728.526,531.699,-2519.572
