Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383425,1781281990.418637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383425,1781281990.418637770,1,OK,0.9082803,0.3941614,0.1333063,-0.0435113,97.425,221.961,-1685.894,0.4596746,3,OK,97.483,221.733,-1686.166,OK,47.923,159.881,-1739.251,OK,11.110,219.417,-1661.281,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383425,1781281990.418637770,1,OK,0.9185993,0.0890106,0.1605321,-0.3499742,26.084,-466.980,-1637.346,0.7879280,3,OK,26.519,-467.921,-1637.733,OK,38.895,-371.274,-1612.229,OK,-39.763,-409.184,-1603.823,Passive Strays,843383425,1781281990.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.766,496.640,-2020.996,Saturated,385.330,552.488,-2051.744,Saturated,375.026,480.609,-2072.451,OK,144.493,8.358,-1674.625,OK,133.568,-61.551,-1677.514,OK,118.327,-132.597,-1680.477,OK,104.494,-203.926,-1698.198
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383428,1781281990.468637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383428,1781281990.468637770,1,OK,0.9082823,0.3941955,0.1332313,-0.0433878,97.410,221.955,-1685.877,0.4578576,3,OK,97.466,221.727,-1686.149,OK,47.931,159.870,-1739.254,OK,11.091,219.397,-1661.284,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383428,1781281990.468637770,1,OK,0.9187340,0.0878356,0.1602405,-0.3500511,26.098,-467.005,-1637.223,0.7439093,3,OK,26.520,-467.887,-1637.587,OK,38.898,-371.272,-1612.353,OK,-39.754,-409.171,-1603.831,Passive Strays,843383428,1781281990.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.719,496.586,-2020.780,Saturated,385.334,552.470,-2051.741,Saturated,375.025,480.600,-2072.431,OK,144.479,8.361,-1674.553,OK,133.547,-61.552,-1677.499,OK,118.314,-132.618,-1680.530,OK,104.471,-203.924,-1698.131
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383431,1781281990.518637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383431,1781281990.518637770,1,OK,0.9082541,0.3943897,0.1328536,-0.0433731,97.408,221.933,-1685.867,0.4414509,3,OK,97.459,221.720,-1686.121,OK,47.935,159.868,-1739.313,OK,11.088,219.394,-1661.341,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383431,1781281990.518637770,1,OK,0.9187445,0.0878402,0.1604415,-0.3499303,26.122,-466.993,-1637.230,0.7633429,3,OK,26.555,-467.898,-1637.604,OK,38.901,-371.253,-1612.343,OK,-39.740,-409.168,-1603.799,Passive Strays,843383431,1781281990.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.730,496.570,-2020.782,OK,385.321,552.459,-2051.737,Saturated,375.032,480.600,-2072.440,OK,144.481,8.353,-1674.590,OK,133.539,-61.566,-1677.474,OK,118.287,-132.628,-1680.559,OK,104.460,-203.931,-1698.160
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383434,1781281990.568637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383434,1781281990.568637770,1,OK,0.9082147,0.3945065,0.1327761,-0.0433737,97.413,221.922,-1685.809,0.4385042,3,OK,97.463,221.711,-1686.060,OK,47.938,159.871,-1739.279,OK,11.092,219.385,-1661.297,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383434,1781281990.568637770,1,OK,0.9186199,0.0880097,0.1610411,-0.3499395,26.108,-466.945,-1637.252,0.8075813,3,OK,26.568,-467.901,-1637.649,OK,38.909,-371.206,-1612.299,OK,-39.736,-409.109,-1603.696,Passive Strays,843383434,1781281990.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.705,496.574,-2020.724,Saturated,385.328,552.484,-2051.780,Saturated,375.023,480.579,-2072.353,OK,144.469,8.363,-1674.622,OK,133.541,-61.558,-1677.551,OK,118.309,-132.623,-1680.562,OK,104.458,-203.927,-1698.254
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383437,1781281990.618637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383437,1781281990.618637770,1,OK,0.9083128,0.3944881,0.1321347,-0.0434442,97.409,221.904,-1685.815,0.4405178,3,OK,97.451,221.704,-1686.051,OK,47.940,159.877,-1739.322,OK,11.082,219.414,-1661.422,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383437,1781281990.618637770,1,OK,0.9187179,0.0878404,0.1605930,-0.3499304,26.129,-466.949,-1637.247,0.7890368,3,OK,26.573,-467.885,-1637.633,OK,38.920,-371.190,-1612.348,OK,-39.742,-409.117,-1603.783,Passive Strays,843383437,1781281990.618,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.752,496.612,-2020.945,Saturated,385.333,552.483,-2051.746,Saturated,375.033,480.594,-2072.411,OK,144.453,8.364,-1674.612,OK,133.523,-61.558,-1677.483,OK,118.302,-132.622,-1680.623,OK,104.455,-203.938,-1698.375
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383440,1781281990.668637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383440,1781281990.668637770,1,OK,0.9082299,0.3946135,0.1323461,-0.0433946,97.409,221.899,-1685.786,0.4292515,3,OK,97.461,221.701,-1686.022,OK,47.939,159.866,-1739.309,OK,11.079,219.390,-1661.348,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383440,1781281990.668637770,1,OK,0.9187273,0.0877702,0.1605127,-0.3499602,26.123,-466.958,-1637.214,0.7788303,3,OK,26.563,-467.883,-1637.595,OK,38.911,-371.204,-1612.334,OK,-39.739,-409.121,-1603.771,Passive Strays,843383440,1781281990.668,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.727,496.573,-2020.803,Saturated,385.334,552.474,-2051.719,Saturated,375.037,480.606,-2072.476,OK,144.457,8.365,-1674.631,OK,133.523,-61.562,-1677.491,OK,118.280,-132.621,-1680.567,OK,104.467,-203.939,-1698.363
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383443,1781281990.718637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383443,1781281990.718637770,1,OK,0.9083382,0.3944355,0.1321046,-0.0434832,97.410,221.890,-1685.800,0.4498338,3,OK,97.451,221.688,-1686.038,OK,47.935,159.868,-1739.289,OK,11.087,219.403,-1661.418,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383443,1781281990.718637770,1,OK,0.9186848,0.0875554,0.1607254,-0.3500281,26.106,-466.968,-1637.219,0.7748055,3,OK,26.552,-467.882,-1637.599,OK,38.909,-371.223,-1612.375,OK,-39.736,-409.114,-1603.752,Passive Strays,843383443,1781281990.718,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.742,496.589,-2020.867,Saturated,385.333,552.465,-2051.716,Saturated,375.023,480.581,-2072.382,OK,144.460,8.351,-1674.663,OK,133.527,-61.557,-1677.490,OK,118.306,-132.625,-1680.546,OK,104.467,-203.939,-1698.377
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383446,1781281990.768637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383446,1781281990.768637770,1,OK,0.9082782,0.3944270,0.1325593,-0.0434286,97.416,221.916,-1685.814,0.4410835,3,OK,97.465,221.707,-1686.063,OK,47.942,159.868,-1739.284,OK,11.089,219.403,-1661.338,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383446,1781281990.768637770,1,OK,0.9187309,0.0879043,0.1605306,-0.3499090,26.141,-466.962,-1637.231,0.7894830,3,OK,26.592,-467.896,-1637.618,OK,38.918,-371.216,-1612.324,OK,-39.734,-409.126,-1603.771,Passive Strays,843383446,1781281990.768,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.767,496.616,-2020.984,Saturated,385.341,552.483,-2051.763,Saturated,375.044,480.604,-2072.448,OK,144.463,8.357,-1674.669,OK,133.520,-61.553,-1677.413,OK,118.308,-132.631,-1680.574,OK,104.460,-203.933,-1698.327
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383449,1781281990.818637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383449,1781281990.818637770,1,OK,0.9083163,0.3944740,0.1321483,-0.0434584,97.413,221.894,-1685.763,0.4475131,3,OK,97.464,221.693,-1686.002,OK,47.939,159.871,-1739.258,OK,11.082,219.400,-1661.370,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383449,1781281990.818637770,1,OK,0.9187189,0.0878754,0.1605873,-0.3499218,26.123,-466.952,-1637.229,0.7880023,3,OK,26.569,-467.886,-1637.615,OK,38.907,-371.201,-1612.324,OK,-39.746,-409.119,-1603.763,Passive Strays,843383449,1781281990.818,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.747,496.610,-2020.930,Saturated,385.323,552.484,-2051.741,Saturated,375.019,480.587,-2072.378,OK,144.459,8.348,-1674.640,OK,133.517,-61.562,-1677.448,OK,118.286,-132.642,-1680.678,OK,104.452,-203.932,-1698.367
4,Port 0x01: JJH Probe  s/n:3E4C880C,843383452,1781281990.868637770,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843383452,1781281990.868637770,1,OK,0.9083464,0.3942793,0.1325268,-0.0434424,97.417,221.918,-1685.839,0.4627172,3,OK,97.470,221.706,-1686.091,OK,47.937,159.872,-1739.266,OK,11.096,219.395,-1661.389,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843383452,1781281990.868637770,1,OK,0.9187164,0.0876747,0.1606453,-0.3499521,26.122,-466.964,-1637.217,0.7745594,3,OK,26.564,-467.880,-1637.596,OK,38.912,-371.215,-1612.351,OK,-39.736,-409.127,-1603.757,Passive Strays,843383452,1781281990.868,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,7,OK,390.742,496.581,-2020.865,Saturated,385.332,552.474,-2051.721,Saturated,375.055,480.605,-2072.486,OK,144.463,8.363,-1674.624,OK,133.522,-61.565,-1677.450,OK,118.300,-132.618,-1680.488,OK,104.459,-203.938,-1698.301
