Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427975,1781282732.918613920,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427975,1781282732.918613920,1,OK,0.8934430,0.4314875,0.1192584,-0.0368183,98.577,223.033,-1677.257,0.4341087,3,OK,98.615,222.820,-1677.546,OK,50.194,165.956,-1736.896,OK,11.535,219.539,-1655.464,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427975,1781282732.918613920,1,OK,0.8213440,-0.5340534,-0.0517114,-0.1936672,77.422,-299.470,-1497.543,0.6663447,3,OK,77.897,-299.821,-1496.938,OK,53.736,-255.328,-1584.104,OK,-8.708,-274.902,-1524.756,Passive Strays,843427975,1781282732.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.269,521.692,-2091.926,OK,362.315,571.386,-2129.155,Saturated,355.732,496.734,-2138.199
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427978,1781282732.968613920,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427978,1781282732.968613920,1,OK,0.8937532,0.4308184,0.1193776,-0.0367395,98.570,223.072,-1677.359,0.4588863,3,OK,98.603,222.844,-1677.665,OK,50.210,165.911,-1736.884,OK,11.529,219.564,-1655.559,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427978,1781282732.968613920,1,OK,0.8159158,-0.5432560,-0.0546170,-0.1901874,77.759,-295.320,-1497.397,0.6473202,3,OK,78.230,-295.641,-1496.812,OK,53.670,-253.277,-1584.856,OK,-8.570,-271.866,-1524.973,Passive Strays,843427978,1781282732.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.241,521.647,-2091.853,OK,362.308,571.365,-2129.129,Saturated,355.734,496.726,-2138.207
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427981,1781282733.018613920,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427981,1781282733.018613920,1,OK,0.8933271,0.4314611,0.1201731,-0.0369648,98.601,223.062,-1677.075,0.4430649,3,OK,98.631,222.828,-1677.389,OK,50.171,165.970,-1736.634,OK,11.578,219.537,-1655.098,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427981,1781282733.018613920,1,OK,0.8102682,-0.5525458,-0.0575467,-0.1866736,78.061,-291.191,-1497.378,0.6884168,3,OK,78.523,-291.514,-1496.742,OK,53.575,-251.260,-1585.802,OK,-8.451,-268.881,-1525.274,Passive Strays,843427981,1781282733.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.253,521.671,-2091.866,OK,362.302,571.372,-2129.134,Saturated,355.709,496.700,-2138.107
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427984,1781282733.068613920,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427984,1781282733.068613920,1,OK,0.8934243,0.4314883,0.1193696,-0.0369022,98.613,222.996,-1677.107,0.4325155,3,OK,98.640,222.782,-1677.393,OK,50.211,165.922,-1736.733,OK,11.586,219.508,-1655.290,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427984,1781282733.068613920,1,OK,0.8042060,-0.5622308,-0.0600261,-0.1831560,78.416,-286.906,-1497.580,0.7303230,3,OK,78.865,-287.224,-1496.899,OK,53.504,-249.178,-1586.937,OK,-8.286,-265.715,-1525.709,Passive Strays,843427984,1781282733.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.223,521.668,-2091.794,OK,362.301,571.377,-2129.106,Saturated,355.705,496.717,-2138.098
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427987,1781282733.118613920,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427987,1781282733.118613920,1,OK,0.8932298,0.4318472,0.1194953,-0.0370047,98.608,223.027,-1677.035,0.4290913,3,OK,98.627,222.810,-1677.324,OK,50.183,166.006,-1736.697,OK,11.589,219.543,-1655.185,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427987,1781282733.118613920,1,OK,0.7986925,-0.5707959,-0.0639326,-0.1794294,78.423,-283.020,-1498.140,0.7864855,3,OK,78.901,-283.349,-1497.381,OK,53.181,-247.413,-1588.349,OK,-8.442,-263.082,-1526.694,Passive Strays,843427987,1781282733.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.227,521.613,-2091.780,OK,362.304,571.342,-2129.151,Saturated,355.717,496.677,-2138.141
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427990,1781282733.168613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427990,1781282733.168613924,1,OK,0.8933818,0.4315770,0.1193990,-0.0367984,98.582,223.012,-1677.246,0.4382168,3,OK,98.607,222.790,-1677.543,OK,50.203,165.947,-1736.885,OK,11.546,219.507,-1655.426,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427990,1781282733.168613924,1,OK,0.7935114,-0.5786802,-0.0665173,-0.1761941,78.566,-279.570,-1498.438,0.8315889,3,OK,79.033,-279.893,-1497.635,OK,53.006,-245.868,-1589.373,OK,-8.456,-260.672,-1527.184,Passive Strays,843427990,1781282733.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.238,521.684,-2091.892,OK,362.300,571.399,-2129.136,Saturated,355.702,496.720,-2138.095
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427993,1781282733.218613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427993,1781282733.218613924,1,OK,0.8928836,0.4324002,0.1200461,-0.0371198,98.659,223.064,-1676.889,0.4215212,3,OK,98.690,222.852,-1677.176,OK,50.172,166.107,-1736.580,OK,11.654,219.545,-1654.939,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427993,1781282733.218613924,1,OK,0.7886236,-0.5858808,-0.0693952,-0.1732072,78.643,-276.240,-1498.744,0.8743207,3,OK,79.116,-276.560,-1497.890,OK,52.834,-244.344,-1590.326,OK,-8.504,-258.350,-1527.747,Passive Strays,843427993,1781282733.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.242,521.646,-2091.808,OK,362.303,571.379,-2129.158,Saturated,355.705,496.694,-2138.110
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427996,1781282733.268613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427996,1781282733.268613924,1,OK,0.8933636,0.4313967,0.1201355,-0.0369572,98.639,223.052,-1677.131,0.4606616,3,OK,98.672,222.815,-1677.449,OK,50.205,165.968,-1736.661,OK,11.619,219.515,-1655.181,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427996,1781282733.268613924,1,OK,0.7835860,-0.5932416,-0.0716993,-0.1700489,78.807,-272.939,-1499.120,0.9043741,3,OK,79.269,-273.246,-1498.241,OK,52.689,-242.878,-1591.290,OK,-8.486,-256.034,-1528.247,Passive Strays,843427996,1781282733.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.241,521.643,-2091.816,OK,362.320,571.377,-2129.188,Saturated,355.714,496.698,-2138.139
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427999,1781282733.318613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427999,1781282733.318613924,1,OK,0.8932892,0.4316795,0.1195902,-0.0372217,98.654,223.046,-1676.953,0.4715282,3,OK,98.693,222.820,-1677.259,OK,50.182,166.050,-1736.524,OK,11.633,219.565,-1655.104,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427999,1781282733.318613924,1,OK,0.7788036,-0.6001136,-0.0745171,-0.1666607,78.790,-269.693,-1499.715,0.8980811,3,OK,79.252,-269.978,-1498.839,OK,52.383,-241.446,-1592.366,OK,-8.640,-253.838,-1529.024,Passive Strays,843427999,1781282733.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.247,521.649,-2091.791,OK,362.319,571.395,-2129.192,Saturated,355.709,496.700,-2138.108
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428002,1781282733.368613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428002,1781282733.368613924,1,OK,0.8930369,0.4323245,0.1191822,-0.0370975,98.655,222.989,-1676.854,0.4098068,3,OK,98.677,222.791,-1677.119,OK,50.208,166.038,-1736.609,OK,11.640,219.531,-1655.056,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428002,1781282733.368613924,1,OK,0.7736334,-0.6072816,-0.0771390,-0.1635542,78.790,-266.474,-1500.404,0.9714100,3,OK,79.246,-266.758,-1499.453,OK,52.134,-240.073,-1593.647,OK,-8.756,-251.635,-1529.844,Passive Strays,843428002,1781282733.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.234,521.653,-2091.771,OK,362.307,571.380,-2129.083,Saturated,355.712,496.728,-2138.127
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428005,1781282733.418613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428005,1781282733.418613924,1,OK,0.8928471,0.4324784,0.1200210,-0.0371686,98.668,223.031,-1676.814,0.4324731,3,OK,98.702,222.816,-1677.104,OK,50.171,166.099,-1736.500,OK,11.663,219.512,-1654.873,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428005,1781282733.418613924,1,OK,0.7687054,-0.6139899,-0.0796969,-0.1604891,78.821,-263.376,-1501.012,1.0167707,3,OK,79.278,-263.651,-1500.018,OK,51.929,-238.751,-1594.742,OK,-8.844,-249.521,-1530.573,Passive Strays,843428005,1781282733.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.234,521.642,-2091.794,OK,362.304,571.365,-2129.126,Saturated,355.701,496.683,-2138.098
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428008,1781282733.468613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428008,1781282733.468613924,1,OK,0.8929369,0.4322387,0.1202328,-0.0371148,98.676,223.036,-1676.833,0.4633049,3,OK,98.713,222.801,-1677.151,OK,50.193,166.085,-1736.448,OK,11.661,219.492,-1654.864,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428008,1781282733.468613924,1,OK,0.7638853,-0.6203647,-0.0823497,-0.1576241,78.783,-260.405,-1501.604,1.0746012,3,OK,79.244,-260.675,-1500.543,OK,51.695,-237.498,-1595.802,OK,-8.966,-247.507,-1531.310,Passive Strays,843428008,1781282733.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.262,521.685,-2091.899,OK,362.310,571.389,-2129.147,Saturated,355.711,496.707,-2138.091
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428011,1781282733.518613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428011,1781282733.518613924,1,OK,0.8928668,0.4325535,0.1196321,-0.0370737,98.644,223.008,-1676.842,0.4246445,3,OK,98.660,222.794,-1677.127,OK,50.185,166.087,-1736.580,OK,11.636,219.508,-1654.968,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428011,1781282733.518613924,1,OK,0.7594083,-0.6262184,-0.0848351,-0.1547660,78.745,-257.652,-1502.218,1.0925016,3,OK,79.215,-257.909,-1501.123,OK,51.446,-236.364,-1596.761,OK,-9.082,-245.667,-1532.053,Passive Strays,843428011,1781282733.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.222,521.632,-2091.800,OK,362.305,571.381,-2129.166,Saturated,355.710,496.719,-2138.155
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428014,1781282733.568613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428014,1781282733.568613924,1,OK,0.8929857,0.4322798,0.1197161,-0.0371327,98.668,222.990,-1676.731,0.4513741,3,OK,98.701,222.781,-1677.015,OK,50.177,166.055,-1736.389,OK,11.671,219.472,-1654.877,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428014,1781282733.568613924,1,OK,0.7553297,-0.6314800,-0.0866067,-0.1523462,78.772,-255.243,-1502.770,1.1375068,3,OK,79.239,-255.489,-1501.636,OK,51.289,-235.376,-1597.637,OK,-9.145,-244.012,-1532.623,Passive Strays,843428014,1781282733.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.240,521.643,-2091.783,OK,362.327,571.382,-2129.182,Saturated,355.725,496.708,-2138.137
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428017,1781282733.618613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428017,1781282733.618613924,1,OK,0.8927471,0.4326241,0.1202616,-0.0370968,98.680,223.007,-1676.688,0.4427923,3,OK,98.718,222.793,-1676.981,OK,50.172,166.093,-1736.365,OK,11.685,219.446,-1654.727,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428017,1781282733.618613924,1,OK,0.7521312,-0.6355410,-0.0882435,-0.1503312,78.761,-253.253,-1503.224,1.1293699,3,OK,79.226,-253.483,-1502.097,OK,51.143,-234.529,-1598.274,OK,-9.212,-242.654,-1533.131,Passive Strays,843428017,1781282733.618,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.250,521.660,-2091.868,OK,362.306,571.364,-2129.138,Saturated,355.701,496.698,-2138.122
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428020,1781282733.668613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428020,1781282733.668613924,1,OK,0.8927437,0.4326181,0.1202806,-0.0371871,98.703,223.023,-1676.652,0.4516138,3,OK,98.738,222.802,-1676.953,OK,50.184,166.123,-1736.313,OK,11.709,219.474,-1654.683,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428020,1781282733.668613924,1,OK,0.7495481,-0.6387305,-0.0895152,-0.1489565,78.740,-251.739,-1503.548,1.1868339,3,OK,79.215,-251.970,-1502.356,OK,51.037,-233.895,-1598.825,OK,-9.269,-241.610,-1533.500,Passive Strays,843428020,1781282733.668,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.246,521.640,-2091.822,OK,362.317,571.388,-2129.142,Saturated,355.723,496.716,-2138.148
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428023,1781282733.718613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428023,1781282733.718613924,1,OK,0.8928450,0.4326800,0.1192974,-0.0372025,98.675,222.971,-1676.665,0.4305239,3,OK,98.693,222.774,-1676.928,OK,50.183,166.094,-1736.421,OK,11.685,219.492,-1654.874,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428023,1781282733.718613924,1,OK,0.7480244,-0.6406213,-0.0904738,-0.1479130,78.670,-250.890,-1503.824,1.2044601,3,OK,79.137,-251.114,-1502.621,OK,50.925,-233.596,-1599.219,OK,-9.366,-241.096,-1533.792,Passive Strays,843428023,1781282733.718,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.261,521.666,-2091.891,OK,362.305,571.366,-2129.138,Saturated,355.711,496.696,-2138.124
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428026,1781282733.768613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428026,1781282733.768613924,1,OK,0.8927498,0.4326929,0.1199799,-0.0371417,98.675,222.994,-1676.634,0.4398407,3,OK,98.694,222.779,-1676.921,OK,50.174,166.101,-1736.339,OK,11.688,219.461,-1654.719,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428026,1781282733.768613924,1,OK,0.7471470,-0.6417250,-0.0908173,-0.1473517,78.692,-250.294,-1504.014,1.1839091,3,OK,79.161,-250.512,-1502.828,OK,50.892,-233.313,-1599.419,OK,-9.362,-240.660,-1533.993,Passive Strays,843428026,1781282733.768,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.267,521.691,-2091.911,OK,362.312,571.381,-2129.133,Saturated,355.735,496.724,-2138.202
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428029,1781282733.818613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428029,1781282733.818613924,1,OK,0.8926502,0.4328996,0.1199655,-0.0371730,98.701,223.006,-1676.608,0.4361994,3,OK,98.724,222.792,-1676.896,OK,50.195,166.143,-1736.344,OK,11.707,219.478,-1654.688,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428029,1781282733.818613924,1,OK,0.7462056,-0.6428343,-0.0912872,-0.1469961,78.624,-249.831,-1504.299,1.2436515,3,OK,79.105,-250.056,-1503.047,OK,50.813,-233.148,-1599.838,OK,-9.434,-240.350,-1534.300,Passive Strays,843428029,1781282733.818,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.252,521.635,-2091.795,OK,362.339,571.391,-2129.235,Saturated,355.722,496.699,-2138.106
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428032,1781282733.868613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428032,1781282733.868613924,1,OK,0.8927039,0.4329566,0.1193481,-0.0372081,98.686,222.946,-1676.678,0.4312725,3,OK,98.719,222.742,-1676.955,OK,50.198,166.107,-1736.468,OK,11.670,219.465,-1654.860,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428032,1781282733.868613924,1,OK,0.7459559,-0.6432056,-0.0910983,-0.1467563,78.636,-249.677,-1504.412,1.2063253,3,OK,79.102,-249.893,-1503.210,OK,50.781,-233.084,-1599.903,OK,-9.446,-240.220,-1534.359,Passive Strays,843428032,1781282733.868,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.250,521.671,-2091.845,OK,362.311,571.387,-2129.143,Saturated,355.724,496.724,-2138.140
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428035,1781282733.918613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428035,1781282733.918613924,1,OK,0.8929617,0.4321563,0.1203401,-0.0371289,98.696,223.058,-1676.838,0.4818969,3,OK,98.738,222.818,-1677.163,OK,50.203,166.109,-1736.411,OK,11.685,219.499,-1654.864,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428035,1781282733.918613924,1,OK,0.7460358,-0.6431151,-0.0911583,-0.1467099,78.662,-249.683,-1504.270,1.1872178,3,OK,79.123,-249.895,-1503.091,OK,50.815,-233.079,-1599.734,OK,-9.420,-240.235,-1534.219,Passive Strays,843428035,1781282733.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.263,521.660,-2091.894,OK,362.325,571.384,-2129.163,Saturated,355.717,496.698,-2138.102
4,Port 0x01: JJH Probe  s/n:3E4C880C,843428038,1781282733.968613924,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843428038,1781282733.968613924,1,OK,0.8928229,0.4326246,0.1196752,-0.0371634,98.693,222.985,-1676.697,0.4257309,3,OK,98.713,222.780,-1676.971,OK,50.201,166.081,-1736.429,OK,11.701,219.483,-1654.828,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843428038,1781282733.968613924,1,OK,0.7458398,-0.6433428,-0.0913496,-0.1465890,78.702,-249.553,-1504.165,1.1798325,3,OK,79.170,-249.764,-1502.988,OK,50.853,-233.024,-1599.627,OK,-9.383,-240.153,-1534.140,Passive Strays,843428038,1781282733.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.255,521.659,-2091.818,OK,362.317,571.364,-2129.109,Saturated,355.721,496.704,-2138.082
