Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143222,1781261320.368658025,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143222,1781261320.368658025,1,OK,0.9093175,0.3917285,0.1371608,-0.0296218,46.724,235.540,-1729.917,0.3612978,3,OK,46.861,235.452,-1730.062,OK,-0.857,171.866,-1783.490,OK,-39.537,230.507,-1705.677,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143222,1781261320.368658025,1,OK,0.9060239,0.0714043,0.2202559,-0.3542732,2.968,-453.884,-1643.085,0.8004078,3,OK,3.361,-454.834,-1643.541,OK,18.938,-358.449,-1618.805,OK,-58.035,-396.432,-1600.901,Passive Strays,842143222,1781261320.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.636,722.873,-2258.077,OK,96.260,26.836,-1716.113,OK,89.433,-42.951,-1715.814,OK,79.322,-119.864,-1716.363,OK,66.846,-187.278,-1719.227
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143225,1781261320.418658025,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143225,1781261320.418658025,1,OK,0.9092435,0.3919448,0.1370236,-0.0296658,46.728,235.505,-1729.858,0.3610250,3,OK,46.874,235.423,-1729.999,OK,-0.863,171.862,-1783.470,OK,-39.543,230.480,-1705.640,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143225,1781261320.418658025,1,OK,0.9059317,0.0715631,0.2205688,-0.3542822,2.955,-453.873,-1643.118,0.8234312,3,OK,3.367,-454.844,-1643.591,OK,18.945,-358.451,-1618.796,OK,-58.039,-396.416,-1600.861,Passive Strays,842143225,1781261320.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.647,722.856,-2258.055,OK,96.252,26.829,-1716.131,OK,89.431,-42.951,-1715.780,OK,79.310,-119.869,-1716.370,OK,66.845,-187.287,-1719.240
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143228,1781261320.468658024,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143228,1781261320.468658024,1,OK,0.9094364,0.3912661,0.1376797,-0.0296768,46.731,235.563,-1730.018,0.4007589,3,OK,46.877,235.443,-1730.200,OK,-0.855,171.861,-1783.445,OK,-39.532,230.503,-1705.691,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143228,1781261320.468658024,1,OK,0.9059950,0.0717836,0.2202709,-0.3542611,2.971,-453.874,-1643.127,0.8254242,3,OK,3.368,-454.858,-1643.597,OK,18.947,-358.437,-1618.768,OK,-58.034,-396.429,-1600.912,Passive Strays,842143228,1781261320.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.637,722.857,-2258.062,OK,96.250,26.835,-1716.048,OK,89.436,-42.945,-1715.834,OK,79.328,-119.873,-1716.390,OK,66.831,-187.277,-1719.222
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143231,1781261320.518658025,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143231,1781261320.518658025,1,OK,0.9092938,0.3920028,0.1365196,-0.0296822,46.720,235.505,-1729.826,0.3568828,3,OK,46.858,235.440,-1729.945,OK,-0.869,171.874,-1783.489,OK,-39.547,230.510,-1705.705,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143231,1781261320.518658025,1,OK,0.9058853,0.0717494,0.2207402,-0.3542564,2.944,-453.859,-1643.138,0.8455710,3,OK,3.362,-454.859,-1643.622,OK,18.938,-358.434,-1618.766,OK,-58.042,-396.406,-1600.836,Passive Strays,842143231,1781261320.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.633,722.875,-2258.085,OK,96.232,26.840,-1716.081,OK,89.413,-42.942,-1715.778,OK,79.311,-119.862,-1716.358,OK,66.837,-187.283,-1719.302
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143234,1781261320.568658025,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143234,1781261320.568658025,1,OK,0.9092120,0.3920661,0.1368816,-0.0296842,46.729,235.508,-1729.862,0.3474272,3,OK,46.876,235.439,-1729.988,OK,-0.869,171.868,-1783.517,OK,-39.539,230.496,-1705.665,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143234,1781261320.568658025,1,OK,0.9059420,0.0717158,0.2206395,-0.3541809,2.955,-453.854,-1643.123,0.8343972,3,OK,3.363,-454.844,-1643.600,OK,18.923,-358.425,-1618.757,OK,-58.035,-396.415,-1600.847,Passive Strays,842143234,1781261320.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.623,722.849,-2258.034,OK,96.240,26.844,-1716.040,OK,89.424,-42.950,-1715.813,OK,79.310,-119.861,-1716.363,OK,66.817,-187.279,-1719.241
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143237,1781261320.618658023,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143237,1781261320.618658023,1,OK,0.9092357,0.3919086,0.1371859,-0.0296321,46.720,235.522,-1729.893,0.3549946,3,OK,46.869,235.439,-1730.036,OK,-0.868,171.863,-1783.497,OK,-39.549,230.487,-1705.643,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143237,1781261320.618658023,1,OK,0.9060431,0.0714246,0.2201647,-0.3542766,2.969,-453.877,-1643.057,0.8077053,3,OK,3.363,-454.837,-1643.517,OK,18.936,-358.434,-1618.775,OK,-58.044,-396.420,-1600.885,Passive Strays,842143237,1781261320.618,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.631,722.836,-2257.976,OK,96.242,26.823,-1716.063,OK,89.423,-42.958,-1715.823,OK,79.300,-119.870,-1716.398,OK,66.823,-187.291,-1719.295
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143240,1781261320.668658023,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143240,1781261320.668658023,1,OK,0.9093124,0.3919022,0.1366766,-0.0297176,46.719,235.503,-1729.856,0.3630761,3,OK,46.852,235.424,-1729.988,OK,-0.869,171.869,-1783.482,OK,-39.547,230.507,-1705.702,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143240,1781261320.668658023,1,OK,0.9059393,0.0716322,0.2206126,-0.3542216,2.953,-453.868,-1643.149,0.8313956,3,OK,3.364,-454.852,-1643.625,OK,18.931,-358.440,-1618.805,OK,-58.041,-396.421,-1600.880,Passive Strays,842143240,1781261320.668,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.610,722.834,-2257.915,OK,96.236,26.838,-1716.100,OK,89.426,-42.947,-1715.825,OK,79.300,-119.857,-1716.359,OK,66.812,-187.281,-1719.273
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143243,1781261320.718658023,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143243,1781261320.718658023,1,OK,0.9093180,0.3916679,0.1373248,-0.0296467,46.714,235.526,-1729.956,0.3736761,3,OK,46.860,235.426,-1730.118,OK,-0.867,171.855,-1783.496,OK,-39.557,230.485,-1705.683,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143243,1781261320.718658023,1,OK,0.9060039,0.0714871,0.2203598,-0.3542430,2.960,-453.874,-1643.083,0.8165554,3,OK,3.361,-454.843,-1643.549,OK,18.928,-358.437,-1618.779,OK,-58.044,-396.422,-1600.871,Passive Strays,842143243,1781261320.718,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.620,722.829,-2257.994,OK,96.229,26.826,-1716.058,OK,89.420,-42.960,-1715.820,OK,79.294,-119.871,-1716.340,OK,66.822,-187.296,-1719.316
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143246,1781261320.768658023,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143246,1781261320.768658023,1,OK,0.9093801,0.3914734,0.1374753,-0.0296126,46.712,235.539,-1729.957,0.3892291,3,OK,46.860,235.435,-1730.123,OK,-0.871,171.850,-1783.443,OK,-39.551,230.477,-1705.672,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143246,1781261320.768658023,1,OK,0.9060442,0.0715552,0.2201976,-0.3542271,2.966,-453.872,-1643.061,0.8100808,3,OK,3.359,-454.836,-1643.523,OK,18.927,-358.431,-1618.750,OK,-58.048,-396.428,-1600.876,Passive Strays,842143246,1781261320.768,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.626,722.869,-2258.074,OK,96.225,26.826,-1716.052,OK,89.420,-42.970,-1715.826,OK,79.303,-119.874,-1716.356,OK,66.811,-187.302,-1719.271
4,Port 0x01: JJH Probe  s/n:3E4C880C,842143249,1781261320.818658023,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,842143249,1781261320.818658023,1,OK,0.9093184,0.3920532,0.1361972,-0.0297427,46.718,235.460,-1729.832,0.3563888,3,OK,46.857,235.400,-1729.945,OK,-0.870,171.846,-1783.524,OK,-39.559,230.494,-1705.762,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,842143249,1781261320.818658023,1,OK,0.9060091,0.0716547,0.2203153,-0.3542234,2.965,-453.874,-1643.092,0.8217674,3,OK,3.367,-454.850,-1643.561,OK,18.930,-358.441,-1618.756,OK,-58.045,-396.428,-1600.876,Passive Strays,842143249,1781261320.818,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,5,OK,274.636,722.858,-2258.105,OK,96.240,26.827,-1716.081,OK,89.417,-42.964,-1715.801,OK,79.300,-119.881,-1716.361,OK,66.819,-187.301,-1719.266
