Tools,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242252,1729171237.535254217,1,OK,-0.9430807,-1.9173909,-14.5210370,79.822,-136.594,-1910.364,0.0934277,3,OK,79.804,-136.590,-1910.365,OK,43.351,-223.126,-1888.959,OK,-9.878,-135.021,-1913.392,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242252,1729171237.535254217,1,OK,-45.2506053,2.2316099,3.6632686,14.606,29.473,-1842.799,0.1395048,3,OK,14.740,29.448,-1842.798,OK,30.638,127.140,-1835.401,OK,-51.028,95.739,-1839.162,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242252,1729171237.535254217,1,OK,-41.8544198,25.6433799,78.9704955,124.915,-6.461,-1978.158,0.8844169,3,OK,42.720,67.693,-1926.848,OK,-26.566,129.363,-1884.007,OK,-62.825,156.050,-1887.054,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242253,1729171237.551920884,1,OK,-0.9300979,-1.9876690,-14.5526251,79.843,-136.590,-1910.365,0.0996902,3,OK,79.822,-136.593,-1910.365,OK,43.371,-223.120,-1888.954,OK,-9.859,-135.030,-1913.505,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242253,1729171237.551920884,1,OK,-45.2536757,2.1250333,3.7814523,14.627,29.477,-1842.801,0.1442354,3,OK,14.767,29.448,-1842.800,OK,30.657,127.142,-1835.345,OK,-51.019,95.755,-1839.337,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242253,1729171237.551920884,1,OK,-41.8515252,25.6308117,79.0024403,124.943,-6.467,-1978.074,0.8674228,3,OK,42.729,67.696,-1926.792,OK,-26.552,129.364,-1883.946,OK,-62.811,156.055,-1887.043,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242254,1729171237.568587550,1,OK,-0.9244952,-2.0069864,-14.4683407,79.834,-136.596,-1910.311,0.0920409,3,OK,79.816,-136.604,-1910.309,OK,43.366,-223.151,-1889.043,OK,-9.866,-135.051,-1913.480,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242254,1729171237.568587550,1,OK,-45.2519474,2.1731533,3.7107526,14.609,29.466,-1842.796,0.1421901,3,OK,14.747,29.437,-1842.795,OK,30.644,127.137,-1835.390,OK,-51.036,95.738,-1839.254,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242254,1729171237.568587550,1,OK,-41.8311070,25.6730546,79.1227131,124.921,-6.423,-1978.181,0.8269984,3,OK,42.727,67.671,-1926.844,OK,-26.571,129.330,-1883.841,OK,-62.819,156.031,-1887.009,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242255,1729171237.585254217,1,OK,-0.9132337,-2.0613242,-14.4426125,79.813,-136.585,-1910.234,0.0973770,3,OK,79.797,-136.597,-1910.232,OK,43.347,-223.158,-1889.039,OK,-9.893,-135.052,-1913.490,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242255,1729171237.585254217,1,OK,-45.2568152,2.0917140,3.7746141,14.601,29.455,-1842.780,0.1431806,3,OK,14.740,29.431,-1842.779,OK,30.634,127.121,-1835.368,OK,-51.041,95.736,-1839.371,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242255,1729171237.585254217,1,OK,-41.8253024,25.6529582,79.1515435,124.943,-6.432,-1978.119,0.8116526,3,OK,42.716,67.675,-1926.821,OK,-26.571,129.320,-1883.834,OK,-62.831,156.032,-1887.052,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242256,1729171237.601920884,1,OK,-0.9290665,-2.0085936,-14.4827949,79.829,-136.596,-1910.271,0.0978077,3,OK,79.809,-136.603,-1910.270,OK,43.356,-223.148,-1888.981,OK,-9.872,-135.038,-1913.444,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242256,1729171237.601920884,1,OK,-45.2528824,2.1549454,3.7765280,14.608,29.460,-1842.812,0.1425880,3,OK,14.747,29.423,-1842.812,OK,30.638,127.129,-1835.333,OK,-51.035,95.736,-1839.300,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242256,1729171237.601920884,1,OK,-41.8257985,25.6465389,79.1624312,124.963,-6.433,-1978.095,0.8026003,3,OK,42.725,67.685,-1926.809,OK,-26.549,129.324,-1883.822,OK,-62.815,156.041,-1887.067,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242257,1729171237.618587550,1,OK,-0.9247131,-1.9976002,-14.4480643,79.826,-136.585,-1910.246,0.0919756,3,OK,79.810,-136.592,-1910.244,OK,43.362,-223.147,-1889.003,OK,-9.876,-135.040,-1913.400,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242257,1729171237.618587550,1,OK,-45.2522228,2.2273315,3.7611864,14.614,29.469,-1842.847,0.1457742,3,OK,14.755,29.436,-1842.846,OK,30.647,127.128,-1835.316,OK,-51.026,95.744,-1839.216,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242257,1729171237.618587550,1,OK,-41.8251742,25.6555684,79.1787579,124.971,-6.419,-1978.088,0.8110015,3,OK,42.749,67.685,-1926.786,OK,-26.543,129.335,-1883.791,OK,-62.792,156.051,-1887.012,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242258,1729171237.635254217,1,OK,-0.9277980,-1.9898820,-14.4655204,79.831,-136.585,-1910.286,0.0880409,3,OK,79.810,-136.589,-1910.286,OK,43.360,-223.138,-1889.013,OK,-9.862,-135.039,-1913.427,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242258,1729171237.635254217,1,OK,-45.2533463,2.1428661,3.8468307,14.622,29.473,-1842.857,0.1385557,3,OK,14.756,29.450,-1842.855,OK,30.653,127.129,-1835.292,OK,-51.019,95.742,-1839.364,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242258,1729171237.635254217,1,OK,-41.8366491,25.6893685,79.1280284,124.929,-6.384,-1978.255,0.8140173,3,OK,42.751,67.709,-1926.891,OK,-26.521,129.363,-1883.841,OK,-62.779,156.073,-1887.025,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242259,1729171237.651920883,1,OK,-0.9237190,-2.0107862,-14.4555349,79.837,-136.567,-1910.250,0.0959292,3,OK,79.820,-136.570,-1910.249,OK,43.369,-223.134,-1889.002,OK,-9.865,-135.020,-1913.425,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242259,1729171237.651920883,1,OK,-45.2459932,2.2152157,3.7521526,14.620,29.488,-1842.851,0.1416067,3,OK,14.757,29.454,-1842.851,OK,30.646,127.155,-1835.345,OK,-51.029,95.752,-1839.241,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242259,1729171237.651920883,1,OK,-41.8404740,25.6237678,79.1632841,124.983,-6.453,-1978.001,0.8220994,3,OK,42.748,67.702,-1926.750,OK,-26.526,129.364,-1883.837,OK,-62.777,156.095,-1887.054,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242260,1729171237.668587550,1,OK,-0.9255442,-1.9821205,-14.5058145,79.815,-136.574,-1910.292,0.1027759,3,OK,79.792,-136.584,-1910.290,OK,43.361,-223.122,-1888.950,OK,-9.890,-135.015,-1913.426,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242260,1729171237.668587550,1,OK,-45.2574313,2.1649827,3.7962301,14.613,29.483,-1842.815,0.1394420,3,OK,14.748,29.454,-1842.814,OK,30.655,127.147,-1835.298,OK,-51.025,95.759,-1839.286,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242260,1729171237.668587550,1,OK,-41.8355669,25.7033190,79.1225914,124.893,-6.387,-1978.301,0.8232290,3,OK,42.733,67.687,-1926.911,OK,-26.556,129.349,-1883.845,OK,-62.803,156.052,-1886.999,Passive Strays,,,,,,,,,,,,
4,Port 0x01: pooter pooter-3e4c8800-0  s/n:3E4C8800,1506242261,1729171237.685254217,1,OK,-0.9339380,-1.9628060,-14.4710947,79.836,-136.575,-1910.327,0.0893314,3,OK,79.821,-136.580,-1910.326,OK,43.366,-223.122,-1889.028,OK,-9.867,-135.019,-1913.425,Port 0x03: pooter pooter-3e4c8801-1  s/n:3E4C8801,1506242261,1729171237.685254217,1,OK,-45.2487215,2.1533013,3.7747095,14.620,29.485,-1842.818,0.1399500,3,OK,14.755,29.461,-1842.817,OK,30.647,127.149,-1835.343,OK,-51.029,95.750,-1839.309,Port 0x05: pooter pooter-3e4c880c-12  s/n:3E4C880C,1506242261,1729171237.685254217,1,OK,-41.8202029,25.6690014,79.1619286,124.979,-6.418,-1978.080,0.8069200,3,OK,42.759,67.669,-1926.756,OK,-26.536,129.312,-1883.728,OK,-62.782,156.010,-1886.949,Passive Strays,,,,,,,,,,,,
